,Soil_Type,Soil_Nutrient_Levels,Organic_Matter_Content,Cover_Cropping,Soil_Erosion_Prevention,Crop_Type,Crop_Rotation_Practice,Soil_Health_Index
1733,Sandy,3.469461446823287,2.2738078672232174,Yes,Terracing,Maize,Yes,4.3004485059664495
1734,Sandy,9.114247047583609,3.9237121437321334,No,Terracing,Wheat,Yes,5.068689136112085
1735,Loamy,2.936840317598735,2.1508737379601173,No,Windbreaks,Wheat,Yes,2.4128055561759054
1736,Clayey,8.959196354101781,3.948254070576701,Yes,Windbreaks,Maize,No,7.139261556021715
1737,Sandy,6.034648831546213,1.280405921069768,Yes,Windbreaks,Rice,No,7.763694382821282
1738,Clayey,8.456393205057168,4.458165366328334,No,Terracing,Maize,No,2.630008445650658
1739,Clayey,7.415613962748595,2.998265853503731,No,Contour Plowing,Rice,No,1.4049411725794796
1740,Sandy,7.270256002930737,2.75403206679588,No,Terracing,Maize,Yes,1.7284702087811665
1741,Sandy,3.9191122692555016,3.444093646167698,No,Contour Plowing,Maize,Yes,6.9134118148271595
1742,Clayey,3.1050723832498313,3.4967682915850817,No,Terracing,Wheat,No,2.2195954224535503
1743,Sandy,2.8979760491270934,1.5281407075599822,Yes,Terracing,Rice,No,5.445269507519519
1744,Sandy,8.714724913536298,4.0249343592648525,Yes,Windbreaks,Rice,No,2.3737737783355306
1745,Sandy,8.38384138233118,2.1037131918002516,Yes,Contour Plowing,Rice,Yes,2.531332433847158
1746,Loamy,4.965161752110766,4.619847520679656,Yes,Terracing,Rice,No,1.0392445300736675
1747,Clayey,2.1916415214680915,4.2714026536593295,No,Terracing,Rice,Yes,3.887418302725491
1748,Clayey,4.440270267797125,2.385064166138994,No,Contour Plowing,Wheat,Yes,1.8081753946557428
1749,Loamy,6.574091087232203,4.230957172802858,No,Terracing,Maize,Yes,4.545651478063827
1750,Clayey,5.089628390319575,2.4255619971996167,No,Contour Plowing,Rice,Yes,6.380058786558255
1751,Sandy,8.021703416346956,1.4037907265441625,No,Windbreaks,Rice,Yes,4.3077875313530525
1752,Clayey,9.978605400262468,4.847552954902832,Yes,Windbreaks,Maize,Yes,7.345734677518017
1753,Sandy,2.7201887960400715,3.61040806086176,Yes,Contour Plowing,Wheat,Yes,7.673065912354223
1754,Loamy,5.136857376936152,2.8243981066503667,Yes,Windbreaks,Wheat,No,7.2694574862473065
1755,Sandy,4.878855117287398,2.5910934061241586,Yes,Contour Plowing,Wheat,No,9.430422036683483
1756,Clayey,3.7404327947405576,2.298821337033056,Yes,Terracing,Maize,No,3.1356484929563595
1757,Clayey,2.782859650482606,4.925790381716517,No,Terracing,Maize,Yes,2.7051080780347894
1758,Clayey,1.591229048406933,1.5389890605236296,No,Contour Plowing,Wheat,Yes,6.487403403176804
1759,Loamy,8.984073855013285,2.2592202356822733,No,Terracing,Wheat,No,6.353893084907651
1760,Loamy,4.7786382791768585,2.941990561130654,No,Windbreaks,Maize,Yes,5.5908850030732635
1761,Clayey,5.4720596665004395,2.9119981802172457,No,Terracing,Wheat,Yes,1.0391787234483805
1762,Sandy,9.252478433808243,2.885465937631374,Yes,Terracing,Rice,Yes,5.997144069153986
1763,Loamy,7.986614297643531,1.7031352633215273,Yes,Contour Plowing,Maize,Yes,9.395182511856811
1764,Clayey,2.174511377054658,1.5797301084380022,Yes,Windbreaks,Wheat,Yes,4.011199202015766
1765,Clayey,6.088779708469682,2.0190703453144803,No,Terracing,Rice,Yes,9.708392739882255
1766,Loamy,4.980270488676032,4.658104615208224,No,Terracing,Maize,Yes,4.2108101127792485
1767,Loamy,8.174899653208865,1.4522118713380405,No,Contour Plowing,Maize,Yes,2.2586905226603604
1768,Loamy,7.518092928507543,4.029700413493299,No,Contour Plowing,Rice,Yes,4.585630734344246
1769,Sandy,7.213651497199647,4.030193572533485,Yes,Windbreaks,Maize,Yes,5.451501816311897
1770,Sandy,4.064903519319072,4.239081615589049,No,Terracing,Wheat,Yes,6.66517969158932
1771,Clayey,8.24467357359329,4.546461955957422,Yes,Contour Plowing,Maize,Yes,5.543903458201006
1772,Loamy,1.4715216603537509,2.052144710155721,No,Contour Plowing,Wheat,No,5.830467646655963
1773,Sandy,2.436624112889505,1.8982378770755854,Yes,Contour Plowing,Rice,Yes,1.2166033452184484
1774,Loamy,4.020609456801205,2.862022666109919,No,Windbreaks,Rice,Yes,3.282581522205904
1775,Clayey,1.6912669696235314,2.0603566750081446,No,Contour Plowing,Maize,No,3.796269921452548
1776,Sandy,3.1149484978122244,3.93723995593243,Yes,Windbreaks,Rice,No,9.88379684093304
1777,Sandy,8.471358846981264,3.5437583069657346,Yes,Windbreaks,Rice,No,3.6601096463833027
1778,Sandy,9.534263840110714,4.499950752210606,No,Terracing,Maize,Yes,9.069209639418567
1779,Clayey,3.7414212019677144,1.3309532139482863,Yes,Terracing,Wheat,Yes,3.742625804869709
1780,Loamy,3.3806422358995443,4.660333333432299,No,Windbreaks,Maize,No,1.8649929793815199
1781,Sandy,3.519033870217842,2.173394506680358,No,Terracing,Maize,No,3.2285565915484993
1782,Clayey,3.4994717861575944,2.962777383707936,Yes,Terracing,Wheat,No,3.4554554642286814
1783,Loamy,1.323371639673757,2.7544457437585748,No,Contour Plowing,Wheat,Yes,9.804237345000859
1784,Clayey,9.342247116979973,4.041246604417696,No,Terracing,Wheat,Yes,7.068623550105134
1785,Loamy,2.9232832741329555,2.68133323772737,Yes,Windbreaks,Maize,No,9.385128960588693
1786,Clayey,4.780036666732645,4.774212582597638,No,Terracing,Wheat,Yes,8.514955199843396
1787,Loamy,1.0871819446687097,4.610135530554302,No,Contour Plowing,Rice,Yes,6.207386416102878
1788,Sandy,8.721595818235514,4.488644607878026,No,Windbreaks,Wheat,No,7.0784913182100695
1789,Loamy,7.580416100094255,1.2850333305929116,No,Terracing,Rice,No,6.623534743264283
1790,Clayey,9.520804316563328,4.417032246215758,Yes,Windbreaks,Wheat,No,6.99636723572608
1791,Clayey,8.034539312767592,4.126541781772842,Yes,Terracing,Rice,Yes,3.3829629816454863
1792,Loamy,3.8233586084685873,1.414051788024524,Yes,Contour Plowing,Rice,Yes,4.673126207871434
1793,Sandy,3.230860228555813,1.4296573017448875,No,Terracing,Rice,Yes,6.333542304383317
1794,Sandy,7.279446767979636,1.4046552460701647,Yes,Windbreaks,Rice,Yes,1.323356185502714
1795,Loamy,4.277014975094495,1.0453303728179502,Yes,Windbreaks,Rice,Yes,5.34551411261524
1796,Loamy,6.095935141773549,3.1945372207783342,Yes,Windbreaks,Wheat,No,8.73754240058068
1797,Clayey,1.056317239238232,4.893577165744173,No,Terracing,Maize,Yes,5.4313095482679685
1798,Sandy,1.5569713151242772,2.754738811599174,Yes,Terracing,Maize,Yes,5.970910317899494
1799,Loamy,5.81831147063486,3.1630300075494255,Yes,Terracing,Maize,No,2.8171460846367173
1800,Sandy,6.094644818033486,4.871879187079822,No,Contour Plowing,Maize,No,8.149090095868942
1801,Loamy,7.763076500134092,2.0207289150969228,No,Contour Plowing,Maize,No,4.22990459233776
1802,Loamy,2.1876878766156556,4.433881010393051,No,Contour Plowing,Rice,No,9.6092879813159
1803,Sandy,5.618647753811009,3.1855618688469445,No,Windbreaks,Wheat,Yes,9.943433274336213
1804,Loamy,2.7500287998851976,3.277906058652043,No,Windbreaks,Rice,Yes,9.244004883362587
1805,Loamy,1.8387650760642522,2.372695428829134,No,Windbreaks,Wheat,No,1.7638907033452953
1806,Clayey,4.694462146544991,3.2463374438676325,Yes,Windbreaks,Wheat,Yes,3.9986483994642414
1807,Loamy,2.470029832801515,1.2925700379131357,Yes,Windbreaks,Wheat,No,9.506238715922656
1808,Loamy,2.9960378037308675,4.058574290456448,No,Terracing,Wheat,Yes,8.24079965359994
1809,Loamy,3.8579912188255157,2.1387510461770867,No,Windbreaks,Maize,Yes,9.200652303766866
1810,Clayey,3.3344956066887663,4.55043331797582,Yes,Terracing,Wheat,Yes,6.152978742769889
1811,Sandy,1.7883216766535175,2.471402778429834,No,Contour Plowing,Wheat,No,5.323578293687772
1812,Clayey,1.8092462037373207,1.5712964419475304,No,Contour Plowing,Maize,No,1.9584668530400595
1813,Clayey,2.7392447371075135,3.78352629747394,Yes,Contour Plowing,Rice,Yes,8.555243880907891
1814,Sandy,1.4550326916358505,1.6583125788540114,No,Contour Plowing,Rice,Yes,7.706273935784306
1815,Clayey,6.638113177092344,4.014722062171962,No,Contour Plowing,Rice,No,1.5298894271387098
1816,Sandy,3.585940448580118,4.872448945624466,Yes,Windbreaks,Rice,No,2.884731306357568
1817,Clayey,3.5177137099216393,4.118211475181047,Yes,Windbreaks,Wheat,Yes,6.015498069835094
1818,Sandy,3.9879846481398866,1.0897969937252987,Yes,Windbreaks,Maize,Yes,7.159621618581748
1819,Loamy,6.965166467887495,3.399543152211099,Yes,Contour Plowing,Maize,No,2.239032378349058
1820,Clayey,8.835704933351415,3.7816426838788972,Yes,Contour Plowing,Rice,Yes,3.203423366160915
1821,Clayey,7.831782393000745,4.301833303185141,No,Terracing,Maize,No,2.7379919053811257
1822,Clayey,7.547763072025854,1.2240092357560006,No,Windbreaks,Wheat,No,2.97997437403488
1823,Clayey,5.359520670407643,2.9204313118091454,No,Contour Plowing,Rice,Yes,9.2864181121189
1824,Loamy,7.244250012706706,3.1414834905535773,No,Contour Plowing,Wheat,Yes,7.442376157348787
1825,Clayey,5.974861312302249,1.6764994505767121,No,Contour Plowing,Wheat,Yes,7.63396282362973
1826,Loamy,2.94625475367876,2.2897992388425985,Yes,Terracing,Wheat,No,8.145957797823543
1827,Loamy,2.8772953096694565,2.7608869050246607,No,Contour Plowing,Wheat,No,4.20915738379654
1828,Loamy,3.667528061877551,4.332838751831206,No,Terracing,Wheat,No,7.904661529592265
1829,Loamy,9.197224038728319,4.717630264280828,No,Terracing,Rice,Yes,9.805720548906434
1830,Sandy,5.926733563417533,3.5136913156706915,No,Windbreaks,Wheat,Yes,7.285548213468478
1831,Sandy,7.605148393016825,2.5797807440858485,No,Contour Plowing,Rice,No,4.750778010632851
1832,Clayey,4.119028838348928,2.016124071195944,Yes,Terracing,Maize,No,7.447238071398772
1833,Sandy,4.669441935987027,4.928540737744601,No,Contour Plowing,Wheat,Yes,9.107152302365824
1834,Sandy,2.1300902077352624,4.932079992305434,No,Windbreaks,Wheat,No,2.158853893083762
1835,Clayey,2.5416546203950334,4.699907792940139,No,Windbreaks,Maize,Yes,3.3876520802624928
1836,Clayey,8.44620899343531,4.142676599511277,No,Terracing,Rice,Yes,9.273665937960148
1837,Clayey,6.2635476851999385,2.303118174982473,No,Windbreaks,Wheat,No,9.516096104000745
1838,Sandy,4.03779219295437,4.268001933990522,No,Windbreaks,Maize,No,5.357252144061506
1839,Sandy,8.225660880959914,2.6351720690846903,Yes,Windbreaks,Maize,No,4.370958670629678
1840,Clayey,3.218679150741847,2.3070923926201807,No,Contour Plowing,Wheat,No,3.545036250427263
1841,Loamy,9.784294287401835,3.979461433865118,Yes,Contour Plowing,Rice,No,5.488763869818715
1842,Clayey,4.103358469715528,1.3186157104816916,Yes,Terracing,Rice,Yes,9.410780364319466
1843,Loamy,4.0357985873610485,1.1942508931826468,No,Terracing,Wheat,No,2.348286646820099
1844,Loamy,3.8072071498303472,2.7918147887247424,No,Windbreaks,Maize,Yes,4.778475746924983
1845,Clayey,2.0990036433185915,2.7825552032886476,No,Windbreaks,Wheat,No,9.2044707126174
1846,Clayey,2.000234325988112,4.582576612255339,Yes,Terracing,Rice,No,4.142073431298267
1847,Clayey,6.83294531080711,1.5046123851512672,No,Windbreaks,Maize,No,7.912732663391834
1848,Sandy,8.876062401022423,1.4931357098096512,No,Terracing,Wheat,No,4.503338076169918
1849,Loamy,8.114684592445062,1.5898104018996047,No,Contour Plowing,Maize,No,8.244340104907375
1850,Sandy,2.26996834619216,1.1189450451784104,Yes,Windbreaks,Rice,No,9.829021149614878
1851,Sandy,5.910239096128598,1.2869269512596335,Yes,Windbreaks,Rice,Yes,4.490398095177505
1852,Clayey,1.9503239137897599,3.639479467316156,No,Windbreaks,Rice,No,8.605887891167804
1853,Sandy,1.407651792517697,2.726337316470037,Yes,Contour Plowing,Wheat,No,9.895751423562707
1854,Clayey,6.907472734462905,4.0544122683520545,No,Contour Plowing,Maize,No,9.854471287101289
1855,Loamy,5.816371003123153,4.970390874326641,Yes,Windbreaks,Wheat,No,4.903939733799772
1856,Clayey,1.7382131669032377,3.6361387243960053,No,Terracing,Wheat,Yes,5.37185008494235
1857,Sandy,1.314453217653896,1.201822282480495,Yes,Contour Plowing,Wheat,Yes,3.730614054787018
1858,Sandy,9.907807720684012,1.418251459017366,No,Windbreaks,Wheat,Yes,3.8261688735012855
1859,Clayey,1.270191989341647,4.524016339258831,No,Windbreaks,Maize,Yes,5.432235603690118
1860,Clayey,5.000754277451437,3.109983778233046,Yes,Contour Plowing,Maize,Yes,2.8046673105787785
1861,Sandy,5.54157122146926,4.29934863758296,Yes,Terracing,Wheat,Yes,7.400109665394348
1862,Loamy,2.055521330204005,4.426449344899704,Yes,Windbreaks,Wheat,No,5.826776812788271
1863,Loamy,2.5215560059574464,4.7106981659980764,Yes,Terracing,Rice,No,9.082610714559541
1864,Clayey,4.166245057693173,4.799316821945463,Yes,Terracing,Rice,Yes,8.295241904294869
1865,Loamy,7.855082885922964,3.219303186013225,No,Contour Plowing,Maize,No,3.9022400156152113
1866,Sandy,5.5637418165424,2.3640806890241355,No,Windbreaks,Rice,No,5.552241607159006
1867,Clayey,6.741116870976654,4.847459497391995,Yes,Windbreaks,Maize,No,7.754634348748967
1868,Sandy,9.866570995816073,3.189625624004901,No,Terracing,Maize,No,2.7388011473055247
1869,Sandy,7.912048917818887,1.2570108918184442,No,Contour Plowing,Maize,No,1.2843795683582502
1870,Loamy,4.909253483270959,3.57110620023946,Yes,Contour Plowing,Rice,Yes,8.670740736774555
1871,Clayey,5.017977296168938,3.350739001580043,No,Contour Plowing,Rice,Yes,2.2379523174365343
1872,Clayey,6.568948693369045,4.583171491578824,No,Terracing,Maize,Yes,9.004702878583359
1873,Loamy,6.9882868757701395,3.61274875663125,Yes,Terracing,Maize,Yes,9.222472214930301
1874,Sandy,5.506398332530042,2.3962096978462055,Yes,Windbreaks,Wheat,Yes,5.146303943234415
1875,Sandy,6.803751005334819,4.864902902823282,No,Contour Plowing,Maize,Yes,8.261035411173204
1876,Sandy,1.211792449726889,4.206477943928134,Yes,Terracing,Maize,No,4.268721217187245
1877,Sandy,4.866605775071597,3.5216704735254174,No,Contour Plowing,Wheat,Yes,8.724380936605721
1878,Clayey,3.5104426846612906,2.1717008136124916,Yes,Terracing,Maize,No,8.422136957500452
1879,Clayey,2.1625700071879934,2.494161185257182,Yes,Windbreaks,Maize,No,1.7066655073108215
1880,Loamy,1.8959186152789762,3.6798796963866267,Yes,Contour Plowing,Maize,Yes,6.2434156667713046
1881,Loamy,6.428729490532008,1.2879232738532869,Yes,Terracing,Wheat,Yes,6.759990132370733
1882,Clayey,5.712404924373505,2.026722366601054,No,Contour Plowing,Rice,Yes,1.0077156161939445
1883,Clayey,3.2822570529673225,3.855603733586392,Yes,Terracing,Maize,No,9.819264868563659
1884,Sandy,5.23855052895263,2.9200740393784836,Yes,Terracing,Wheat,Yes,4.6591081741063975
1885,Sandy,5.430090836641675,2.6095742592577205,No,Terracing,Maize,Yes,5.656088852732918
1886,Loamy,2.755080823947542,1.605830489601658,No,Contour Plowing,Wheat,Yes,2.7532367181371886
1887,Clayey,6.868837556934856,2.7673961379109304,No,Terracing,Maize,No,6.498267197655351
1888,Loamy,8.028274207474814,4.082767883040935,No,Windbreaks,Wheat,Yes,8.29557879651423
1889,Clayey,8.12317186800567,2.056051384287572,Yes,Contour Plowing,Rice,Yes,6.273031111477553
1890,Sandy,6.422228476331096,1.0215941687347097,No,Windbreaks,Rice,No,8.092315412218873
1891,Loamy,5.6047472426711265,3.6740196046039313,Yes,Windbreaks,Rice,No,7.579971646463502
1892,Loamy,1.549064287048554,4.89050641773021,No,Contour Plowing,Maize,No,3.1389203037442424
1893,Clayey,3.5904816896644527,3.4273062543543316,Yes,Terracing,Wheat,Yes,4.922315569982387
1894,Sandy,1.839443021003529,1.4796874357085206,No,Windbreaks,Maize,Yes,2.3376419599276774
1895,Loamy,9.674408447906263,2.2829323693786923,Yes,Contour Plowing,Maize,No,1.377422875675918
1896,Sandy,2.2157213160318463,4.470566458880894,Yes,Terracing,Wheat,Yes,1.5676205973771782
1897,Loamy,2.3659786886599186,1.9302722970273143,No,Contour Plowing,Maize,No,9.482499368856015
1898,Sandy,9.006189564974429,3.430783613990432,Yes,Contour Plowing,Wheat,No,9.860837132209406
1899,Clayey,9.49535455128812,2.6106848330159913,Yes,Contour Plowing,Wheat,No,1.8547975724485597
1900,Loamy,7.8924613531141885,1.831374885678596,Yes,Terracing,Rice,No,4.0167409165484385
1901,Loamy,1.0486443130540288,4.253627574258719,Yes,Windbreaks,Rice,No,2.029786121404204
1902,Sandy,1.0121164386090733,3.971325105862761,No,Windbreaks,Rice,Yes,8.508059410320723
1903,Sandy,4.402906928087057,3.6463642638370617,Yes,Contour Plowing,Wheat,Yes,5.466673824762535
1904,Loamy,2.290558330098033,1.9453463610750048,Yes,Contour Plowing,Rice,Yes,6.591355803329944
1905,Clayey,1.1654752793643754,1.3914280108658001,No,Terracing,Wheat,Yes,5.859197791615056
1906,Sandy,5.176600204640542,3.3046373193038647,No,Contour Plowing,Maize,No,7.392282254566444
1907,Sandy,9.487557076662744,3.2147113341577334,No,Contour Plowing,Rice,Yes,3.872190189853545
1908,Sandy,3.9143761741218825,1.753540037339492,Yes,Contour Plowing,Wheat,No,2.2374401907702905
1909,Loamy,6.950266105858269,1.22498677726069,Yes,Windbreaks,Wheat,No,1.1585800245674258
1910,Loamy,6.870118178191967,1.322833816775944,No,Contour Plowing,Wheat,Yes,5.0112359976334435
1911,Loamy,3.25972093298651,4.9710839460509355,Yes,Windbreaks,Wheat,Yes,9.170509859122935
1912,Loamy,6.853827239414779,4.134335578971535,No,Terracing,Rice,No,3.7473988421104
1913,Clayey,2.9110057685820214,4.687949903860691,Yes,Terracing,Rice,Yes,2.763611390220608
1914,Clayey,2.0980667221920015,1.7802188889454533,No,Windbreaks,Rice,Yes,9.334384716223964
1915,Loamy,7.312449570037211,4.84227414529374,Yes,Windbreaks,Wheat,Yes,1.9490377487616475
1916,Clayey,2.0209673539352506,1.5706174058926483,No,Windbreaks,Maize,Yes,1.466209300742291
1917,Sandy,9.972182967304198,3.0363273142658844,Yes,Windbreaks,Wheat,No,8.914718574598941
1918,Sandy,2.651071610352064,4.318782737668256,No,Contour Plowing,Maize,No,7.308184437592202
1919,Sandy,6.347276764808118,2.3992134180463176,Yes,Windbreaks,Rice,Yes,4.798617743236715
1920,Loamy,4.702371142713305,2.699314132707602,Yes,Windbreaks,Wheat,No,7.77109575707957
1921,Sandy,2.137477801651004,1.5127404411963914,Yes,Windbreaks,Wheat,No,7.672959568398422
1922,Clayey,1.2505951681967207,1.491687519995891,No,Contour Plowing,Rice,Yes,1.3605450693452465
1923,Loamy,6.6045905406355,3.4782728991146383,Yes,Contour Plowing,Wheat,Yes,7.08622130855656
1924,Clayey,8.260818074102135,3.702129474480227,Yes,Contour Plowing,Maize,No,6.767851397074414
1925,Sandy,8.578140953560697,4.109330056328773,Yes,Terracing,Maize,No,9.674012227746731
1926,Sandy,5.34442125769241,3.226728210727014,No,Contour Plowing,Maize,No,9.699603491437871
1927,Sandy,7.99709920464147,3.5830371690452236,Yes,Windbreaks,Wheat,Yes,4.400193935818395
1928,Loamy,7.055624201396903,1.0540690867988802,No,Contour Plowing,Wheat,No,6.308577206993965
1929,Clayey,7.518290747492199,1.6486829085487522,Yes,Contour Plowing,Maize,No,2.2722163739954087
1930,Loamy,5.433391046996327,4.939659064067619,No,Windbreaks,Wheat,Yes,1.5981087336142061
1931,Loamy,6.700705662179144,1.3039740252633272,No,Contour Plowing,Maize,No,4.895018850330122
1932,Sandy,8.249733222184513,3.7151528890409797,Yes,Terracing,Rice,Yes,7.208938097515094
1933,Loamy,4.580957580013207,1.704330532126865,No,Contour Plowing,Maize,Yes,6.109850100679542
1934,Loamy,8.253810107808253,3.8668743430705677,No,Terracing,Rice,No,4.866912299674017
1935,Sandy,6.3281515851015655,3.823961611847974,Yes,Terracing,Rice,Yes,8.363012920971318
1936,Loamy,2.493109219337076,1.9367962391523608,No,Terracing,Rice,Yes,8.149847249653723
1937,Sandy,1.2221574150212615,2.0785375968768167,No,Windbreaks,Maize,No,7.587478495699852
1938,Sandy,4.264782403592369,3.619082854408353,No,Contour Plowing,Maize,Yes,1.6932902333838498
1939,Sandy,5.920266954667059,2.5603441551208546,No,Terracing,Wheat,No,8.168226651060792
1940,Sandy,8.558383169831394,1.7781918787996451,Yes,Terracing,Wheat,Yes,9.2747918439523
1941,Loamy,2.147371121262216,3.926718395149927,No,Contour Plowing,Rice,Yes,1.5349787946182483
1942,Sandy,8.201857129152213,1.6165900973453367,No,Windbreaks,Maize,No,4.615042499276815
1943,Sandy,8.767081414605043,4.422574656579787,Yes,Windbreaks,Wheat,No,9.89519940744929
1944,Loamy,2.356187383007504,3.05867809620731,Yes,Terracing,Wheat,No,6.393149726214553
1945,Loamy,8.664348873737971,1.4228024155172028,No,Windbreaks,Wheat,Yes,5.622196619147165
1946,Clayey,9.923082110585128,3.7762893341239376,Yes,Contour Plowing,Maize,No,2.597015327218692
1947,Loamy,7.541549479434138,3.076652158298162,Yes,Windbreaks,Wheat,Yes,6.08937655000753
1948,Loamy,8.062927136424893,2.192230287179238,Yes,Contour Plowing,Rice,No,4.951389344225077
1949,Clayey,9.949737408029861,2.6901575208954194,Yes,Terracing,Maize,Yes,2.1469875001311074
1950,Loamy,6.449331254733508,2.193350974349995,Yes,Contour Plowing,Wheat,No,5.178993873562308
1951,Loamy,3.770977438146245,2.052103342971136,Yes,Terracing,Wheat,Yes,2.4795937465773443
1952,Loamy,8.5377775066845,1.6544336833748488,Yes,Contour Plowing,Maize,No,7.575972595534509
1953,Loamy,6.530371997604681,2.4510685325499035,Yes,Contour Plowing,Wheat,Yes,9.762835295292607
1954,Clayey,6.230758813488609,2.003948825264283,Yes,Windbreaks,Wheat,Yes,5.226193435831266
1955,Loamy,3.2827199996263445,3.7337379482156683,No,Contour Plowing,Rice,Yes,6.691314987231515
1956,Loamy,7.80700842624598,3.7355069646532253,No,Terracing,Maize,Yes,4.878779722901581
1957,Clayey,1.7350054827408663,3.0073609702225537,No,Contour Plowing,Wheat,No,2.246084682913048
1958,Sandy,9.318583637151951,4.111778109881284,No,Terracing,Maize,Yes,9.734997578279488
1959,Clayey,3.9324111469343626,4.365358876024192,No,Terracing,Maize,No,2.1662079767567173
1960,Sandy,2.149971875109914,3.3190658297370925,Yes,Contour Plowing,Rice,Yes,2.004641276621866
1961,Clayey,4.981298797921769,3.475740651053735,Yes,Windbreaks,Rice,No,5.132556475041705
1962,Clayey,1.3822291833087985,2.1315436391454607,No,Contour Plowing,Maize,Yes,6.929985391902389
1963,Loamy,7.161635748384697,4.579476802822079,No,Contour Plowing,Rice,Yes,4.1943094387560205
1964,Sandy,9.124349594008205,1.0968241776901193,Yes,Windbreaks,Rice,No,2.7326531997721273
1965,Loamy,8.535367064246579,2.3944098777713827,No,Terracing,Wheat,No,8.370670312247286
1966,Sandy,2.14632526103093,3.887201686199424,Yes,Contour Plowing,Rice,Yes,4.267929885485961
1967,Clayey,2.1364402339695867,1.320358038684645,No,Windbreaks,Rice,No,2.7488887604551646
1968,Clayey,8.320910340918378,1.7326781097131705,Yes,Windbreaks,Wheat,No,4.285763897561831
1969,Sandy,9.318288471428044,3.3571429114514046,No,Terracing,Wheat,No,2.930987868785119
1970,Loamy,5.146028468501402,3.2399746858542318,Yes,Windbreaks,Maize,Yes,5.675029640311065
1971,Loamy,5.490740052223893,3.95571318452382,No,Terracing,Rice,No,7.014604475239293
1972,Loamy,3.864358372471533,4.250450556352687,No,Contour Plowing,Wheat,Yes,8.196016394792673
1973,Loamy,9.048386064307726,1.5143183140466765,Yes,Windbreaks,Rice,No,3.048058272878793
1974,Clayey,6.804126147631203,1.0735239591009682,Yes,Contour Plowing,Maize,No,2.5025860513400096
1975,Clayey,3.5942641945063163,3.7585540786356244,No,Windbreaks,Rice,Yes,1.1764307880569813
1976,Clayey,3.6890458394882644,2.205567183065437,No,Windbreaks,Rice,No,3.052789915125184
1977,Clayey,9.020800657572421,3.5039356556718144,Yes,Contour Plowing,Rice,No,1.2151481724801663
1978,Clayey,1.1227062151523932,1.6021783522488988,Yes,Windbreaks,Wheat,No,4.1092678332015335
1979,Loamy,3.9045391545397456,2.8761601866638515,Yes,Contour Plowing,Wheat,No,2.3112377994703297
1980,Loamy,5.989210130947321,3.0176989842537476,No,Contour Plowing,Maize,No,6.219060384050058
1981,Loamy,2.333957158893922,3.3403112654928644,No,Terracing,Rice,No,4.4535408354214585
1982,Loamy,1.8288887877963083,3.0526800653222574,Yes,Contour Plowing,Maize,No,1.842268069636836
1983,Clayey,8.33748697981504,2.9827630809148555,No,Terracing,Maize,Yes,4.598798167329347
1984,Clayey,9.049639497836566,2.330936615935422,No,Contour Plowing,Wheat,Yes,2.8841330437106647
1985,Clayey,8.412457787183705,1.284720945272345,Yes,Windbreaks,Rice,Yes,7.12159616206095
1986,Sandy,9.08909100763613,1.3580807871873692,No,Contour Plowing,Rice,Yes,4.279926202936659
1987,Loamy,5.978007739525344,2.7351130976286147,Yes,Windbreaks,Maize,Yes,2.3232700829363147
1988,Loamy,8.310323088913076,2.423172511283972,Yes,Terracing,Rice,No,4.146415591638579
1989,Clayey,4.456383745519904,3.064539218697991,No,Windbreaks,Wheat,Yes,3.0194050053716692
1990,Loamy,6.996410753311347,2.2193526770250678,No,Contour Plowing,Maize,Yes,8.162011014745474
1991,Loamy,9.89951978250248,3.7516403658212973,Yes,Windbreaks,Maize,No,9.850308043284507
1992,Clayey,3.0315495145521467,4.455819288038042,Yes,Terracing,Wheat,Yes,1.229422501267907
1993,Sandy,4.509097716619726,2.1954527551474707,Yes,Windbreaks,Wheat,No,7.210181235837537
1994,Sandy,5.32042639579077,1.7719360317561144,No,Windbreaks,Wheat,No,3.3756205026113792
1995,Sandy,2.2421393831804655,1.4647222970163565,Yes,Contour Plowing,Wheat,Yes,1.59767779482365
1996,Clayey,1.729347494185511,3.46501616228325,Yes,Contour Plowing,Wheat,Yes,1.1291617862676415
1997,Loamy,8.46750579689462,2.7754239645622776,Yes,Windbreaks,Wheat,No,8.929087022911844
1998,Clayey,9.791149355448276,1.7520628687851558,Yes,Terracing,Maize,No,4.182458518700196
1999,Clayey,4.642525574466928,3.6125469331674216,No,Windbreaks,Rice,Yes,9.950895028815436
2000,Loamy,1.7888485257518796,1.5939327320211376,No,Terracing,Rice,No,4.981394508671911
2001,Sandy,1.5923058462151882,3.21720282339181,Yes,Terracing,Maize,Yes,2.6883797659423694
2002,Sandy,9.021863857242689,3.1085935265010587,No,Terracing,Rice,Yes,7.994292116702913
2003,Clayey,5.174328247549119,3.9369112047443333,No,Windbreaks,Rice,Yes,9.338429947305688
2004,Sandy,3.8802458490615273,1.220438559762667,No,Terracing,Maize,Yes,8.340589276979419
2005,Clayey,5.288151441154596,4.551491727405321,Yes,Windbreaks,Rice,No,7.7067931062477495
2006,Clayey,3.864736852231126,3.811966904587278,No,Terracing,Rice,No,4.012297250672516
2007,Loamy,5.40132197776858,1.864503993395049,No,Terracing,Maize,Yes,1.5804132750553843
2008,Loamy,8.736007572261432,1.7336213944389587,Yes,Windbreaks,Rice,Yes,2.811694137040808
2009,Loamy,6.330712339558861,2.7266408565751337,Yes,Contour Plowing,Wheat,No,5.02129228822661
