,duration,src_bytes,dst_bytes,failed_logins,num_file_creations,protocol_type,service,flag,logged_in,is_guest_login,target
2522,36,6748,9815,2,9,tcp,ftp,SF,0,0,0
2523,69,881,,0,3,udp,http,SF,1,0,0
2524,77,3150,6747,1,5,udp,ftp,REJ,,0,0
2525,,8277,6392,0,7,udp,http,SF,0,,0
2526,31,7893,,1,2,tcp,http,,1,0,0
2527,47,4145,2407,0,2,tcp,ssh,SF,0,0,1
2528,55,1169,8441,1,7,udp,http,REJ,0,1,0
2529,,3130,638,3,7,udp,ssh,SF,1,,0
2530,62,3646,8091,3,7,,ftp,S0,1,1,0
2531,30,2527,950,3,0,tcp,http,SF,1,1,0
2532,55,3517,3588,3,7,udp,ssh,S0,1,0,0
2533,16,3368,1112,0,7,udp,http,SF,1,1,1
2534,,7339,,1,1,udp,ftp,S0,1,1,0
2535,17,3556,723,3,8,tcp,ssh,SF,1,1,0
2536,16,5112,3843,0,6,,,S0,0,0,0
2537,12,6753,3675,1,7,tcp,ssh,,0,0,0
2538,8,446,4867,0,1,icmp,ftp,SF,0,0,0
2539,84,6365,703,,,,ssh,REJ,1,1,0
2540,3,3627,2129,2,6,icmp,ftp,SF,0,1,
2541,16,,,0,5,tcp,ftp,REJ,0,0,0
2542,30,,4234,3,6,icmp,http,REJ,0,,0
2543,23,5498,2518,4,0,udp,ftp,REJ,0,1,0
2544,92,6239,1150,1,,,ssh,REJ,1,0,0
2545,5,,1879,3,6,icmp,,REJ,,0,0
2546,84,4993,9446,4,3,icmp,ftp,REJ,0,1,0
2547,65,4026,9676,,0,tcp,ftp,SF,0,1,0
2548,30,8284,310,0,7,udp,http,S0,0,1,0
2549,21,4223,3953,4,9,tcp,http,S0,,0,0
2550,84,4176,7729,4,6,icmp,ssh,SF,1,1,0
2551,70,9175,3050,1,7,icmp,ftp,SF,0,1,0
2552,22,3444,5767,0,9,tcp,ssh,SF,0,0,0
2553,82,5012,,4,0,tcp,ftp,REJ,0,0,0
2554,72,,9693,2,4,icmp,ssh,REJ,0,0,0
2555,32,8348,6413,2,8,udp,ssh,S0,0,,0
2556,33,1813,,4,4,tcp,ssh,SF,,1,0
2557,16,5725,16,1,9,,,S0,1,0,0
2558,76,1408,,0,2,icmp,http,S0,0,1,0
2559,,,9574,2,,udp,http,REJ,0,1,0
2560,98,9409,,4,8,icmp,ftp,REJ,1,1,
2561,14,1411,8007,4,3,tcp,http,,1,1,0
2562,36,3498,9087,3,3,icmp,ssh,,0,0,0
2563,97,4373,9760,4,7,icmp,ftp,REJ,0,,0
2564,23,7395,,1,6,icmp,ftp,REJ,1,,0
2565,66,552,8606,2,4,icmp,http,S0,0,1,0
2566,85,9369,4121,,5,udp,http,S0,1,,0
2567,2,4333,8508,2,2,tcp,ssh,S0,0,1,0
2568,,,4667,2,5,icmp,ftp,SF,0,1,0
2569,73,4077,,1,7,tcp,http,S0,0,,0
2570,65,6100,7836,4,9,udp,ftp,REJ,1,0,0
2571,75,5556,1850,1,,tcp,ssh,S0,1,,0
2572,67,4053,1954,4,2,udp,ssh,,1,,0
2573,52,5304,8581,3,7,,ssh,REJ,1,1,0
2574,,8119,2770,,2,tcp,,S0,0,0,1
2575,23,,3047,1,1,icmp,ftp,S0,0,0,0
2576,26,5491,7595,0,4,,ftp,REJ,1,1,0
2577,,8565,,1,3,icmp,,S0,1,1,
2578,,5617,5067,0,4,icmp,ftp,SF,,0,1
2579,55,2249,2416,4,5,tcp,ssh,REJ,1,0,
2580,6,849,2390,4,2,icmp,ssh,S0,0,1,0
2581,,6355,5925,4,0,tcp,ssh,REJ,1,1,0
2582,22,8696,8496,0,3,icmp,http,S0,0,1,0
2583,43,8071,764,4,5,icmp,ssh,S0,1,,1
2584,15,8895,7542,2,1,udp,ftp,REJ,0,1,0
2585,,3626,816,1,1,udp,ssh,S0,1,1,0
2586,60,315,,,0,tcp,,S0,0,1,0
2587,12,2377,878,4,8,icmp,http,REJ,0,0,0
2588,49,9233,7174,2,2,udp,http,S0,0,0,1
2589,42,4379,7074,,1,udp,http,S0,0,1,0
2590,38,,4799,1,3,udp,http,,0,1,0
2591,82,575,6990,4,5,icmp,ftp,,,1,0
2592,,9745,5040,2,0,tcp,ssh,SF,0,0,0
2593,35,5586,9772,0,8,icmp,ftp,SF,0,0,0
2594,30,5493,,4,8,icmp,ftp,SF,0,1,0
2595,88,8950,9396,1,7,udp,http,SF,1,,0
2596,30,2811,2824,1,5,icmp,ssh,SF,1,0,
2597,78,8135,5288,1,3,icmp,ssh,REJ,,0,0
2598,6,9297,3286,4,,udp,ssh,REJ,1,0,0
2599,67,5671,7434,3,7,,http,REJ,1,1,0
2600,80,7716,6175,3,6,,ftp,S0,0,1,
2601,,6568,4827,3,3,udp,ssh,SF,0,0,
2602,52,3460,3665,2,2,tcp,ftp,SF,1,1,0
2603,,6118,498,4,5,tcp,ssh,REJ,0,1,1
2604,73,3993,7642,1,0,tcp,ssh,S0,0,1,1
2605,15,7838,4644,2,1,tcp,ssh,S0,0,0,0
2606,,204,5057,3,6,,ssh,REJ,1,0,0
2607,,,132,0,2,udp,http,SF,1,0,0
2608,66,1993,5444,2,0,udp,http,S0,1,1,0
2609,91,2244,858,2,1,tcp,ftp,SF,0,1,0
2610,2,8499,8713,4,,tcp,,S0,0,0,0
2611,35,1688,8222,2,,,ssh,SF,0,1,0
2612,82,4110,6148,4,8,,ftp,S0,0,0,0
2613,78,1861,4605,,6,udp,ftp,SF,0,1,0
2614,20,5177,9453,,6,icmp,,SF,1,,0
2615,82,723,1559,1,9,icmp,ssh,SF,0,,0
2616,10,8972,16,3,7,icmp,ssh,REJ,1,1,0
2617,25,8721,3606,3,7,icmp,ftp,SF,0,1,0
2618,,4894,1608,0,8,udp,http,SF,1,0,0
2619,,344,5936,1,1,udp,ssh,S0,0,0,0
2620,54,5399,,3,7,udp,ssh,S0,,1,1
2621,33,,3575,2,7,udp,,REJ,0,0,0
2622,36,4737,7275,,4,tcp,,S0,0,1,1
2623,95,3407,9936,3,4,icmp,,SF,,1,0
2624,14,9504,3792,0,3,,ssh,REJ,0,1,0
2625,,920,6407,1,4,udp,ftp,REJ,1,0,0
2626,80,5820,1089,0,,icmp,ftp,REJ,1,1,0
2627,54,2045,1362,4,1,udp,http,SF,1,1,0
2628,52,419,4474,,4,tcp,ssh,SF,0,0,0
2629,3,,5295,0,2,udp,ssh,S0,0,1,0
2630,99,7379,7107,,0,icmp,ftp,S0,1,0,0
2631,,1100,7320,3,8,tcp,ssh,S0,0,0,0
2632,6,,8668,1,1,tcp,ftp,REJ,1,0,0
2633,25,2773,9482,1,,icmp,ftp,SF,1,0,0
2634,13,6785,8521,,1,icmp,ftp,S0,0,0,0
2635,98,1546,1187,2,3,tcp,ssh,SF,0,,0
2636,8,1071,3415,,1,udp,http,REJ,1,0,0
2637,21,,5487,2,6,icmp,ftp,SF,1,1,0
2638,98,1851,3537,0,9,tcp,http,SF,0,1,0
2639,68,,1774,3,0,icmp,http,REJ,,1,0
2640,25,2940,5416,2,1,udp,http,S0,0,1,
2641,79,7195,2559,,4,udp,http,SF,,1,1
2642,,5852,5908,0,,tcp,http,SF,1,1,0
2643,45,6674,5080,4,8,udp,ftp,REJ,1,1,1
2644,60,679,9455,1,3,udp,ssh,SF,0,1,0
2645,12,989,6725,0,8,udp,http,SF,,0,0
2646,32,9800,5421,4,0,icmp,ssh,SF,1,1,
2647,96,1503,3292,0,0,tcp,ssh,REJ,,,0
2648,92,1790,9211,3,0,tcp,ftp,,0,0,0
2649,13,5282,9982,0,3,tcp,http,REJ,1,0,0
2650,31,5028,3525,0,8,udp,ssh,S0,,0,0
2651,78,1426,3505,3,,icmp,ssh,SF,1,1,0
2652,,6655,8999,1,6,tcp,http,REJ,1,,0
2653,18,2441,,4,0,icmp,ftp,REJ,0,0,0
2654,93,6857,,2,2,tcp,,,0,,0
2655,60,7368,8597,1,8,udp,http,REJ,0,0,0
2656,63,9471,7141,0,8,tcp,ssh,S0,1,1,0
2657,6,2595,,2,,tcp,ftp,S0,0,0,1
2658,32,4690,6896,3,5,udp,ftp,S0,1,1,0
2659,93,2437,4108,,,udp,ssh,,1,0,0
2660,43,5518,,4,,tcp,ssh,REJ,0,0,
2661,2,9220,2213,1,3,icmp,ssh,REJ,0,0,0
2662,60,,8079,1,0,udp,ssh,S0,0,1,0
2663,23,3540,,2,4,tcp,http,S0,0,0,0
2664,83,3484,7602,3,,udp,ssh,S0,,1,0
2665,31,7372,614,3,0,icmp,ftp,S0,1,0,0
2666,5,,869,,4,,ssh,S0,0,1,0
2667,83,6379,,3,4,tcp,ssh,REJ,0,1,0
2668,34,2766,4863,2,6,icmp,http,S0,1,0,0
2669,10,9366,4178,2,1,icmp,http,S0,1,0,0
2670,,4912,1745,4,5,tcp,ssh,SF,,0,0
2671,2,404,2257,3,1,icmp,,REJ,1,1,0
2672,11,,7613,4,9,icmp,http,S0,1,0,0
2673,50,4164,8714,,4,tcp,http,REJ,1,1,0
2674,31,7631,7197,2,3,udp,,SF,1,1,0
2675,,,5424,1,9,,ssh,SF,1,,
2676,79,9351,5090,2,4,udp,http,S0,1,1,0
2677,73,5817,6609,0,1,udp,http,S0,1,,0
2678,87,5471,9718,1,7,udp,ftp,S0,1,1,0
2679,83,6277,1470,3,7,,ssh,S0,,1,0
2680,9,5740,2676,3,5,tcp,http,SF,,0,0
2681,99,4274,1514,2,2,tcp,ftp,REJ,0,0,
2682,21,9574,4877,1,3,tcp,http,S0,0,1,0
2683,73,6524,1452,1,0,tcp,ssh,REJ,0,0,0
2684,28,5004,4655,4,,tcp,,S0,0,,0
2685,62,8039,3008,0,9,tcp,ftp,S0,0,1,1
2686,7,6607,3125,3,,udp,ssh,SF,1,,
2687,80,,1754,2,7,udp,ftp,S0,0,,0
2688,16,5316,1613,1,2,udp,,S0,1,1,0
2689,97,318,3276,3,,icmp,http,S0,0,0,0
2690,4,1503,8748,2,3,icmp,ftp,,1,1,0
2691,4,6131,2050,3,7,icmp,ssh,,1,1,0
2692,40,7420,825,2,,tcp,http,SF,0,0,
2693,17,2043,3031,3,2,udp,ftp,S0,1,0,0
2694,52,4599,1082,4,,icmp,,S0,0,1,0
2695,93,119,5300,,8,udp,ssh,S0,1,0,0
2696,52,710,493,3,,,,REJ,1,1,0
2697,36,3558,4765,0,3,udp,ssh,REJ,0,0,0
2698,38,3251,7203,3,2,tcp,ssh,S0,1,0,0
2699,50,8062,8267,1,7,icmp,ftp,S0,1,0,0
2700,63,,3361,4,3,tcp,ftp,REJ,1,1,0
2701,63,,8563,4,,tcp,http,SF,1,0,0
2702,62,1102,4683,0,0,udp,ssh,SF,1,1,0
2703,99,4422,329,1,0,tcp,ftp,REJ,1,1,0
2704,7,7858,9983,2,3,icmp,ssh,REJ,0,1,0
2705,27,8178,,4,2,icmp,ftp,S0,,0,0
2706,92,6083,4675,1,2,tcp,,REJ,0,0,0
2707,86,6659,4317,1,9,udp,http,REJ,1,1,0
2708,14,2262,9380,0,1,icmp,ssh,S0,0,1,1
2709,71,8022,9696,1,9,icmp,ftp,REJ,1,0,0
2710,86,509,5804,1,9,tcp,http,S0,0,0,
2711,5,2380,3326,2,1,tcp,http,SF,1,0,0
2712,55,8880,8380,0,,icmp,ftp,SF,0,0,0
2713,2,4753,1215,0,0,,http,,0,1,1
2714,62,9485,,1,7,,ssh,S0,0,1,0
2715,91,5496,9302,2,9,icmp,ssh,SF,,0,1
2716,21,3210,8723,3,2,udp,ftp,SF,1,1,0
2717,79,7399,9263,4,1,udp,ssh,S0,1,0,1
2718,21,6744,3137,0,8,icmp,ftp,S0,0,0,0
2719,10,5649,9155,2,,tcp,http,SF,1,0,0
2720,87,5172,6619,2,4,icmp,ssh,SF,,,0
2721,58,7891,5266,1,5,,ftp,SF,1,1,0
2722,39,325,7090,4,3,,ssh,REJ,0,1,0
2723,5,3558,7966,0,6,udp,http,S0,0,1,1
2724,,3588,9598,3,6,udp,http,S0,0,0,0
2725,13,152,8709,1,8,tcp,ssh,S0,1,1,0
2726,85,955,6570,0,5,icmp,http,S0,0,0,1
2727,90,4355,1492,0,,,ftp,SF,,1,
2728,85,7161,5214,2,8,icmp,ssh,S0,0,0,0
2729,53,,4229,4,9,tcp,ssh,REJ,1,1,0
2730,82,688,7509,3,,tcp,http,REJ,0,0,1
2731,45,8502,4410,4,4,udp,ftp,SF,0,1,0
2732,32,9695,591,,6,udp,ssh,SF,0,1,0
2733,36,3128,7380,3,0,,,S0,1,1,0
2734,81,6764,9736,3,3,tcp,http,,0,1,0
2735,99,3396,3057,1,9,udp,http,SF,,1,
2736,60,9006,2207,3,3,icmp,ftp,,1,1,0
2737,11,846,2709,0,4,udp,,REJ,1,,0
2738,,1165,5982,4,5,icmp,http,S0,0,,0
2739,21,5905,5723,4,3,udp,ftp,SF,1,0,
2740,52,9960,748,1,5,udp,http,S0,1,0,0
2741,55,5361,8993,3,9,icmp,ssh,S0,0,1,0
2742,26,355,6554,2,6,tcp,http,S0,1,1,0
2743,68,1873,1498,0,2,udp,http,REJ,0,0,0
2744,34,2025,,1,8,udp,http,S0,0,,0
2745,,,8872,3,7,udp,ssh,S0,0,0,
2746,,3833,7361,2,0,tcp,ftp,SF,1,1,0
2747,99,8258,3771,3,1,udp,ftp,SF,1,0,0
2748,93,,3343,1,1,tcp,ftp,,0,,0
2749,52,9583,9089,,9,udp,http,S0,0,,0
2750,29,9323,1547,2,8,icmp,http,REJ,1,,0
2751,38,2487,3127,2,8,udp,ftp,,1,1,1
2752,42,9027,5890,2,,udp,ssh,REJ,0,1,0
2753,21,8419,6209,3,,,ssh,S0,0,1,0
2754,42,2444,8876,2,6,tcp,ssh,SF,0,0,0
2755,13,8920,1296,3,2,tcp,ssh,REJ,1,0,0
2756,64,1037,1386,2,8,icmp,http,SF,0,0,1
2757,17,8685,943,2,7,icmp,ftp,S0,1,1,0
2758,9,7436,3281,,2,tcp,ssh,REJ,0,0,0
2759,41,1549,1034,3,0,icmp,,SF,1,1,0
2760,1,9336,2787,3,8,tcp,http,SF,1,0,1
2761,2,5066,,4,9,icmp,http,SF,0,0,0
2762,60,6497,1621,1,0,tcp,ftp,S0,1,0,0
2763,48,6184,3536,,2,tcp,,REJ,1,1,0
2764,29,3958,3206,,5,icmp,ftp,SF,0,1,0
2765,97,3408,2883,,5,udp,,S0,1,0,0
2766,10,640,171,1,9,tcp,ftp,S0,1,1,
2767,58,173,8141,0,3,tcp,,S0,0,0,0
2768,60,5667,9746,3,,udp,http,REJ,1,1,0
2769,21,4355,3898,1,9,tcp,http,S0,1,0,0
2770,28,3960,9788,0,5,tcp,http,S0,0,1,0
2771,75,8709,9816,0,9,icmp,ssh,REJ,0,0,0
2772,34,8715,4123,2,4,udp,ssh,REJ,0,1,0
2773,8,2887,5110,2,5,tcp,ftp,S0,1,1,0
2774,59,,9284,3,6,tcp,ftp,S0,0,0,0
2775,86,3946,2838,2,8,udp,ftp,SF,0,1,0
2776,72,5236,8600,3,6,udp,ftp,,,,
2777,49,,5229,0,3,icmp,,REJ,0,1,0
2778,79,2591,4170,0,9,icmp,ssh,SF,0,1,0
2779,17,7755,6722,3,4,icmp,ftp,,,1,0
2780,60,4935,680,2,5,,http,S0,0,1,0
2781,87,4077,7430,2,8,udp,ftp,S0,1,1,0
2782,88,5186,5488,,4,,http,S0,1,1,0
2783,45,1094,237,4,4,udp,http,SF,0,,0
2784,83,3881,6805,2,6,tcp,http,REJ,0,,0
2785,69,6560,2424,1,1,tcp,http,REJ,1,1,1
2786,32,2786,1033,2,2,udp,ftp,S0,,1,0
2787,44,6066,6340,4,1,udp,ftp,SF,,0,0
2788,65,6540,2941,0,9,icmp,ftp,S0,0,1,0
2789,87,1575,5410,0,9,udp,ftp,S0,1,1,0
2790,,5677,,0,,,ftp,SF,,1,0
2791,77,8061,7081,2,2,,ssh,SF,1,1,0
2792,,3991,4943,0,,udp,http,REJ,1,0,0
2793,87,5211,6962,4,4,udp,http,REJ,0,,
2794,43,4846,,4,4,tcp,ssh,S0,1,1,0
2795,1,9286,634,2,1,tcp,ssh,,1,0,0
2796,51,1190,,1,1,tcp,ftp,,0,0,0
2797,24,2690,4104,2,0,icmp,ftp,SF,1,0,0
2798,99,4096,9585,0,2,icmp,http,S0,1,1,0
2799,24,1876,6488,2,6,tcp,,S0,1,0,0
2800,,,3447,4,4,tcp,http,SF,1,1,0
2801,5,3407,5739,2,6,udp,ftp,S0,0,0,0
2802,20,9980,3099,2,8,udp,ftp,SF,1,0,0
2803,21,3933,8098,1,5,icmp,http,REJ,1,1,0
2804,,9800,5477,4,,icmp,ssh,REJ,1,,0
2805,31,8241,8254,3,0,,ssh,REJ,1,1,0
2806,11,5409,5182,,,icmp,ftp,REJ,0,0,0
2807,52,,1818,4,9,tcp,ssh,REJ,1,0,0
2808,15,7407,8825,3,8,udp,ftp,S0,0,,0
2809,83,2834,4888,0,5,udp,ssh,REJ,0,1,0
2810,7,5286,,3,5,icmp,ssh,S0,1,0,0
2811,,9590,9493,0,3,udp,http,S0,0,,0
2812,51,7646,2654,4,1,udp,ssh,SF,1,,0
2813,58,,1455,3,,tcp,ftp,S0,,1,0
2814,5,4778,1139,,2,udp,,S0,1,0,0
2815,5,2736,5808,0,2,udp,ssh,REJ,,1,0
2816,94,8274,3193,0,7,udp,,REJ,,,1
2817,96,,6117,2,,udp,ssh,SF,1,0,0
2818,8,6369,3760,1,,tcp,ftp,,0,0,0
2819,,822,3030,3,8,udp,ftp,S0,0,,1
2820,,7526,9553,1,0,tcp,http,SF,0,1,0
2821,38,163,5096,1,1,tcp,ssh,REJ,0,1,0
2822,96,7778,64,3,8,tcp,ssh,REJ,1,1,1
2823,92,1933,1346,0,4,icmp,http,REJ,1,,0
2824,81,3536,975,2,3,icmp,http,S0,1,0,0
2825,95,5957,4162,4,0,udp,ftp,S0,0,,0
2826,8,3447,5963,3,,tcp,http,SF,1,1,0
2827,25,2791,,,8,icmp,ssh,REJ,1,1,0
2828,73,2708,8650,,3,,http,S0,1,1,0
2829,66,,6597,1,8,icmp,ftp,S0,0,1,0
2830,,3934,3331,2,,tcp,http,SF,0,,0
2831,50,3386,1741,1,0,udp,ssh,REJ,0,0,0
2832,67,6637,6056,4,,tcp,,REJ,1,0,0
2833,49,923,6322,4,0,,http,SF,1,0,0
2834,,8090,1955,2,,icmp,http,SF,1,1,0
2835,68,9775,280,4,4,udp,ftp,SF,0,0,0
2836,78,565,2392,4,2,udp,ftp,,1,1,0
2837,,3259,9233,2,1,udp,ftp,REJ,0,,0
2838,89,2501,6440,3,5,icmp,,REJ,0,0,0
2839,62,4567,962,1,2,udp,ssh,SF,0,1,1
2840,10,9180,6828,3,,icmp,ssh,S0,1,1,0
2841,21,6882,,3,0,udp,ftp,S0,,0,1
2842,36,,8567,1,4,icmp,ftp,REJ,1,1,0
2843,12,6031,6008,3,1,udp,ftp,REJ,0,,0
2844,,224,4131,2,1,icmp,http,SF,1,1,0
2845,2,6298,1393,1,3,tcp,ssh,S0,0,1,0
2846,13,351,,,,tcp,http,REJ,1,1,0
2847,53,7315,8967,3,3,tcp,ftp,S0,,1,0
2848,32,1929,4317,4,6,udp,,,0,1,1
2849,95,7744,6197,1,0,icmp,ftp,REJ,1,0,0
2850,16,8541,4590,0,7,tcp,http,REJ,1,1,
2851,32,4733,8143,4,9,udp,ssh,S0,0,1,0
2852,32,1018,6261,0,8,icmp,http,S0,0,1,0
2853,98,2227,8472,3,9,tcp,ssh,REJ,,1,0
2854,11,7207,7898,4,5,tcp,ftp,S0,0,0,0
2855,10,7171,4842,3,3,udp,ssh,S0,1,1,0
2856,15,6208,7162,,5,icmp,http,SF,0,1,0
2857,17,2420,9667,1,9,,http,S0,0,1,0
2858,40,6241,1060,2,6,,,REJ,0,0,0
2859,18,1894,1923,2,,,http,SF,1,1,0
2860,55,5323,6102,0,0,udp,ftp,REJ,0,1,0
2861,73,7719,4593,4,4,tcp,http,,1,1,0
2862,25,6879,6350,3,7,,ftp,SF,1,0,1
2863,59,1126,2474,1,7,icmp,ssh,S0,0,1,
2864,78,3118,8109,1,9,icmp,http,,0,1,0
2865,89,4162,8097,1,,tcp,ssh,REJ,0,1,0
2866,22,4043,6749,2,3,tcp,ssh,S0,0,,0
2867,30,4434,4550,3,,icmp,ftp,SF,0,1,0
2868,84,8639,595,1,5,udp,,S0,,1,0
2869,85,2659,5453,1,,tcp,ftp,REJ,0,1,
2870,44,,507,,4,,http,SF,1,1,0
2871,32,2945,4890,4,7,udp,ssh,REJ,1,0,0
2872,51,7211,7638,,2,icmp,,S0,0,0,1
2873,46,,8213,4,7,icmp,http,SF,0,0,
2874,21,8788,,0,4,udp,ssh,REJ,1,,0
2875,99,1987,3202,2,0,tcp,ftp,S0,1,0,0
2876,32,1075,7855,0,5,udp,ftp,S0,0,1,0
2877,,4306,6764,1,1,tcp,ftp,REJ,1,1,0
2878,39,3008,,3,6,icmp,ftp,SF,1,1,0
2879,12,970,5191,1,8,tcp,ssh,REJ,1,0,0
2880,47,,5682,1,2,tcp,ssh,,0,0,0
2881,18,2825,3679,3,9,tcp,ssh,REJ,1,1,1
2882,21,1212,337,4,3,tcp,ssh,S0,1,1,0
2883,13,230,1668,0,3,tcp,http,SF,1,0,0
2884,21,4285,910,2,3,icmp,ssh,REJ,0,0,0
2885,8,3186,,1,2,udp,ftp,SF,0,1,0
2886,,502,9084,1,4,icmp,ftp,REJ,1,0,0
2887,7,49,8205,2,8,tcp,ftp,S0,1,1,1
2888,23,,5123,0,7,udp,ftp,SF,,0,
2889,96,3056,,1,9,,,S0,0,0,0
2890,75,8881,974,2,1,icmp,ftp,REJ,0,0,0
2891,86,387,4271,1,8,icmp,ftp,S0,1,1,1
2892,,,1409,4,9,tcp,ftp,REJ,1,1,0
2893,89,9198,2289,4,1,tcp,ssh,SF,1,1,0
2894,,5821,,1,6,udp,ssh,S0,1,,0
2895,,3053,1219,1,4,udp,http,S0,1,0,0
2896,29,7398,1421,,6,tcp,http,REJ,1,1,1
2897,13,2303,,1,4,udp,http,REJ,1,0,0
2898,82,2284,3378,0,5,tcp,,REJ,0,1,0
2899,2,,,0,7,,http,,0,1,0
2900,29,4367,4099,3,0,tcp,ssh,S0,0,1,1
2901,,123,2739,0,0,icmp,ssh,REJ,1,0,0
2902,79,6800,7620,1,4,tcp,ssh,REJ,0,0,0
2903,52,9473,1843,1,0,tcp,ftp,S0,1,0,0
2904,27,3728,8939,2,2,tcp,ftp,SF,0,,0
2905,,8451,2817,0,9,udp,http,S0,0,1,0
2906,95,9140,9064,4,8,tcp,,REJ,0,,0
2907,,4959,495,,6,icmp,http,S0,0,0,0
2908,23,525,6561,3,5,icmp,http,REJ,,0,0
2909,88,9080,5511,2,7,tcp,ftp,REJ,1,0,0
2910,44,8400,3445,4,7,,ssh,S0,1,1,0
2911,77,149,9268,3,5,tcp,ftp,,0,1,0
2912,22,,,0,3,icmp,http,SF,1,1,0
2913,43,438,7563,2,3,,ftp,REJ,0,1,0
2914,37,,3995,2,3,udp,ssh,REJ,0,,0
2915,61,8187,7254,1,5,,ftp,REJ,0,0,0
2916,97,4454,46,0,0,udp,ssh,REJ,1,0,0
2917,,5337,2058,2,1,icmp,http,REJ,0,,
2918,3,4552,664,3,5,tcp,,S0,0,0,0
2919,63,2824,4669,,0,udp,http,REJ,1,1,0
2920,19,5729,2030,0,8,tcp,http,,0,1,0
2921,23,8678,,0,5,tcp,ssh,SF,1,0,0
2922,29,,2697,2,6,icmp,ssh,REJ,1,0,0
2923,30,1983,8832,2,0,icmp,http,SF,1,1,0
2924,39,6997,2664,2,,,ssh,S0,,1,0
2925,25,,2746,3,4,icmp,ssh,S0,1,0,0
2926,,,5005,1,4,tcp,http,SF,,0,0
2927,58,7226,6322,,5,icmp,http,REJ,1,1,0
2928,16,,,1,6,udp,ssh,S0,,0,0
2929,72,605,4949,,6,,http,S0,1,1,0
2930,1,,4403,0,4,,http,S0,1,,0
2931,,5786,3428,4,0,icmp,ssh,S0,1,0,0
2932,3,9610,5913,4,8,icmp,,S0,1,0,0
2933,,4598,395,3,5,icmp,ftp,S0,1,1,1
2934,4,,,3,8,icmp,,SF,1,0,1
2935,99,,330,4,3,icmp,,REJ,1,0,
2936,96,8741,773,4,1,udp,http,,1,0,0
2937,64,839,8136,0,2,udp,ssh,REJ,1,0,0
2938,98,3816,1646,0,3,icmp,http,REJ,0,0,0
2939,89,848,9925,4,9,tcp,http,SF,0,1,0
2940,10,4710,1788,,7,udp,ssh,SF,1,0,0
2941,21,4508,9816,2,2,tcp,http,REJ,1,,0
2942,,6576,1000,0,7,tcp,ftp,,0,0,0
2943,91,4774,1849,1,5,,ftp,REJ,0,1,0
2944,27,4469,,4,3,tcp,ssh,S0,1,1,0
2945,66,5193,774,3,6,,http,S0,1,1,1
2946,41,3321,7312,2,4,udp,ftp,,0,0,1
2947,13,4699,5180,1,4,udp,ssh,S0,1,1,0
2948,9,4312,1804,2,8,icmp,,,0,0,1
2949,36,3674,9291,1,2,,ssh,REJ,1,0,0
2950,86,1565,2051,4,9,tcp,ftp,SF,0,1,
2951,90,1841,9791,4,3,udp,ftp,S0,1,1,0
2952,,6059,748,4,4,icmp,ftp,S0,,1,0
2953,54,7132,8126,0,,,,,0,,0
2954,12,727,5861,1,6,tcp,http,,1,0,0
2955,,9437,3974,3,7,udp,ftp,SF,0,1,
2956,78,6698,9746,3,5,tcp,ssh,REJ,0,0,0
2957,14,9258,1616,4,8,udp,,SF,0,1,0
2958,34,283,3755,3,2,icmp,ftp,REJ,1,1,
2959,53,1082,5507,2,1,icmp,http,REJ,0,1,0
2960,20,3886,4222,1,4,udp,ssh,S0,1,0,0
2961,75,2882,5292,1,8,tcp,ftp,REJ,,1,0
2962,16,2971,5855,1,0,icmp,http,REJ,,0,0
2963,95,9345,217,2,0,tcp,ftp,SF,0,0,0
2964,,6986,1360,0,9,udp,http,REJ,,0,1
2965,56,948,3775,2,2,icmp,http,S0,1,0,0
2966,83,4761,5418,1,,icmp,ssh,REJ,1,0,0
2967,58,9910,4928,1,2,tcp,ssh,,1,0,1
2968,4,67,4430,1,,icmp,ftp,SF,1,0,
2969,4,,4607,3,3,tcp,ftp,REJ,1,0,0
2970,20,8506,4479,0,5,tcp,http,REJ,1,0,0
2971,10,565,1897,2,7,udp,ssh,SF,0,1,0
2972,,9794,7367,1,7,tcp,ssh,S0,1,1,0
2973,99,9018,,4,3,icmp,http,REJ,1,1,0
2974,26,3671,,0,0,tcp,ssh,S0,,0,0
2975,37,9218,,4,6,,ssh,S0,1,,0
2976,85,2252,642,0,5,tcp,http,REJ,1,1,0
2977,54,805,5347,,4,udp,ftp,S0,1,1,0
2978,21,4632,4730,0,3,udp,ftp,,0,0,0
2979,74,9584,3628,0,5,tcp,ftp,S0,0,1,0
2980,38,1236,,1,,tcp,http,SF,1,0,0
2981,46,6721,8388,4,5,tcp,ftp,REJ,,1,0
2982,4,6907,,,2,udp,http,S0,1,0,0
2983,60,,4051,3,8,tcp,http,SF,0,0,0
2984,57,3550,4554,4,2,tcp,,SF,1,0,0
2985,45,7939,4926,4,3,icmp,ssh,REJ,0,0,0
2986,20,4142,2305,0,4,udp,ftp,S0,,1,0
2987,17,6967,3344,3,1,udp,http,SF,1,0,1
2988,71,9547,2057,,9,tcp,ftp,SF,1,0,0
2989,4,5336,2809,1,9,tcp,ftp,REJ,0,1,0
2990,93,5078,7093,2,1,icmp,ssh,S0,1,,0
2991,14,5612,9417,3,5,tcp,ftp,S0,1,1,
2992,3,8090,7227,0,1,udp,ftp,SF,1,0,0
2993,88,2893,887,2,9,icmp,ssh,,1,0,0
2994,,,,2,,udp,,S0,1,1,0
