,Gender,Resource_Access,Women_Empowerment_Metrics,Crop_Type,Soil_Type,Soil_Health_Index,Social_Impact_Index
2202,Non-binary,Abundant,4.586017003835979,Maize,Clayey,2.861034033917081,9.110698911083674
2203,Agender,Limited,4.930720194889736,Wheat,Sandy,7.258874693214248,9.740545921259635
2204,Agender,Abundant,2.5964374022989167,Wheat,Clayey,2.6309045563408664,9.186063941148147
2205,Non-binary,Abundant,2.6617560650386434,Maize,Clayey,1.81948465278518,5.094636979295879
2206,Third gender,Moderate,2.6318504088229058,Rice,Clayey,3.2599020133588104,8.010075678238515
2207,Pangender,Limited,2.2982164389237045,Maize,Sandy,3.5643682497260283,2.3832953537952335
2208,Third gender,Moderate,4.12674839106559,Wheat,Sandy,6.82488221045419,1.8534935243728794
2209,Genderqueer,Limited,4.03598304996291,Maize,Clayey,2.4479503096785304,8.892113210476552
2210,Pangender,Abundant,2.9145794822020994,Maize,Clayey,9.372762216881993,1.2800813113292355
2211,Non-binary,Abundant,1.178644865515595,Rice,Loamy,5.989255177080461,9.75094615807453
2212,Male,Limited,2.2382372060522937,Maize,Clayey,5.4183855773481895,7.049204920577016
2213,Non-binary,Limited,2.16921218621935,Maize,Clayey,4.912250628775309,4.77651719260548
2214,Third gender,Moderate,4.244348984801034,Maize,Loamy,6.099412122551719,2.272377937429497
2215,Female,Limited,1.350302293664699,Wheat,Clayey,1.2020227044560405,7.50908035859241
2216,Non-binary,Limited,4.222701516170817,Wheat,Clayey,9.910777371211742,6.068005789630176
2217,Non-binary,Limited,3.676734608796572,Rice,Clayey,6.017719385748394,7.4001430670191235
2218,Female,Moderate,3.929765836521797,Maize,Loamy,1.3167550192616,4.761299850660289
2219,Non-binary,Limited,2.728852750340094,Wheat,Sandy,6.309798442296398,1.5963407475482052
2220,Gender neutral,Abundant,3.718903184007033,Rice,Clayey,4.933708824607109,3.8347498049565427
2221,Male,Moderate,3.4361157788276633,Maize,Loamy,1.2163392699976798,3.835186778932217
2222,Transgender,Moderate,4.075920780914518,Rice,Clayey,9.319858769417257,1.0781124250389478
2223,Male,Abundant,2.7870793378730085,Rice,Loamy,1.0951018486643203,1.0862291358903116
2224,Non-binary,Abundant,2.8913024995852097,Rice,Clayey,6.200845091900392,3.97682458480399
2225,Gender neutral,Abundant,3.5743048909592807,Rice,Loamy,9.656116728636016,7.5486104631929125
2226,Pangender,Limited,1.4323099746655532,Rice,Sandy,3.138440472847234,6.616393573751874
2227,Non-binary,Abundant,2.744977793457269,Rice,Sandy,3.28761166819237,3.1511588203585816
2228,Third gender,Limited,4.887803381039222,Rice,Sandy,1.0038081570413713,6.42486386954954
2229,Gender neutral,Moderate,1.1502092802401824,Maize,Clayey,1.597160547891828,6.826398360035425
2230,Female,Moderate,2.2640188914655752,Maize,Loamy,1.4039957041937932,5.703129305424992
2231,Gender neutral,Abundant,2.256439276357483,Rice,Clayey,8.40390655319583,5.692185776681402
2232,Female,Limited,3.5338564769430905,Maize,Clayey,8.530638129504272,4.327730857563753
2233,Genderqueer,Abundant,1.4232014376965596,Rice,Loamy,7.540300757660704,2.1105492737791307
2234,Transgender,Abundant,3.5141761235154445,Maize,Clayey,4.174705112653829,4.469354200453822
2235,Two-spirit,Limited,1.3801609626064777,Wheat,Loamy,8.39129004899958,4.108008845321448
2236,Gender neutral,Abundant,1.379814589673324,Rice,Loamy,5.857970682185938,6.327753335884525
2237,Agender,Moderate,3.912733428753929,Wheat,Sandy,3.7387924883193095,8.706341518899475
2238,Third gender,Abundant,2.2965406953311853,Rice,Sandy,4.935490922029514,4.378376483563465
2239,Non-binary,Limited,4.909691790854991,Rice,Sandy,1.591909928511181,7.387617501097166
2240,Third gender,Limited,1.1494117457422197,Wheat,Loamy,9.504178180749223,8.306473397468217
2241,Male,Moderate,2.7804266548719765,Wheat,Sandy,6.572047756166561,2.9057636235771653
2242,Two-spirit,Limited,1.4525437506960945,Wheat,Loamy,7.581107304375156,9.114851591917468
2243,Male,Limited,2.4055158670324346,Rice,Clayey,7.08925033377889,1.6340044436142453
2244,Genderqueer,Moderate,4.992889802436203,Wheat,Sandy,7.009749860688826,9.115474049179218
2245,Two-spirit,Abundant,4.555370046954128,Wheat,Loamy,1.1553488694751608,2.472696033662711
2246,Two-spirit,Moderate,1.1932976354215876,Maize,Loamy,5.72834151806362,4.03452642550884
2247,Male,Abundant,3.2530233753027336,Maize,Loamy,8.395392057629806,6.44711698151347
2248,Female,Moderate,3.591289219297743,Wheat,Loamy,1.4006696627043995,9.151150291937427
2249,Male,Abundant,1.8381384958005027,Wheat,Sandy,9.605491154994436,3.301312965087117
2250,Third gender,Moderate,1.580422293585801,Wheat,Sandy,4.817437147053902,7.87216522119918
2251,Female,Abundant,4.617524538662094,Wheat,Sandy,3.609059428462341,7.393922274167823
2252,Third gender,Moderate,4.875265765933507,Maize,Loamy,5.7863922547774855,2.4373788592795043
2253,Genderqueer,Abundant,4.967571429278568,Rice,Clayey,8.210927690587326,5.315175501258952
2254,Non-binary,Moderate,4.159047094938538,Wheat,Loamy,5.272795555917738,5.333545838598689
2255,Pangender,Limited,3.6540082776210285,Wheat,Clayey,6.805951089277526,3.741506331909851
2256,Female,Abundant,2.3829210087719916,Maize,Sandy,5.499229490801739,8.019291848822158
2257,Genderqueer,Moderate,1.6855932492990098,Wheat,Loamy,6.681450309770432,9.333404671357886
2258,Agender,Abundant,1.3159223974649268,Wheat,Loamy,2.242278236769729,7.449152127425352
2259,Genderqueer,Abundant,3.773189874205968,Maize,Sandy,1.3479704756028994,9.756592597205332
2260,Male,Moderate,4.138893660717433,Wheat,Loamy,2.232112651276535,1.454216239734511
2261,Male,Abundant,4.305814609819921,Wheat,Clayey,3.572543301975359,1.3350041658045568
2262,Pangender,Moderate,4.655060013215195,Maize,Clayey,3.2802045620329614,9.04472809743922
2263,Genderqueer,Limited,4.519718254553494,Rice,Clayey,6.536578146945822,9.080203327269421
2264,Transgender,Abundant,4.998965089032371,Wheat,Loamy,5.103004817208168,1.9640870657909413
2265,Non-binary,Limited,1.976256043869005,Wheat,Loamy,1.3493078292416232,4.2170144416203215
2266,Male,Abundant,4.053230460848843,Rice,Clayey,1.3137931568532302,8.51855120301568
2267,Pangender,Abundant,3.3458380494991906,Maize,Loamy,1.8152920190859918,2.156866097514813
2268,Non-binary,Abundant,2.0449805298143295,Rice,Clayey,4.177730416607794,3.406852653482864
2269,Genderqueer,Moderate,4.927621289147771,Wheat,Sandy,1.055646558673565,7.128964331721578
2270,Genderqueer,Limited,4.591592419097008,Rice,Clayey,5.445885388871264,9.837091490301981
2271,Two-spirit,Abundant,1.5140626737764658,Maize,Sandy,4.246026978783725,8.17424956063353
2272,Pangender,Moderate,1.1046333692936794,Wheat,Sandy,5.998971721967437,7.995858605329486
2273,Male,Abundant,3.7533230493307075,Maize,Sandy,7.487427052745208,4.083963973220232
2274,Transgender,Moderate,3.4165225154261405,Maize,Clayey,3.2587553393186894,6.952087645043268
2275,Genderqueer,Abundant,4.743262496444584,Rice,Clayey,2.4137528286601873,2.017794600377452
2276,Transgender,Limited,1.9360211486414793,Rice,Loamy,3.502482003670488,9.930403298651493
2277,Genderqueer,Limited,1.3375517915799482,Maize,Loamy,1.0158686375671495,5.3252588597859125
2278,Male,Abundant,2.036861335087946,Maize,Sandy,2.0801165997320266,6.749270814379406
2279,Non-binary,Moderate,1.0757105620458538,Wheat,Clayey,7.757473273177009,8.885547088133084
2280,Gender neutral,Abundant,1.1435710047557297,Maize,Loamy,3.005261581602566,1.008684656592076
2281,Non-binary,Moderate,4.659431223683038,Maize,Loamy,9.948696704236347,9.783841848366773
2282,Genderqueer,Abundant,2.408066330007513,Rice,Loamy,2.5104836922832825,4.232433809531738
2283,Third gender,Moderate,2.6432360040387226,Maize,Clayey,8.098945440089441,4.056316672562437
2284,Gender neutral,Limited,1.0734866181524176,Maize,Loamy,7.3454002464298105,2.3055700248338846
2285,Gender neutral,Abundant,2.0820871206873863,Rice,Sandy,3.8991892853467687,8.72365969255187
2286,Transgender,Limited,4.218903934965724,Wheat,Clayey,3.976652292093687,8.837555822805164
2287,Pangender,Limited,3.4619638386668767,Rice,Loamy,6.071964228703941,1.1799009905040123
2288,Transgender,Abundant,4.015122404345661,Rice,Loamy,8.671366877343026,1.501526987859847
2289,Transgender,Abundant,2.7888549631751403,Maize,Clayey,4.47568249707518,9.265074945703034
2290,Third gender,Moderate,2.23891688700532,Maize,Loamy,1.5506189282656588,2.105813190496614
2291,Non-binary,Moderate,2.9312403733134813,Wheat,Loamy,4.369772592120671,6.58834717570263
2292,Non-binary,Limited,2.2922842736230047,Maize,Sandy,2.8658140591846726,6.576854051514843
2293,Agender,Moderate,4.355884386696272,Wheat,Clayey,9.452863153585156,8.827573015977888
2294,Genderqueer,Moderate,2.190694862371383,Wheat,Loamy,7.275469117383528,6.153886948831106
2295,Third gender,Abundant,3.639054561812335,Wheat,Clayey,1.4574939779201377,4.9061027017956595
2296,Agender,Moderate,1.5479288892381113,Wheat,Clayey,3.6368968353634576,9.76942704331941
2297,Male,Limited,3.7474659749396397,Maize,Sandy,1.4519436842872624,3.05933928399073
2298,Genderqueer,Moderate,4.6531988464001355,Rice,Sandy,8.470150033373073,3.3644621591486494
2299,Genderqueer,Limited,3.4343326185596332,Rice,Clayey,9.156667617164448,1.7629268931874718
2300,Two-spirit,Abundant,3.239421520137909,Maize,Sandy,2.0105164525516694,9.777851354394498
2301,Two-spirit,Limited,4.844473072086561,Maize,Sandy,4.962610414078265,7.357241879538539
2302,Female,Moderate,3.5095862212633855,Wheat,Loamy,9.386949536527833,1.1088737874226093
2303,Female,Abundant,2.0382017330923303,Maize,Sandy,2.306905180432035,7.338826248211338
2304,Transgender,Moderate,2.1695640953909616,Rice,Sandy,3.627132315906834,4.63722500002323
2305,Male,Abundant,3.821226570143709,Maize,Loamy,3.7384718515539026,9.707947225618073
2306,Gender neutral,Abundant,3.941746375568745,Maize,Loamy,1.2705248098179864,3.4964875194615375
2307,Gender neutral,Moderate,2.2139849271560608,Wheat,Clayey,1.3264591122099159,7.3925770484250855
2308,Two-spirit,Moderate,2.381375911705321,Wheat,Sandy,9.575135443746216,6.646907353369562
2309,Two-spirit,Abundant,4.964226034956348,Wheat,Loamy,6.139833480876286,1.1084497740662385
2310,Two-spirit,Abundant,1.4078101983211098,Wheat,Sandy,3.759834892857561,8.96695236399136
2311,Third gender,Moderate,2.6185801137603972,Rice,Clayey,4.408071946359261,2.2565139431766985
2312,Pangender,Limited,1.2497901247900298,Maize,Sandy,7.433586359605218,6.972299010980498
2313,Female,Moderate,4.2843134479929645,Maize,Sandy,4.298654831991583,7.979936057148601
2314,Third gender,Abundant,1.369383355781729,Wheat,Sandy,3.0498436278395946,6.678348818486149
2315,Non-binary,Moderate,3.6960294258508446,Rice,Loamy,1.9165360743981945,1.8740248076229302
2316,Gender neutral,Limited,1.2259336960139282,Rice,Loamy,7.560397105462334,9.77661222629222
2317,Genderqueer,Moderate,3.6914201512387645,Maize,Clayey,2.6250851500770227,3.1313612306910015
2318,Female,Abundant,4.372147787710813,Wheat,Sandy,1.6268344293366783,6.650782929494821
2319,Agender,Moderate,2.5952861076962295,Maize,Clayey,4.842590009468292,8.174602524351801
2320,Non-binary,Abundant,3.0885059737287075,Maize,Clayey,1.356138656302184,9.453124089158605
2321,Female,Abundant,2.60616695202113,Rice,Loamy,9.684982525085982,6.436094763303171
2322,Third gender,Moderate,2.2019550345305556,Rice,Sandy,6.645636708173558,3.3314873424680407
2323,Male,Abundant,4.213053602508513,Maize,Sandy,2.374271294019047,8.529751156662698
2324,Genderqueer,Abundant,2.0880102949239587,Wheat,Clayey,2.5520867780361476,2.4689796935506436
2325,Female,Limited,3.891773697557788,Wheat,Sandy,6.128456322455609,1.2005418526396356
2326,Pangender,Limited,1.824788317020809,Maize,Loamy,4.209091816040143,9.173339725981615
2327,Two-spirit,Limited,1.9994151843133183,Maize,Clayey,7.9684006976894235,6.178500622491454
2328,Two-spirit,Limited,2.345844650308849,Wheat,Clayey,5.91225837057025,1.6267734173018678
2329,Genderqueer,Abundant,3.356625509575153,Wheat,Loamy,4.900004879724472,6.217564484107047
2330,Third gender,Moderate,2.8176892766381645,Wheat,Loamy,9.666822232587444,2.3051275149020376
2331,Two-spirit,Abundant,3.9805792393112815,Maize,Loamy,4.516561505887201,1.2824740575717857
2332,Female,Abundant,1.8542692013447692,Rice,Loamy,4.605498314176092,2.0487164274167875
2333,Agender,Abundant,1.0426891513953365,Wheat,Loamy,6.991951789547102,7.9759668565537325
2334,Gender neutral,Moderate,4.106229887140881,Wheat,Loamy,8.285307257099515,7.800948143322398
2335,Gender neutral,Limited,4.286597335520289,Wheat,Clayey,6.635934917726908,6.438863214237549
2336,Non-binary,Abundant,1.2379206524335582,Maize,Sandy,7.287491998489856,2.8839546092152517
2337,Transgender,Abundant,3.443630088633586,Rice,Sandy,4.3563841170995,7.650703592157777
2338,Male,Limited,2.5128271354923117,Rice,Clayey,5.315471528304338,4.672407404935608
2339,Genderqueer,Abundant,4.1755826207780675,Wheat,Sandy,2.7733157782116695,5.596782554137061
2340,Non-binary,Moderate,4.497658216785914,Maize,Sandy,7.122218416286712,9.078766239936892
2341,Transgender,Abundant,4.404015067188997,Rice,Clayey,2.993067463840385,5.1207177136431286
2342,Third gender,Abundant,4.108816989403408,Maize,Sandy,1.0113111585443006,6.637295384663416
2343,Pangender,Limited,2.076208914968652,Rice,Sandy,9.40385907826076,9.655763426541172
2344,Pangender,Abundant,4.247558574273267,Wheat,Clayey,3.754137170930984,5.062509089505976
2345,Male,Abundant,3.133913903625171,Maize,Sandy,2.769688382194021,6.046551083734212
2346,Two-spirit,Moderate,1.2110264593283633,Wheat,Loamy,3.413320578691983,6.259731623951032
2347,Female,Limited,2.827755399592996,Rice,Clayey,3.974029278567828,3.166404029854789
2348,Non-binary,Limited,4.768631668119973,Rice,Sandy,5.270917838033563,7.632298560546571
2349,Non-binary,Moderate,4.551437398942211,Wheat,Sandy,1.6241650391673697,7.539733254464628
2350,Genderqueer,Abundant,1.4090571239884642,Rice,Loamy,1.4740584058490578,2.9220106734611386
2351,Genderqueer,Limited,3.976506742857481,Wheat,Clayey,3.6361968898426533,1.1200424035106136
2352,Pangender,Limited,4.223171463832939,Wheat,Clayey,3.6618951807738624,9.990474135116077
2353,Pangender,Abundant,2.085552752947059,Wheat,Sandy,2.0588160503281157,6.234289596646207
2354,Agender,Abundant,2.886434282964369,Rice,Loamy,4.643124348884808,2.629288381384012
2355,Agender,Limited,3.8439517658547318,Maize,Loamy,3.5562580138250404,3.5520893426321143
2356,Two-spirit,Abundant,2.7561659552845916,Wheat,Loamy,1.234499975155631,6.560128379881899
2357,Agender,Limited,1.4511876754663078,Maize,Loamy,8.971487023789997,2.238540229432723
2358,Female,Abundant,3.8235297787268863,Rice,Loamy,8.974171162392313,1.3355257339806081
2359,Female,Abundant,4.646554758941214,Rice,Loamy,2.882640276221266,8.186318510092692
2360,Non-binary,Moderate,3.6099389136246303,Maize,Clayey,2.465850053479131,7.442616199167251
2361,Gender neutral,Abundant,4.095202994276136,Wheat,Sandy,5.9256348791228355,3.7864148331968517
2362,Female,Moderate,2.433450142631314,Rice,Sandy,6.676781526832878,1.5264223999711222
2363,Transgender,Abundant,1.7327929805065394,Wheat,Loamy,9.617883017023656,5.376438197632698
2364,Pangender,Limited,3.57109464647317,Wheat,Clayey,4.396136109758313,3.4856766093300307
2365,Genderqueer,Limited,2.3110848233648755,Maize,Clayey,6.563803085781025,4.58001295582283
2366,Agender,Abundant,4.440294075959171,Rice,Loamy,8.903629412238786,3.465724117380426
2367,Non-binary,Abundant,1.4905121999120263,Maize,Sandy,5.04958407202765,2.577408579333319
2368,Male,Limited,2.733854798932495,Rice,Loamy,2.101111760415934,4.4829080815274995
2369,Genderqueer,Abundant,2.5869104018735434,Maize,Clayey,4.397025572469768,9.684047111300337
2370,Transgender,Moderate,4.752215414215719,Rice,Loamy,2.2291023403297037,3.3960508030897034
2371,Agender,Moderate,1.6125392024176155,Rice,Sandy,1.1497551778175525,4.023699796422861
2372,Transgender,Moderate,1.0393873000480438,Rice,Sandy,7.763977507141236,3.963178301721676
2373,Pangender,Moderate,1.9523408512284703,Wheat,Clayey,3.1458133044582,5.322599378114862
2374,Pangender,Moderate,4.281107439074618,Wheat,Loamy,1.0180634125507664,8.591549849135053
2375,Two-spirit,Abundant,1.8372872641880682,Maize,Loamy,8.851891217816306,4.619103323946805
2376,Non-binary,Abundant,1.9635122548219308,Maize,Clayey,4.994099546418153,8.255331676297377
2377,Genderqueer,Moderate,1.5195952181472432,Rice,Loamy,3.1497389166990266,2.035108984892834
2378,Third gender,Abundant,3.861744813106162,Rice,Clayey,3.365109751198773,9.054164842139018
2379,Third gender,Abundant,1.2766967620216687,Wheat,Loamy,3.1648410397454523,2.6677367517154114
2380,Genderqueer,Moderate,2.3248332093140864,Wheat,Sandy,2.751005450703448,1.3528134917427472
2381,Male,Abundant,2.129994906483858,Wheat,Clayey,8.571036021168668,2.4251903233935703
2382,Non-binary,Abundant,3.2206389191606193,Maize,Loamy,2.532984709328826,2.7167481216158675
2383,Transgender,Abundant,3.9216650600789422,Wheat,Loamy,6.056692154914588,5.576537148520232
2384,Male,Moderate,3.1315057387869896,Maize,Loamy,1.695882202049686,5.049444634777502
2385,Gender neutral,Abundant,4.72410397190027,Wheat,Clayey,9.545692385607403,7.442869752385377
2386,Genderqueer,Limited,4.805770555549328,Wheat,Sandy,6.429825140013296,1.4585597721429713
2387,Transgender,Limited,2.4458613139940617,Rice,Loamy,9.128372600820638,5.47935626238476
2388,Third gender,Moderate,4.110721505099571,Maize,Clayey,4.580900015279457,3.9922410423104275
2389,Female,Limited,3.9552055330727587,Wheat,Loamy,8.296048510861702,6.676356988819077
2390,Two-spirit,Moderate,4.57185836681931,Rice,Sandy,8.6828903150438,1.3932975171251658
2391,Third gender,Limited,2.791774560830813,Maize,Sandy,7.326543620608029,1.3144132802634343
2392,Non-binary,Limited,3.121892748791169,Maize,Sandy,1.836527198083357,4.845264412566669
2393,Pangender,Limited,2.663097254326296,Wheat,Clayey,1.1447207776531538,8.302055312813607
2394,Female,Moderate,4.401507677198822,Maize,Loamy,2.5170370485059963,7.039846577217472
2395,Two-spirit,Moderate,1.9188092614485375,Rice,Clayey,2.0628708127001056,1.1503548272040933
2396,Two-spirit,Abundant,1.9588363129697788,Rice,Loamy,7.526238977798593,2.6062488479271013
2397,Gender neutral,Moderate,2.490420414308319,Maize,Clayey,6.013061386204084,3.040583180656987
2398,Gender neutral,Limited,1.9213713284094047,Rice,Loamy,5.733557780910452,4.807530347906752
2399,Agender,Limited,3.244027345659683,Maize,Clayey,3.2758057029532646,6.280441155296195
2400,Third gender,Moderate,1.5379604259820092,Rice,Loamy,2.391467830633375,2.948141565075607
2401,Third gender,Moderate,2.2807448776162214,Maize,Clayey,2.858931727920063,4.4426280202506785
2402,Third gender,Moderate,4.65377879390236,Maize,Sandy,4.602493066730322,6.255490545943878
2403,Agender,Abundant,2.6369019207671838,Maize,Clayey,7.661288860848576,4.4509177351148415
2404,Male,Limited,3.992934865974037,Rice,Sandy,3.2906495488282297,2.28852479246169
2405,Two-spirit,Abundant,1.453848766826296,Maize,Sandy,7.2875170113284815,5.424950129844013
2406,Female,Abundant,1.9902580325671386,Maize,Loamy,5.423606383643591,3.915947763584249
2407,Non-binary,Limited,4.229382484801475,Wheat,Sandy,8.968967636597137,8.777695262993522
2408,Two-spirit,Limited,4.0519717451587765,Wheat,Sandy,3.0962310480013007,7.980624172844509
2409,Gender neutral,Moderate,2.5446236743752846,Maize,Loamy,5.05771014355848,2.712475830103205
2410,Transgender,Moderate,4.817587608133897,Wheat,Clayey,1.8699829044910397,2.3737221219775995
2411,Pangender,Abundant,4.642572063338182,Maize,Clayey,4.016378283600886,4.1290900598305
2412,Agender,Moderate,4.849202996448959,Wheat,Sandy,5.561923996289827,4.709570503992332
2413,Genderqueer,Moderate,2.7116587607511415,Rice,Clayey,7.5946619290221316,9.388163361922553
2414,Transgender,Limited,1.789894334742732,Rice,Sandy,2.782694080527686,3.714586633767997
2415,Non-binary,Limited,3.506634556365364,Maize,Clayey,2.9628291556581927,8.808259176716424
2416,Third gender,Moderate,3.739092633116794,Maize,Clayey,6.684200564689444,5.5477835141834415
2417,Gender neutral,Limited,1.50176713780208,Rice,Clayey,4.442120051088804,8.970613530016507
2418,Gender neutral,Moderate,4.145932137183624,Rice,Sandy,5.338853805091131,7.317583995957278
2419,Gender neutral,Limited,1.072240879039842,Wheat,Loamy,8.525213819008666,7.37550071298432
2420,Third gender,Limited,2.9309135499071335,Maize,Clayey,5.491749709580726,5.66917738746533
2421,Genderqueer,Limited,2.3240650379795795,Rice,Clayey,6.87249442548254,8.562736374203258
2422,Agender,Limited,3.9612122395963363,Rice,Clayey,6.91097537493975,3.289823247175261
2423,Transgender,Moderate,2.2510429096872637,Maize,Sandy,8.232507486604163,9.166161443651822
2424,Third gender,Abundant,4.307228451124131,Wheat,Loamy,6.743255396419218,6.730982695323705
2425,Non-binary,Limited,3.3798139551232422,Wheat,Sandy,1.5832884308847626,4.948380113432732
2426,Agender,Moderate,4.175573447048288,Wheat,Clayey,4.079556844181561,9.839709130740014
2427,Non-binary,Moderate,4.957362551358495,Wheat,Sandy,9.90384565158289,8.758126962204761
2428,Agender,Limited,3.7166333829742273,Rice,Clayey,2.768592599271269,7.948189115485296
2429,Genderqueer,Abundant,4.939801265446576,Maize,Clayey,6.280561705732197,3.4651222396204946
2430,Pangender,Limited,1.1153453076868214,Maize,Sandy,8.586465758895354,9.76366630389158
2431,Non-binary,Moderate,2.3525599539352338,Rice,Clayey,6.279027046726187,7.686887525433603
2432,Third gender,Abundant,1.4314130582492366,Rice,Clayey,4.350432323140096,6.446955556261374
2433,Agender,Moderate,2.049219725537758,Rice,Loamy,1.7220570644593516,9.296193061119997
2434,Gender neutral,Limited,4.355551596503098,Maize,Sandy,4.254984122824855,2.4596351373621625
2435,Two-spirit,Abundant,1.1292930613043612,Maize,Sandy,2.638607604168606,2.251144474878491
2436,Gender neutral,Moderate,3.080731742929575,Maize,Clayey,9.64776534653782,6.073420729516841
2437,Male,Moderate,3.268514830129492,Wheat,Clayey,7.435286574024577,1.5104223696979964
2438,Pangender,Moderate,3.2446045866878244,Rice,Sandy,7.7444483892387606,6.975881756803141
2439,Pangender,Limited,2.901188295293023,Rice,Sandy,4.923723394003403,3.166670243040578
2440,Gender neutral,Abundant,4.162411859079022,Rice,Sandy,1.9896834531853553,2.0712392014876424
2441,Transgender,Limited,1.5341723580222046,Maize,Clayey,3.4004483755058894,4.685462648123302
2442,Genderqueer,Limited,2.2423080622031493,Rice,Loamy,3.337399936596971,5.193546637290074
2443,Non-binary,Limited,3.462904213780691,Rice,Loamy,5.381014157213893,2.53436377506464
2444,Third gender,Abundant,3.7638054650718233,Wheat,Clayey,5.148818080240215,1.3738174386051898
2445,Pangender,Limited,2.616593727108225,Maize,Clayey,4.900673956346563,4.726500321149323
2446,Gender neutral,Limited,4.501485053308933,Rice,Clayey,5.463797200234669,7.835737023895869
2447,Gender neutral,Limited,2.6619735867836574,Maize,Sandy,9.883207737833276,8.867797935409195
2448,Genderqueer,Limited,2.6111045373933326,Maize,Clayey,3.68518267587595,1.8779346471618974
2449,Genderqueer,Moderate,1.1448290459495398,Maize,Sandy,6.5374224430922885,5.722079167101296
2450,Female,Limited,3.2045653447789353,Wheat,Loamy,3.1555696963627433,3.3706268992574633
2451,Female,Moderate,3.8347233540476204,Maize,Clayey,5.199456393335638,4.371704826425798
2452,Transgender,Limited,1.4577526540673924,Maize,Clayey,2.8004430983173743,9.400976467839158
2453,Transgender,Abundant,2.2217310643514834,Maize,Sandy,6.023730117697819,4.1686729565108225
2454,Male,Moderate,4.125027815131409,Rice,Sandy,3.3851060783530076,4.2881133716049415
2455,Transgender,Moderate,2.4636777416543016,Wheat,Sandy,1.3311002504694769,2.8845624317049214
2456,Agender,Moderate,1.9664098481601595,Rice,Loamy,8.33743982325538,9.6401657622327
2457,Genderqueer,Moderate,3.688802654260449,Wheat,Loamy,2.1542960090837577,5.108386209942551
2458,Third gender,Abundant,1.7870351106866225,Wheat,Clayey,4.31234919205215,6.133529206510866
2459,Agender,Limited,4.582611678332707,Maize,Clayey,5.294598482000826,5.078512830712598
2460,Non-binary,Moderate,1.4223935841045638,Maize,Sandy,4.892320003797346,3.2762716908747773
2461,Gender neutral,Abundant,3.8261992091313077,Rice,Loamy,7.530991873210081,8.293713518268882
2462,Transgender,Moderate,2.9981948051455007,Wheat,Clayey,6.370989363378499,1.2562410328913904
2463,Gender neutral,Limited,4.479718249587974,Maize,Sandy,3.6583406443673736,7.212190870825244
2464,Pangender,Moderate,1.5047803641049464,Maize,Sandy,1.4653269985660315,6.348455295394172
2465,Male,Abundant,3.7115796739843514,Maize,Loamy,7.908356064278586,2.2985258561987427
2466,Pangender,Limited,3.2882185567255258,Maize,Loamy,4.172744140105795,2.4931453987062047
2467,Male,Abundant,2.9203605689601857,Rice,Clayey,9.007522668999723,6.9330302911078245
2468,Female,Limited,2.9656290537306735,Rice,Clayey,4.555510962429254,3.8092491249694436
2469,Gender neutral,Limited,3.887907847194123,Maize,Sandy,7.458927455239365,3.3916427034911125
2470,Male,Limited,4.750966619739288,Maize,Sandy,9.456082329112114,1.5324048598355136
2471,Two-spirit,Moderate,1.3650066364761924,Maize,Sandy,6.860372055719318,7.898347803905057
2472,Agender,Abundant,1.078010590442081,Maize,Clayey,4.721400220577543,8.944047417705807
2473,Male,Abundant,4.222819169924814,Maize,Loamy,6.106593419073485,8.378599165531604
2474,Male,Abundant,1.4326775502030373,Wheat,Clayey,5.891006696877033,5.194307075500332
2475,Agender,Limited,4.946787184321695,Wheat,Loamy,6.263380329880265,5.805607677225062
2476,Gender neutral,Moderate,3.477392995835349,Wheat,Clayey,2.321379870772112,3.180485745862195
2477,Gender neutral,Limited,3.603465581016563,Wheat,Clayey,7.2865889416117895,2.5556926547690755
2478,Agender,Abundant,1.7955668117520696,Maize,Loamy,2.3053894450226844,8.407010574022102
2479,Pangender,Moderate,1.9612492411866977,Wheat,Clayey,1.1315519588585259,8.185097444903473
2480,Two-spirit,Moderate,3.6374012123970005,Wheat,Clayey,6.6230209061565715,7.996238455932028
2481,Third gender,Moderate,4.638907351736788,Rice,Sandy,2.052222149580323,5.170233757578713
2482,Non-binary,Abundant,4.9295622180702665,Wheat,Loamy,7.933704730401459,8.780569847601033
2483,Two-spirit,Moderate,1.7921237865243747,Wheat,Loamy,8.793693581507384,9.336088624157332
2484,Gender neutral,Moderate,1.5364784908391607,Maize,Sandy,9.502631112555337,3.955099101881003
2485,Third gender,Limited,1.2256054310431619,Wheat,Loamy,6.980292666157524,3.0222504260232026
2486,Female,Limited,4.4731880726453115,Wheat,Sandy,5.338134036030738,5.178367276983849
2487,Transgender,Moderate,2.178859387425875,Maize,Loamy,4.170529726352192,2.6139372100713327
2488,Male,Moderate,1.0072481354770066,Wheat,Loamy,5.418325845876977,8.956025966259073
2489,Agender,Limited,1.8952723442257153,Maize,Loamy,2.7131700552428217,4.041914500699924
2490,Agender,Limited,2.3617643203976737,Wheat,Loamy,4.135803830101837,6.185546078865191
2491,Male,Limited,4.963944677986741,Rice,Sandy,7.46137472351048,6.352475463164125
2492,Transgender,Abundant,3.0941663754283266,Rice,Sandy,2.9568067402079183,5.634890923113067
2493,Non-binary,Abundant,1.8188557903804052,Wheat,Loamy,3.376604221062985,2.4087313848078846
2494,Transgender,Limited,2.3392733788538043,Rice,Clayey,7.743954301370638,9.919005760840342
2495,Third gender,Moderate,2.321230750227514,Maize,Sandy,2.6005234224449874,2.5534290631701673
