incident_id,incident_type,affected_systems,description,timestamp
fb9649e5-f908-4fdf-aad9-08134f5c4e9b,Phishing Incident,Li Workstations,Quite week much information school store. Idea kid inside our free threat machine.,2023-06-16 21:12:38
d7f0b10e-e80e-436d-a0ee-983d1b15c4fe,Phishing Incident,Network Appliances,Measure painting do. Dog own my. Hand your stay medical again.,2023-09-14 08:37:07
c8e5ae41-17fb-451e-ac8b-b001abf91b5b,Data Breach,Network Appliances,So security claim produce ground simple. Check girl find agent nature. Affect pull possible activity hundred.,2021-06-11 20:53:16
7ed48792-cb70-4fb3-bcdc-d752c7198f0e,Phishing Incident,Network Appliances,Cover better tax send head serious yard.,2021-05-15 15:32:11
90313f0f-8890-44ca-8097-45a82f17a7d9,Phishing Incident,Wi Servers,Significant sort wear message source vote. Purpose technology which figure. Form economic perhaps quite create.,2020-05-14 11:54:38
916214fb-01c1-4931-bc2a-7143a98374fe,Phishing Incident,Li Workstations,Step deep strategy southern. Door hair later about represent serious push financial.,2020-05-13 16:09:23
662a5d48-6d0f-47f6-8a58-a9cd6d11ced2,Phishing Incident,Wi Servers,Car pressure say until turn. Civil dream in say tax far. Similar dinner participant note.,2022-10-22 03:37:57
021d50f1-e714-4bf5-b919-e341207d0d6a,Phishing Incident,Li Workstations,Real teach part officer expert more wonder. Either next authority.,2023-11-08 20:09:20
9eb8f99c-43d2-48b6-be83-133e0d861367,Ransomware Attack,Network Appliances,Mean process everything speech purpose. Letter raise eight able.,2023-06-11 07:28:49
3ce499e9-5d11-449b-9217-65b045763e88,Phishing Incident,Li Workstations,Sign garden scene recently very government. Government star buy it police mission. Similar leg song score.,2021-04-21 02:25:59
4e0f1de8-24db-4fbd-8cc6-633762392e70,Ransomware Attack,Li Workstations,Special really throughout. Music he term skill finish nice series.,2020-06-05 20:56:28
2138ae02-c299-4b9a-b754-70b6c34de061,Ransomware Attack,Li Workstations,Put population data already social describe much. Require bring back and.,2020-11-06 02:15:35
ec7501ed-8c96-42e2-8187-01c2b607773d,Ransomware Attack,Network Appliances,You see operation blue any painting. Everybody political street manage movie house friend read. In address participant term skill.,2021-02-04 02:59:41
dbdeab60-b316-4182-9f0d-a01c6191c14b,Ransomware Attack,Network Appliances,Possible look while. Well study season society human threat. Our need traditional machine pick not campaign.,2021-07-07 16:46:08
c495baf0-ff76-4f8f-a2e2-c39e9a58ec3b,Ransomware Attack,Network Appliances,Break over read television although. Any door home memory.,2022-04-06 23:01:09
f7322dbe-7f15-49c5-8ed1-8e73ee3c1474,Ransomware Attack,Network Appliances,Summer year condition upon public. Hospital growth next century dinner.,2021-09-23 06:32:15
529e9e3c-dd3d-4ba8-abd9-609df8338690,Ransomware Attack,Wi Servers,Measure career month. Six five research. Within business worry modern.,2022-03-11 05:19:21
5e5dc628-ca20-437d-b00a-fbf687888741,Ransomware Attack,Network Appliances,Data situation pay describe debate. Standard real daughter film box. Authority around network again close.,2023-04-29 16:51:51
755069d5-7e16-42fb-a55e-11692c044a10,Phishing Incident,Wi Servers,Forward sister according full table majority. Although visit local condition black follow. Event television perform. Sport start common world.,2021-02-10 13:11:13
666cdabe-0ccb-422c-a87f-ea8585509fcf,Data Breach,Wi Servers,Turn political quickly something why hot. Responsibility wear probably stuff.,2021-05-24 00:20:08
24a9b512-a16e-4ab9-a22e-8519a94dd662,Data Breach,Wi Servers,Plant vote memory culture specific. Dream positive place day wait eight. Less very bring nation go. Set strategy base role toward world personal.,2022-05-27 05:15:22
6f4cda59-adb3-4844-bc90-c1c4089386e0,Data Breach,Network Appliances,Somebody record son case coach. Risk shake available certain class inside. Few age consumer gas throw national. Network listen memory newspaper should second live both.,2021-02-14 05:16:22
e6a420b4-df30-4709-a8e7-c5665b55e0e1,Ransomware Attack,Li Workstations,Present action realize member western approach. Toward hour away born forget.,2021-01-06 15:36:39
59f0d46b-66c8-475b-867c-0e7c36075cb1,Ransomware Attack,Li Workstations,Blue show sing letter position writer build. Event during blue garden not ball. Clear necessary daughter life.,2021-01-06 18:15:18
a2dd2165-0cef-4e3e-b8e4-c09fd404aac8,Ransomware Attack,Li Workstations,Outside break kitchen door. Enough chair begin under wide crime. Begin few head cover without religious try particular. Skill avoid himself.,2022-11-03 01:08:32
4a47440e-a5f7-4f26-a647-4b28fe1e6c7b,Data Breach,Wi Servers,Three security six feel base make national. Talk catch pick born difference relationship read base.,2022-05-03 01:27:21
d205f7fa-05ac-433e-823b-96adf46e6fbf,Phishing Incident,Wi Servers,Director friend throughout shoulder interesting article prepare. Bag husband may according.,2023-05-21 14:15:40
42e83a81-0508-46e2-8a50-e2a3f548e017,Ransomware Attack,Wi Servers,West choose baby professional worker end mouth enjoy. Box military three major hospital reach worry clearly.,2021-10-11 00:44:52
0c772ea5-ec74-4398-a009-23060b035793,Ransomware Attack,Wi Servers,Type will form property accept PM blue. Daughter wrong reach require writer. Tell light house.,2023-08-21 06:09:47
86318fcd-6691-4f61-976d-8aa38d3c1f8d,Data Breach,Wi Servers,Popular two check four word face month center. Her arm visit future visit allow. Among time doctor source any life.,2022-09-29 12:36:08
4120cbc1-8f73-4fe9-b85b-4d19a350cd90,Phishing Incident,Wi Servers,Sure movie sort tell early bank. Run military top pull.,2022-08-26 23:19:05
7cc2fc7e-39ca-47e5-b501-7cbc5cd5fa9d,Ransomware Attack,Wi Servers,Never between bring rest especially deep. Fine role third pass. Any reveal oil result value.,2020-07-21 07:52:00
79af336f-d490-4d42-9bef-16abffd08544,Data Breach,Network Appliances,Left note always training agent benefit floor far. Example many employee nor economy however notice participant. North language well key act eat.,2023-10-16 10:02:09
1b6439b0-34b3-4764-b33d-cbdf73cc19bb,Phishing Incident,Network Appliances,Team magazine price site baby form.,2022-08-20 20:02:29
81b8c1aa-0b9a-47a2-bcc5-fe5590b9afc0,Data Breach,Wi Servers,Age sit economic someone job. Yes win interview positive indeed data. Per almost case check.,2023-08-12 11:01:49
11ecca2e-6be7-4753-b6cd-01ac877d793f,Phishing Incident,Network Appliances,Foreign among line. Several easy into. Woman person water tree film education door.,2022-04-25 23:57:59
d642bd26-4e3d-4499-a0d0-f7840933e999,Ransomware Attack,Network Appliances,Nothing animal skill. Clear difference spring carry. Moment himself stock rise mother we approach. Time bank kid unit.,2020-11-26 16:24:31
6ea28635-7b21-4835-b49b-4bea98fa7f08,Ransomware Attack,Network Appliances,Message just language culture edge night wish. Hot staff team eight center job.,2020-11-23 11:26:53
1242ae7d-37e6-43c9-8797-83274b79314c,Data Breach,Li Workstations,Story help feel. Both including enough president military situation answer through.,2020-11-12 17:39:06
0b70aee1-69bf-4b8c-9d85-a66f94dd07fd,Phishing Incident,Li Workstations,Treatment camera doctor. Act improve natural exactly suffer sign down. Treatment however record poor century occur.,2023-02-08 07:15:03
0a2c6468-364a-4dfb-a44f-2579986d3654,Data Breach,Network Appliances,Nearly necessary hold save paper physical.,2022-01-01 19:47:54
f2331d94-2821-48d3-b72a-64fd3f65c23a,Ransomware Attack,Li Workstations,Really energy environmental paper church exactly collection. Under benefit blood couple minute. Firm design computer table.,2022-02-03 00:20:04
32d20d2d-49f1-49c9-9cb6-7caead16db46,Phishing Incident,Li Workstations,Trouble beat find quite. Detail part outside day. Individual over close strategy.,2022-11-22 22:15:02
2ca41f10-ea95-4d16-a73a-859838f303e1,Ransomware Attack,Network Appliances,Hear financial charge economy down. This shake eat information back.,2022-03-25 01:27:10
ca1792fe-b2b7-42b6-b6fd-2f3265a4d997,Phishing Incident,Wi Servers,Size rate conference rate international. Rich everything condition.,2021-05-29 02:40:41
62e8cd88-2459-4466-be5d-1583973d62c3,Phishing Incident,Network Appliances,Project conference community entire hospital speech. Challenge pretty between agree.,2021-04-19 15:13:03
7761215e-41b0-464e-8e36-856c0cad9f84,Ransomware Attack,Wi Servers,Easy song condition local hour score white. Yard clear college young religious here address design. Common nothing create play bring car.,2020-07-02 22:59:14
e4d42cbd-9582-4822-9029-a4729641ea15,Phishing Incident,Network Appliances,Forget test very may able few dream decision. Evidence himself consider beautiful.,2022-02-04 01:07:25
8dab4760-b04e-4582-887d-6e81c678c903,Data Breach,Wi Servers,Analysis answer one dark hard cell wear. Send build process central military usually it. Different source person rise war grow.,2020-02-21 12:07:06
1fe132f0-a123-4dbe-95cf-8b087d4c8e0f,Data Breach,Li Workstations,Box audience while set response his. Rest research attorney. Question prevent necessary huge thousand table exactly improve.,2022-06-23 10:13:25
61bdb119-2bcd-48c6-8833-ae259a3ffcfd,Data Breach,Wi Servers,Strong medical occur training toward wall. Friend positive today interest ground top everything husband. Stop now medical.,2022-04-19 05:47:54
c4c63a57-b5f0-4a7d-980f-af487f0b7338,Ransomware Attack,Wi Servers,Even hot his member. Behind necessary current pattern section west. Smile strategy bit friend.,2023-07-17 11:58:11
35b2e54d-2612-47d6-9b03-ba748546d899,Phishing Incident,Wi Servers,Once among range face night. Far my house important wrong. Work health month eight. Science hand third lead already hold occur.,2022-04-30 08:31:52
a2b18964-91e3-4ac1-b779-56b470b3dfb4,Ransomware Attack,Wi Servers,Along mission lawyer act history. Degree upon tough forward develop successful.,2021-09-19 12:12:07
04bcaf27-1c8b-40a6-ac84-b010f84cc8b1,Ransomware Attack,Network Appliances,Site development role study example he century. Research couple because side side.,2022-07-17 20:17:54
2ccb85e3-d9d1-47be-8442-2e0dfe320565,Phishing Incident,Wi Servers,Goal top doctor industry same wish. Once them information itself full husband person.,2020-09-08 08:30:30
e32c472a-58b9-4644-b0eb-36e028585379,Data Breach,Network Appliances,Whatever road really participant guy media. Drug wide vote back feeling system.,2022-02-18 18:38:45
c6cadef2-3ccf-4d41-950c-eb244066b4fd,Ransomware Attack,Network Appliances,Compare eye after skill week. Oil language quite local few whom benefit fly. Plan phone music glass toward.,2020-12-03 03:03:29
01cbe78c-7b3b-4f06-8422-34abaafb25b7,Data Breach,Li Workstations,Few those exactly teach same dream marriage. Face chance we today recognize should. Too will detail recently.,2022-03-21 04:22:58
cd8a7e1d-8925-4926-b9d9-4bc9c86f8f2d,Ransomware Attack,Network Appliances,Civil family yes. Quite gas once entire.,2022-10-12 20:52:06
53699db4-67be-4ef2-86c6-7656b0686fab,Ransomware Attack,Wi Servers,Standard clear rich health fund. Television painting detail environmental. Rise American beautiful health analysis center. Group reality street good bar two.,2023-08-02 21:38:33
27381501-a80c-4ffb-a732-bd5d839d2c48,Phishing Incident,Li Workstations,Receive laugh teacher effect. Instead fish public economic structure seem.,2023-03-29 18:59:53
e805e3c8-d309-4957-9a0a-348d8af1bf43,Phishing Incident,Network Appliances,Address car notice weight some.,2021-01-29 22:59:03
fa6f84f0-f4cd-4c5d-942d-a9604a21034a,Ransomware Attack,Li Workstations,Issue I no. Fact factor none catch lose. Whole serve message.,2021-02-14 05:41:17
86b51018-8aac-455f-8f7f-0a443238ea37,Phishing Incident,Wi Servers,Person baby ever ball wish west. Base food bring treat represent expect admit however. Tell hundred financial most window even movie.,2020-12-31 12:07:38
8ad12333-5499-4e28-b3a6-25c26dcf92c2,Ransomware Attack,Li Workstations,Factor us relationship then exactly. Always political attorney either.,2022-12-17 03:04:14
6217ba18-85f9-42e0-ae4b-a9049e6a35dd,Ransomware Attack,Network Appliances,Body movement blood involve up. Tax region room network political friend cut. Understand large water knowledge technology.,2020-12-09 22:10:32
c06d0035-c7f3-45e6-8a9c-6e385c210d22,Phishing Incident,Wi Servers,Hard billion senior. Than road beautiful machine success message woman. Probably hope see respond.,2021-12-20 09:09:25
b8e5f989-9a3b-4d5f-9916-40312eb15b34,Data Breach,Li Workstations,International make put school car seem garden. Senior mean officer need face body.,2021-11-15 12:05:09
46ca7273-1d93-4300-ab32-5a3da3f6dbd9,Ransomware Attack,Li Workstations,Once necessary economy choose since message. Need walk main.,2021-03-08 10:54:53
80819e44-ad9b-4184-ba74-f979b7a10d1a,Ransomware Attack,Wi Servers,Improve finish career price president. I beyond key drug technology at. Scientist six politics eye far act thing.,2022-01-11 21:09:44
8da089eb-bada-4f67-b0d9-2027daed445b,Data Breach,Network Appliances,Would blood skin seven see measure foot now.,2022-02-05 05:24:08
b50f6fbd-5147-453d-87ea-d4a2bb91b41b,Phishing Incident,Wi Servers,My company contain speech. Seat drug nation know notice.,2022-06-18 19:07:02
aeda22c8-ce4e-4014-8cfb-34fb040a791b,Ransomware Attack,Li Workstations,Result book Congress professional. Morning measure name knowledge perhaps. Opportunity front reveal.,2022-11-23 13:25:09
85c669ff-00bd-4a83-ad45-bc6b15ac2a80,Ransomware Attack,Wi Servers,Company note place place time suffer government. Red event trial occur green.,2020-01-12 05:09:17
b917702e-e026-4c08-97d8-7ae8d75b8d53,Ransomware Attack,Network Appliances,Event see rule rule PM foot politics. Worker line politics manager a keep. With threat history indeed out write song.,2020-07-20 20:20:21
8b496a6a-cf13-4f91-a647-98caaab7e45e,Phishing Incident,Wi Servers,Culture very nearly activity get nor hair. Or suggest commercial road. Debate structure clearly black design close should.,2023-05-11 14:44:32
09cd3f9f-b029-4129-acf1-d3c316dbea7a,Phishing Incident,Wi Servers,Force garden example where their full.,2020-08-01 06:51:34
7b40ec8d-2247-4a1f-8577-7ca4686b283d,Ransomware Attack,Network Appliances,Life church Mrs four view. Main low between question catch health. Lay your woman film group else reach.,2021-11-14 07:03:01
72cba1db-3222-4ac8-8817-840497cc9c46,Phishing Incident,Li Workstations,Fill upon weight sign. Also ground likely establish its high attack. Wonder last kid skill change exactly.,2022-03-31 16:22:08
46619d50-3f38-4878-b928-458ad03ef022,Phishing Incident,Network Appliances,Role deal great admit much similar also. Research model the tax unit interview.,2023-06-30 07:44:40
02647ad0-1e81-4713-9013-029975c346ca,Ransomware Attack,Wi Servers,Shoulder money send plant force age event. Which near world heart finish happy. New Democrat half too building policy.,2022-07-09 21:13:59
e70ea82e-b681-499d-b7ae-4ab306b5481e,Data Breach,Li Workstations,Level letter loss pass send citizen. Pattern hope its. Allow office worry old capital three.,2022-12-29 05:13:42
dc25fdec-45e7-46ec-8996-c0a604f5efb6,Data Breach,Li Workstations,Read understand action. Site require political despite attention. Ground door none student deep seem wall.,2023-05-31 19:01:36
a6dc3d60-5e5f-4a6f-8dc5-6baeb1dc3fd1,Data Breach,Li Workstations,Our ground fish debate. Single defense somebody sense interview.,2022-08-18 02:43:13
f2d876dc-2f45-4431-b239-5223267787b7,Ransomware Attack,Li Workstations,Build attack than interest. Leg begin suggest friend. Employee gas director business trouble.,2023-08-04 17:42:45
ea61f21f-9ac3-4861-956a-43aaa38384cb,Data Breach,Li Workstations,Tax turn where set. Realize society resource indicate benefit trade. Sign worry alone brother cost along as.,2020-05-19 10:19:58
624f1528-c60a-410a-9a07-be673352565b,Phishing Incident,Li Workstations,Whole already or according fall those continue rise. Body season girl.,2020-09-27 23:17:33
7e93e8b9-246f-4c15-834d-dd8ebf7c39db,Data Breach,Li Workstations,Tell mean million detail dinner manage society. Seat season chair home prepare. Stock data still phone side. Bar two development key represent choose ok.,2022-01-09 07:48:54
2f46cf51-760a-480d-b894-07e0da490444,Phishing Incident,Wi Servers,Perform support phone without cell later boy. Dark relate seven prevent. General discussion always individual.,2021-03-29 05:44:06
de588dfc-1c2e-4ddc-8cc8-f274f815b598,Ransomware Attack,Wi Servers,Yard deep water serve different morning government under. Wait between hear certainly.,2022-04-17 11:16:58
d3b9f5e3-e803-4ddf-8057-4bc422dbae1a,Ransomware Attack,Network Appliances,Election what attack movement media. Lead collection outside radio media. Because else toward trade.,2021-06-07 07:09:50
19a4af61-2cc8-4c19-ac15-842bac9c04f6,Phishing Incident,Wi Servers,Age just television always whatever. Move run per policy expert night raise field.,2020-07-27 22:45:47
04ebccc2-92d6-43b9-85c3-9a6809a39dd9,Data Breach,Network Appliances,Test authority manage population couple prepare partner window. Fish speak four. Feeling simply during its with present both.,2021-10-03 20:59:36
d9e71cc6-b724-4f65-a1d1-3561e113d7c7,Ransomware Attack,Network Appliances,Down range time example letter.,2020-02-11 17:43:16
2bb46282-3abd-4975-9294-c5515ad5b1d0,Data Breach,Li Workstations,Medical increase may shake. Next loss capital he pattern part sometimes audience. Sort dark management game.,2023-02-09 23:09:48
6c17e1a4-ef62-4381-9c6c-748f692a6893,Phishing Incident,Wi Servers,Pm despite yard whatever police discussion. General magazine board. Push from half trade. Class individual too radio program true manager.,2022-10-17 19:49:53
f2924381-3f09-4ed2-aa36-a2db24cf01bd,Phishing Incident,Wi Servers,Consider glass also go author speech teach. Make house check left.,2023-08-10 08:36:49
d25a0fd4-f927-443e-accc-d2426a343423,Ransomware Attack,Li Workstations,Tough peace vote say. Require grow produce expect through.,2020-06-21 08:59:34
685e89d0-325d-4f4b-9b7b-5f569a778a25,Data Breach,Wi Servers,Only somebody thank minute. Avoid admit lot movie.,2020-02-22 00:13:24
61640c42-206a-40cf-b58d-a2b2468e1f4e,Phishing Incident,Network Appliances,Member control yourself fish talk million myself seat. Financial example team law six entire.,2021-06-08 01:46:24
6d3b6d80-0b99-430f-9209-38efad8c8136,Phishing Incident,Li Workstations,Coach beautiful teacher take politics product camera forget. Now street into particularly risk wear process.,2021-04-16 02:02:18
2ffaa133-7c7b-43d8-8296-d487ce75cb54,Data Breach,Network Appliances,Four together carry above. Price good maintain specific election his single focus.,2022-01-23 18:36:25
1d13ffa1-14fd-413c-9cdb-80267a8d5e89,Ransomware Attack,Li Workstations,After suffer there sort media prove dark sister. Have old process matter claim.,2023-04-20 06:57:24
8756d624-79be-406a-ab05-96be0bff165c,Phishing Incident,Wi Servers,Training kind view plan student happen.,2022-05-12 16:29:04
d8d2381a-18fe-451a-87c3-c39dbbb3b772,Ransomware Attack,Network Appliances,Among control seat threat. Source thank throughout.,2021-04-24 01:07:17
4131032a-ab70-480f-8724-4aeea317b1fd,Data Breach,Li Workstations,Bed sister student nature rest. Wrong girl guess woman head sometimes.,2022-03-23 05:50:32
a20833ca-6178-4694-836b-ed1cb396670d,Ransomware Attack,Li Workstations,Easy range management health herself list. Officer much cup home pay month type culture. Police leg call another certainly writer room.,2020-01-05 21:20:07
be947e56-51b1-451e-ad99-0993e9c10576,Ransomware Attack,Wi Servers,Base him become laugh west should. Prove animal money area itself. Your region someone give pay crime. Usually require everything modern.,2020-04-24 22:23:36
bf60d5b1-30fd-4a62-97a2-e4d8973846ff,Ransomware Attack,Wi Servers,Federal color in event garden ability. Thus population food kid miss. Successful result particularly eye hope.,2021-04-16 11:36:35
919a0b09-79c0-4f0d-8dc6-f705048af31b,Phishing Incident,Wi Servers,Minute next doctor hard make. Way collection project into those pattern. Daughter test situation short respond argue million bag.,2021-09-07 19:32:12
14c8977c-292e-4c0b-a49d-d181d90c70b6,Ransomware Attack,Wi Servers,For investment magazine really power world like. All fly direction free trial future south. Grow question imagine include artist goal.,2023-01-13 11:29:44
c22e7b8f-8e8e-4e72-ab64-aecbb9f3dc5b,Phishing Incident,Network Appliances,System may carry activity. Head forward soon.,2020-05-10 16:06:43
0ae09625-581e-42a3-904e-0edde2dcd0cc,Ransomware Attack,Li Workstations,Dark increase church often day scientist time public. Whatever trial performance they meet address national mother.,2020-02-02 07:42:11
2ca089e0-fde2-4094-b033-1ac9a99e23c3,Ransomware Attack,Wi Servers,Under else address by voice travel participant. Modern what fight soldier region tonight.,2023-06-29 09:54:53
2d704a44-3f40-407f-ad26-04ec9c26ce8e,Ransomware Attack,Wi Servers,Quickly base treatment modern. Present democratic view commercial rise continue letter.,2023-01-14 12:21:12
3fe02a7d-eaf7-46a6-86bc-e749034ffc9e,Phishing Incident,Li Workstations,Son film at about discover certainly skin. History office human federal crime small compare travel.,2020-01-14 18:02:46
d2c8ee00-6512-48c7-ae8a-9888d40a86ed,Data Breach,Network Appliances,Century wish which society Republican third debate impact. Visit share anyone million.,2021-11-09 10:16:36
0ea6320a-285b-4714-8154-9160aa5ca594,Phishing Incident,Wi Servers,World type training power beat know.,2021-09-09 01:55:17
94168f8d-d76e-4eb5-bea3-af4b2b91ffc0,Phishing Incident,Wi Servers,Consider democratic opportunity contain. Score run station point.,2021-12-27 09:06:13
f51f0195-99c7-4a9c-b63f-1570fc06fd8c,Data Breach,Network Appliances,Price impact think kid. Data put stage main save. Probably machine you must war.,2020-10-21 11:17:44
0cf70588-ed0a-475a-a358-aba063e7f6c8,Phishing Incident,Network Appliances,By market a travel even. Speak ball environmental officer rather. Too pattern son read wish one difference.,2022-01-04 23:55:08
e4b43cbc-23b2-4c2b-b5ec-d77c9ddf3186,Data Breach,Wi Servers,Success understand medical man attention people. Miss me almost eat majority best husband. Culture some hand treatment free.,2023-01-25 22:17:06
688131d7-4cbf-48f0-8b38-8ffc21610a35,Ransomware Attack,Wi Servers,Recent commercial thing opportunity now. Star hot short house only southern hope. Ground suggest western dark attorney skill.,2023-09-07 22:14:48
a97d089b-de63-435b-b662-c9deed057ead,Data Breach,Wi Servers,Night soon consider region be bar ok. Current current air wide pull join relationship. Activity leave conference increase machine throughout.,2022-02-17 07:27:03
1bb35308-4f6c-4ca8-8699-2ffc509f03c0,Ransomware Attack,Network Appliances,Idea test easy score. Various issue left first college either follow matter. Film water space story thought really.,2022-11-28 10:43:50
fde184fb-2941-4e77-af7b-9dcaa2a88145,Ransomware Attack,Network Appliances,Relate wife least blood quite dog compare. Clear she dinner box road.,2021-11-15 17:44:01
a44b9cee-f562-49f1-a1e8-dcdaa39d8267,Phishing Incident,Wi Servers,Discussion manage garden will. Discussion pretty say student hope over card government.,2020-09-11 16:40:55
2dc7348b-887a-41eb-96d6-3d71bab3602f,Phishing Incident,Network Appliances,Himself environment claim he measure page no. Two later hand short take.,2020-08-27 03:04:29
33bd1176-ce3d-4639-9b31-08d3305449ea,Phishing Incident,Li Workstations,Yard student attorney quality table care.,2022-06-30 13:24:03
991a518f-50af-41eb-8079-aab092171822,Ransomware Attack,Li Workstations,Learn again moment house environment man realize. Man place week bill paper. Decision or bed cover size should attention.,2020-08-16 02:30:21
01747305-6295-45bc-8102-c98b71f39a00,Phishing Incident,Li Workstations,Seek affect hotel while office produce meet. Now young president record. Information field thing standard list traditional customer.,2022-09-20 15:47:56
05a31759-de8d-495e-897d-060fb8253822,Phishing Incident,Network Appliances,Himself central practice. Result new officer itself wrong her.,2022-01-21 07:49:15
96f8efcb-0097-4b3b-aaa2-47059614d49e,Phishing Incident,Network Appliances,Protect true here public sort rise. International eye position. One relationship high might grow number future.,2021-12-27 06:37:04
c34e56d4-8aff-4d9a-909a-40e4acc180b7,Ransomware Attack,Network Appliances,To oil sense against explain part say daughter. Amount worry design pull blue. Attorney mouth officer area east.,2023-09-08 04:08:24
b412ef21-92ed-4ba1-a38f-c1a2be405528,Phishing Incident,Li Workstations,Arrive consider church possible Republican research decision. Close shake leave go song seem responsibility sea.,2021-05-13 16:54:51
3ff78840-3382-4d56-b881-b8ffd8878f09,Ransomware Attack,Wi Servers,Become church American create entire apply. Management big book even most read. Order mother organization control. Company road those art arm.,2022-09-18 04:43:02
9dfa410c-d7c7-407b-b2b1-fe37dd4771e0,Ransomware Attack,Li Workstations,Give that operation goal affect. Draw west suddenly protect science pressure.,2021-06-03 05:30:37
06a5a34f-00b7-4819-8ca6-be8b5d0a9c65,Phishing Incident,Li Workstations,Middle truth turn take see pay. Very tree police magazine.,2023-08-07 12:58:05
3ef3cf68-4258-420c-b32b-95e9027b6fb0,Ransomware Attack,Wi Servers,Clearly remember card event represent election picture whom. Service agreement generation rich action although sense. Personal trouble anything knowledge heart analysis. Prepare for commercial involve force.,2020-05-01 16:47:58
66cdcd0f-1233-4eec-9e51-1e2243a549d7,Phishing Incident,Li Workstations,Lose participant interest price community. Stand perhaps response training fish. Sense describe skill serious foreign tree.,2021-01-07 12:16:30
51c98925-352f-4101-a887-7ccc0a949026,Ransomware Attack,Li Workstations,Challenge mission between him. Happy machine position hand.,2023-07-29 20:48:48
ed51f771-dffa-48b6-9534-b66c3a21fab4,Ransomware Attack,Li Workstations,Administration quality computer government certain follow test.,2021-04-13 10:52:38
5e044883-b8cd-47d3-bf22-e1b24b56f375,Data Breach,Wi Servers,Order item no too however writer. Executive benefit we help focus.,2021-12-11 15:43:13
c8deffe0-ce3e-4754-8f81-f8edd7f39c39,Phishing Incident,Li Workstations,Situation certain college over about stand push treatment. Difference act nature.,2023-04-10 11:02:45
9e145672-c6e8-4a88-a199-96a08b6ff545,Ransomware Attack,Li Workstations,American reach try color degree floor society. Fact best in. Stay person within table.,2021-07-26 15:32:23
1bbd1424-d1d1-4df8-a809-dcd72873b720,Ransomware Attack,Wi Servers,Foreign other case continue. Couple away direction third bar. Poor these end until method.,2020-02-18 16:56:51
e47a867f-f853-4b18-bb4d-11720fec6b28,Data Breach,Wi Servers,Owner sister bar some. Read event son score space race. Event guess material cup wind home. Probably spring social nearly sometimes them.,2021-03-15 14:25:16
be017a78-5714-42a6-999b-31b8167d4518,Phishing Incident,Network Appliances,Choice same none often international player choose might. Respond hand role race issue.,2021-04-06 02:27:09
5102786d-1f3d-4e72-ae18-c35164159173,Phishing Incident,Li Workstations,Especially inside indicate bit me.,2021-11-05 12:18:18
51b41897-8a9a-459d-b41f-f320a78ab70f,Data Breach,Wi Servers,Value pick three month many painting evidence by. Individual buy himself fire medical develop.,2020-12-08 16:16:37
13346252-3364-4145-b971-5b3783f79dc4,Phishing Incident,Li Workstations,Service doctor million glass never series. Long fear finish style too difficult not event. Call policy now rich also right.,2021-06-03 10:56:21
e8ffd30a-5847-4910-8f37-ff40a6faf000,Data Breach,Wi Servers,Meet else ten class doctor happy reveal. Style meeting white yet artist view tend. Report around their property other begin.,2020-04-02 11:30:59
42339de4-0f43-46fe-b275-3725b9bfcd84,Ransomware Attack,Li Workstations,Answer wonder meet soon sell eight without. Lead than increase bit task then.,2021-05-17 18:42:17
fd91aec4-42c7-4926-a790-e68045111473,Ransomware Attack,Li Workstations,Yard many thousand investment. No also Republican dream recent analysis religious assume.,2020-07-30 21:20:24
13c1bbfc-7346-4d79-9698-415f525014de,Ransomware Attack,Network Appliances,Early travel here. Edge then film ok similar.,2022-04-14 18:23:32
678fa311-66ad-4ae1-a9a1-ea2c4b1ccb34,Phishing Incident,Wi Servers,Road sort apply poor lawyer. Share third girl protect new wind happen stuff.,2021-07-10 12:07:49
d1266d42-5e8c-41ab-aadc-8c8b05eb285c,Ransomware Attack,Network Appliances,Employee true dinner TV exactly expert. Provide build the air cause into officer wife. Fund item support car reach off sense.,2023-01-05 21:28:20
eff0c13d-f205-4dca-a13e-d8ffa020f294,Ransomware Attack,Li Workstations,Skill to beyond we argue occur popular. View market soldier theory side station walk.,2020-02-15 01:09:38
1a37c1a5-2d82-4e49-baa3-6036e57743dc,Ransomware Attack,Network Appliances,Friend opportunity cup else common try project. Kitchen high mind yourself. Imagine must successful program left.,2022-04-05 23:32:34
dde2112c-e4ea-4062-8597-3e38df602b0f,Data Breach,Li Workstations,Threat lay brother again. Sure short attack throw blood reason community good. Continue themselves turn account agree. Show recently until bag build treatment.,2023-02-26 16:01:34
2cdd9570-942d-46cd-9e9f-e64519fbb8eb,Ransomware Attack,Li Workstations,Right main over girl not his per past.,2020-05-29 03:55:25
878939a4-f83e-40cd-b532-391b5a80ea28,Data Breach,Wi Servers,Able could month piece choice front attention. Break some bit assume.,2021-03-23 21:27:03
c40a5e45-cfb4-4b2b-8ff0-8119f0644b30,Phishing Incident,Wi Servers,Environment table tonight according. Blood American close prevent.,2021-07-03 16:00:40
9af08be5-1f35-4377-9026-b4312ba64429,Ransomware Attack,Wi Servers,Walk seven mouth show. Enough purpose case tough take.,2022-03-08 00:29:03
def1db72-ca2b-45ea-90fa-5933a2b96d17,Phishing Incident,Network Appliances,Building various bit cut above. Else artist support listen return summer.,2022-08-24 23:20:55
