,Transportation_Method,Storage_Facility_Type,Distribution_Network_Type,Food_Waste_Metrics,Crop_Type,Soil_Texture,Soil_Health_Index,Supply_Chain_Sustainability_Index
2174,Rail,Dry Storage,Global,2.1197493187676266, Millet,Sandy clay,80.55032631199576,7.396366256823495
2175,Truck,Cold Storage,Local,1.4238236453761908,Maize,Sandy clay loam,79.53580681826841,2.395537492711721
2176,Ship,Cold Storage,Regional,1.4489642879663545, Millet,Sandy loam,67.43508128031806,5.860840789879431
2177,Rail,Dry Storage,Local,2.1648932743131044,Beans,Sand,84.41611904473842,1.725501596195958
2178,Ship,Cold Storage,Regional,3.456734895938157,Rice,Sandy loam,70.67268269198703,7.901005820799188
2179,Rail,Dry Storage,Regional,4.21728130438869,Wheat,Silty clay loam,50.06457969937824,6.264289852523467
2180,Truck,Dry Storage,Regional,4.597001227926259,Beans,Silt loam,81.38807107450933,1.7755002406127351
2181,Ship,Cold Storage,Global,3.495013537476931, Millet,Sandy clay loam,71.23978711144065,8.63727570280005
2182,Ship,Dry Storage,Regional,1.022525250992215,Rice,Sandy loam,30.890909718294438,5.923167532990318
2183,Rail,Cold Storage,Global,1.745267106074134,Wheat,Loam,93.11509244392165,9.294330790119862
2184,Ship,Cold Storage,Regional,1.3989048154134718,Beans,Sand,68.19505328270193,9.249610363103013
2185,Rail,Dry Storage,Global,2.45329790227604,Wheat,Sandy loam,90.80390858356722,9.284570105379242
2186,Rail,Dry Storage,Global,3.0054039745349836,Maize,Sandy clay loam,91.79157872875712,1.7000668018042118
2187,Rail,Cold Storage,Global,1.1735887143142434, Millet,Loam,61.14766597145619,2.0886198557907107
2188,Rail,Cold Storage,Local,2.3939119031826213,Beans,Loamy sand,65.53619975158617,9.889352287445782
2189,Truck,Dry Storage,Regional,1.7167186985012903,Beans,Silt loam,59.10280713729213,5.388407392588354
2190,Rail,Dry Storage,Local,3.5882806650354957,Rice,Silt loam,61.46057427156319,3.1439264754623286
2191,Ship,Dry Storage,Regional,2.85708947729736,Rice,Loamy sand,92.66030112802095,7.926980396487922
2192,Truck,Dry Storage,Regional,2.981270587735635,Rice,Silty clay,85.17008097775377,3.378566990912338
2193,Ship,Cold Storage,Local,2.7107671521338443,Wheat,Silt,38.85679734209046,7.544941192167781
2194,Truck,Dry Storage,Global,4.8240788419462675, Millet,Sandy clay,72.72154470780671,8.53557200064785
2195,Rail,Cold Storage,Regional,1.858940500486253,Wheat,Loam,99.71346482704396,8.058370395657526
2196,Truck,Cold Storage,Global,3.0666570393754973, Millet,Sand,71.68854908627401,3.4664302737814188
2197,Truck,Dry Storage,Local,3.9440694734613437,Beans,Sandy loam,85.01101379151739,4.614567166713133
2198,Ship,Cold Storage,Global,3.2273776525382503,Wheat,Silty clay loam,83.83430313668197,4.719259029099487
2199,Ship,Dry Storage,Regional,4.716083542867205,Wheat,Sandy clay,54.522226811063,5.4214562629402465
2200,Rail,Cold Storage,Regional,2.5118734225651367,Wheat,Sandy clay loam,56.029451189277125,2.5063556638612243
2201,Truck,Dry Storage,Regional,2.854703223092712,Maize,Silt,80.68534952532823,5.072230453729082
2202,Truck,Cold Storage,Local,1.3540892608589137, Millet,Sand,64.99884721233846,5.597046914639318
2203,Truck,Cold Storage,Regional,3.435996444207714, Millet,Silty clay loam,69.93994963912715,5.785380969229472
2204,Rail,Dry Storage,Local,2.152847873792424,Wheat,Silty clay loam,79.90340532553863,8.379103869860124
2205,Rail,Dry Storage,Global,1.6412361580622754,Maize,Sand,84.43025189273351,5.6560104863154566
2206,Rail,Cold Storage,Regional,3.1781251716180323,Wheat,Silt,49.006160441315,3.0770553026230765
2207,Rail,Cold Storage,Regional,3.1292410535196424, Millet,Sandy clay loam,40.2755631605874,6.968158644197684
2208,Rail,Dry Storage,Regional,1.3034865648961902,Beans,Loamy sand,50.42562527066077,8.175827296779627
2209,Ship,Cold Storage,Global,3.792861813977891,Maize,Sandy clay,65.52768275644529,3.874344997944356
2210,Truck,Dry Storage,Regional,3.4950887626034115,Maize,Clay loam,53.94989221079274,6.807753361158447
2211,Truck,Cold Storage,Local,1.7560691309859888,Wheat,Clay loam,69.78539311933156,2.322441963514114
2212,Truck,Dry Storage,Global,2.8777394486161754,Beans,Silt,33.74260068879399,4.0773367412025765
2213,Truck,Cold Storage,Global,3.88129166591424, Millet,Silty clay loam,65.68252881296371,9.183015365946707
2214,Truck,Dry Storage,Global,3.117742962165106,Rice,Sandy loam,55.758943485639556,9.201773468463138
2215,Truck,Dry Storage,Global,2.581956304734281, Millet,Loamy sand,67.42667284250177,6.1779212086875726
2216,Truck,Cold Storage,Global,2.2893538323237745, Millet,Loamy sand,59.57733484194837,7.32116314778596
2217,Truck,Dry Storage,Local,3.4415754665762144,Beans,Silt,49.89580954462797,8.686138736853472
2218,Ship,Cold Storage,Global,4.756434793240962,Maize,Sandy clay loam,93.2875533820345,9.62697866781364
2219,Truck,Dry Storage,Regional,3.6869793619099336, Millet,Silt,42.93354918949498,5.408977962607925
2220,Ship,Dry Storage,Global,1.298983614545262,Maize,Silty clay,77.69559029063917,6.054181629634309
2221,Rail,Dry Storage,Global,2.842739893928535,Beans,Sandy loam,94.72512988076899,4.740774099830473
2222,Truck,Cold Storage,Global,4.56329652604251,Beans,Silt loam,67.70689717798032,1.6478374335078587
2223,Rail,Dry Storage,Global,1.3778497032043475,Wheat,Clay loam,91.34859420056375,4.805231252039366
2224,Rail,Cold Storage,Global,4.955502848550173,Rice,Silt,38.739603490329905,8.115646054447694
2225,Rail,Dry Storage,Local,4.796277574581685,Beans,Loamy sand,64.56521391794857,8.243969481923758
2226,Ship,Cold Storage,Local,1.3130979229195034,Beans,Sandy clay loam,61.991769633665754,9.031394031339698
2227,Rail,Cold Storage,Global,4.73365328179822,Maize,Clay loam,30.56831649258964,1.4632003465837218
2228,Rail,Cold Storage,Local,2.452530361037849,Beans,Loam,61.028013895153414,5.744391306225705
2229,Rail,Dry Storage,Regional,4.37883666830345, Millet,Clayey,55.83208294678185,1.9668203914336864
2230,Truck,Cold Storage,Global,2.673533350853086,Wheat,Sand,76.88591094422307,2.80667964849169
2231,Truck,Dry Storage,Regional,2.7634204508100635,Wheat,Loamy sand,95.6830845003563,9.101948521425458
2232,Ship,Cold Storage,Regional,3.5369723639101704, Millet,Loam,36.00537617834256,5.471121325867262
2233,Ship,Cold Storage,Global,4.097909677103933,Beans,Sandy clay loam,52.92334707002362,7.826904288069523
2234,Truck,Cold Storage,Regional,1.1351566037929945,Rice,Loamy sand,61.084531617597634,1.5794569533581275
2235,Ship,Cold Storage,Regional,3.372623982108537,Beans,Silt,61.862976462406834,4.751438535323668
2236,Truck,Dry Storage,Regional,1.746931976389484,Wheat,Loamy sand,84.23668045895776,7.068162525979039
2237,Rail,Cold Storage,Global,2.3837980714528118,Rice,Clayey,61.03769660834085,2.2006583315039197
2238,Rail,Cold Storage,Global,2.391874664620866,Maize,Sandy clay loam,31.901291101755735,3.9323609119511485
2239,Ship,Dry Storage,Regional,2.8762413608846145,Maize,Loamy sand,79.70728662149818,1.5809302452149492
2240,Truck,Cold Storage,Global,2.3365456475046935,Beans,Sandy loam,91.93807866019702,6.862059467825594
2241,Truck,Cold Storage,Global,1.429444473802671,Beans,Silty clay loam,65.9733298784771,9.738021331523067
2242,Ship,Cold Storage,Regional,1.5825149541018058,Rice,Loam,70.67759651889537,8.443409420285466
2243,Truck,Cold Storage,Global,1.1337519422443907,Rice,Silt loam,41.40555072783323,9.77160805126809
2244,Rail,Dry Storage,Local,2.8809963413150173,Beans,Silty clay loam,45.44521612752699,8.61044315588557
2245,Ship,Dry Storage,Global,4.817790779411954,Wheat,Sandy clay loam,46.46191673872282,8.696762255772807
2246,Ship,Cold Storage,Local,1.4627008945924662,Maize,Clay loam,60.15193824169067,6.194594758342084
2247,Truck,Dry Storage,Regional,4.7850579720123285,Rice,Silty clay,94.97016546269495,5.66427080271889
2248,Ship,Dry Storage,Global,3.933446058928374,Wheat,Sandy loam,66.52493367004203,4.656288397850448
2249,Truck,Cold Storage,Regional,3.5499952117366527,Beans,Silty clay,43.446835164094686,8.36285405541292
2250,Truck,Dry Storage,Regional,3.5811110212942516, Millet,Silty clay,48.62614151082647,2.6386085105022214
2251,Truck,Cold Storage,Regional,4.306910593585128,Rice,Loam,56.8810520809029,1.5060242424177388
2252,Truck,Dry Storage,Regional,1.4276794575192855, Millet,Sandy clay loam,73.62812829849597,9.531044404162076
2253,Truck,Dry Storage,Regional,3.019017294262167,Wheat,Loam,60.80232071028038,1.0340036668312935
2254,Ship,Dry Storage,Global,3.788364553043034,Maize,Loamy sand,57.471139092384746,9.791463896882666
2255,Rail,Cold Storage,Local,3.3472817802942547,Wheat,Sandy clay,69.53100202792963,7.559680328863893
2256,Rail,Dry Storage,Global,4.331116284093179,Maize,Silt,46.92844964681258,3.956490277280449
2257,Ship,Cold Storage,Global,1.289086836045406,Wheat,Silty clay loam,35.52322908092076,7.280378587776792
2258,Ship,Cold Storage,Global,3.762804157996664,Rice,Loamy sand,31.70900203755555,8.360876414666146
2259,Rail,Dry Storage,Global,3.136110921538871,Rice,Sand,47.5881414426989,3.208258503877923
2260,Rail,Cold Storage,Local,2.5166434559197737, Millet,Clay loam,36.41144239011281,7.938061149516237
2261,Rail,Dry Storage,Global,2.3610999289361234,Wheat,Sand,53.543844696453675,8.239326625074161
2262,Rail,Cold Storage,Regional,3.4833305310967715,Wheat,Sand,84.10534782518289,3.244191671128109
2263,Rail,Cold Storage,Global,4.563981498577059, Millet,Sandy loam,80.14060313407867,1.3773371894018518
2264,Truck,Dry Storage,Global,2.984703704404461,Beans,Silt loam,72.76493359516202,2.837100561022879
2265,Ship,Dry Storage,Local,4.298892656307681,Wheat,Clayey,89.67501707156352,2.80581768000455
2266,Truck,Dry Storage,Local,2.60862552737587,Wheat,Silty clay loam,49.74473371809937,1.5871640875793487
2267,Rail,Dry Storage,Regional,1.4095778511727062,Wheat,Silty clay,91.9537627120976,7.534066461896763
2268,Rail,Cold Storage,Global,1.2460229458345542,Beans,Sandy clay,57.94674187684254,4.419774320125674
2269,Rail,Cold Storage,Global,1.2053374852947103,Rice,Loamy sand,58.06253227866386,8.959475507084726
2270,Truck,Cold Storage,Global,2.5206005678306798, Millet,Clayey,58.37461295378651,3.269539950986674
2271,Truck,Dry Storage,Regional,2.3489510033433683,Beans,Clayey,36.8666056368687,5.079089485899346
2272,Rail,Cold Storage,Local,3.871748094490278,Maize,Sand,98.2843348831739,6.751156860340865
2273,Truck,Dry Storage,Regional,3.9712860063394633,Maize,Sand,39.69547444776114,8.897184547046002
2274,Truck,Cold Storage,Global,1.2034158753349593,Beans,Clay loam,53.862000712842914,5.721589914574373
2275,Rail,Dry Storage,Local,1.8844930515560598,Beans,Sandy clay,52.351022422873,4.361721650311445
2276,Truck,Cold Storage,Local,2.097047400635599,Rice,Sandy clay,35.227560297169674,8.80313570624808
2277,Ship,Cold Storage,Regional,3.1904479365712377,Maize,Sandy clay,40.65820910783137,3.792217822188495
2278,Ship,Dry Storage,Local,1.578060895627801, Millet,Loamy sand,33.14008353297701,1.7148132966931882
2279,Ship,Cold Storage,Local,1.5357648776000015,Wheat,Silty clay loam,50.46831454923594,5.00537896759216
2280,Ship,Dry Storage,Global,4.775155556831832,Wheat,Silty clay loam,90.66598468202346,8.065839758481928
2281,Rail,Cold Storage,Global,4.216811629191124,Rice,Loamy sand,53.760954401616914,1.2770274857817077
2282,Rail,Cold Storage,Local,1.7226196083646812,Rice,Sandy loam,38.658428244716546,6.2729402049063285
2283,Rail,Dry Storage,Local,2.626271231621964,Maize,Loamy sand,75.19857078687426,6.350176436745125
2284,Ship,Dry Storage,Regional,2.422487997030262, Millet,Silt,99.76206384384373,9.356875870846434
2285,Ship,Cold Storage,Regional,4.164016296261629, Millet,Sandy clay loam,46.26266526723493,3.5781833543051964
2286,Truck,Cold Storage,Local,3.0408516659124882,Beans,Clayey,49.56997037593986,3.5095295188962656
2287,Truck,Cold Storage,Global,1.511398947973868,Rice,Silt,98.02929379965519,4.964352862057103
2288,Ship,Cold Storage,Local,3.9559682526249755,Wheat,Sandy loam,42.5143401285341,4.212234113243636
2289,Ship,Cold Storage,Local,2.587551912899676,Wheat,Clayey,65.78498472214147,7.627112764203941
2290,Ship,Cold Storage,Global,2.0516969905285882,Maize,Sandy loam,46.77564931112664,6.775768694183946
2291,Ship,Dry Storage,Global,2.5019944880828806,Wheat,Clayey,95.26463285308706,7.830289341156397
2292,Truck,Dry Storage,Regional,2.9910262544275854, Millet,Loamy sand,98.70647102034059,8.380376120788203
2293,Ship,Dry Storage,Regional,2.3724620656680377, Millet,Loamy sand,87.02884922840107,9.306830194607329
2294,Truck,Cold Storage,Regional,1.9676230903670313,Rice,Silty clay,52.03486710689674,4.878430586061828
2295,Ship,Cold Storage,Regional,2.5940081152159213,Maize,Clayey,58.24412326963535,9.862276505243946
2296,Ship,Cold Storage,Global,1.076691642999593,Wheat,Silt loam,46.9613978566495,2.9409473206328745
2297,Ship,Dry Storage,Local,4.089991384385256,Rice,Silty clay,92.3530576906294,7.429286457525957
2298,Truck,Dry Storage,Regional,1.6837795742703432,Beans,Silty clay,94.01907943817106,5.806083855764704
2299,Truck,Cold Storage,Regional,1.175618454522549,Beans,Clay loam,59.320946357223306,8.35210535216395
2300,Rail,Cold Storage,Global,3.614794771620317,Wheat,Silt,75.95731489321014,5.290934685457834
2301,Ship,Dry Storage,Global,4.0957445152946885,Wheat,Silty clay loam,41.58872258422857,8.055447718261881
2302,Rail,Dry Storage,Local,4.255316526371373,Wheat,Silty clay,60.44551302543863,9.371518431829102
2303,Rail,Dry Storage,Local,2.9740367306424, Millet,Silt loam,74.20493746714483,7.590648395260786
2304,Truck,Cold Storage,Global,1.8214727387599412,Wheat,Sandy clay,56.97821829626137,7.984848575964919
2305,Truck,Cold Storage,Regional,3.948910708999307,Beans,Loam,55.031966798052196,1.604578881392705
2306,Rail,Cold Storage,Regional,3.7988523086173487,Wheat,Silty clay loam,30.069929458685987,2.844618960090526
2307,Ship,Dry Storage,Regional,1.985082936412693,Maize,Clayey,86.30054246439798,9.768733664532343
2308,Truck,Dry Storage,Local,4.6136310234511715,Beans,Sandy clay,92.25363284150137,7.23868303408655
2309,Ship,Cold Storage,Regional,1.417485832331316,Maize,Silty clay,97.86244706820825,6.053041155799042
2310,Ship,Cold Storage,Regional,4.930752958365303,Beans,Silt loam,80.34899695484509,4.3027873605680504
2311,Rail,Dry Storage,Global,4.440991243909858,Rice,Sand,68.41546186589193,1.3995010108622612
2312,Rail,Cold Storage,Regional,3.751594581916301,Beans,Silt loam,48.84991638660966,4.322223171677215
2313,Rail,Dry Storage,Global,4.754999553119331,Beans,Silt loam,99.95096331744489,5.490215859606183
2314,Rail,Dry Storage,Regional,3.889244673294831,Maize,Silt loam,71.28269981724739,2.903135584481981
2315,Truck,Cold Storage,Local,1.7618279881201837,Maize,Loamy sand,77.68078506313124,2.558231121464493
2316,Truck,Dry Storage,Regional,2.768624552451247,Beans,Silt,77.76843133687224,5.575748962217651
2317,Rail,Cold Storage,Regional,1.2860120973265414,Beans,Silt loam,89.1676257030027,6.273138120647895
2318,Truck,Dry Storage,Global,2.5586296891524616, Millet,Loamy sand,30.677077719284345,3.159261269690724
2319,Rail,Dry Storage,Global,3.9664120789488346,Rice,Clayey,45.41728583019603,6.286505270105917
2320,Ship,Cold Storage,Global,2.5457734037232695,Rice,Sandy clay,76.58738001190098,9.103059674868655
2321,Ship,Dry Storage,Regional,2.3211767018725364,Wheat,Clay loam,92.66020157771975,5.258559322192184
2322,Ship,Cold Storage,Regional,3.3814228900412475,Beans,Silt,77.97371473449493,8.716511526284632
2323,Rail,Cold Storage,Local,4.48881811599558,Beans,Silty clay,58.94439040455761,9.345443000799866
2324,Ship,Dry Storage,Regional,1.1903327701844497,Beans,Sandy clay,55.308884710918306,1.8315462604337713
2325,Truck,Cold Storage,Local,2.5418817387989416,Beans,Clayey,81.65636057983244,1.862304216911173
2326,Ship,Cold Storage,Global,1.6329629672610508,Rice,Silty clay,81.88663879960353,5.284397645988413
2327,Ship,Cold Storage,Global,3.7814170029274785,Maize,Sandy loam,72.49405947539833,6.292921998859324
2328,Ship,Cold Storage,Global,1.4228982417245395, Millet,Silty clay loam,50.4026916868136,4.832951180185264
2329,Truck,Cold Storage,Local,3.659231034320978,Maize,Silty clay,94.76083728733805,3.9380569337575273
2330,Rail,Cold Storage,Regional,2.1447234831916293,Maize,Silty clay,68.63159594830474,6.768947045135403
2331,Truck,Dry Storage,Global,1.7956672549488988,Rice,Loam,85.33446493738313,1.0187336111492824
2332,Rail,Cold Storage,Regional,4.7454102312999416, Millet,Sandy loam,45.00157835132821,9.712659527773681
2333,Rail,Dry Storage,Regional,1.0740983069838235,Beans,Sandy clay loam,54.08285520303095,3.088711793692199
2334,Ship,Dry Storage,Global,2.7511090875582758,Rice,Clayey,91.22056614711397,9.253888917247064
2335,Rail,Cold Storage,Local,1.0865079698471751,Rice,Clay loam,33.50749209579779,1.981132700810554
2336,Truck,Dry Storage,Regional,2.934372192417316, Millet,Sandy clay loam,65.86207178796634,3.142784638401153
2337,Truck,Dry Storage,Global,3.004189511177673,Wheat,Sand,63.71938358908063,3.1138633097875035
2338,Rail,Cold Storage,Regional,2.286649885578988,Rice,Sand,82.58611322356575,9.965376137805816
2339,Ship,Cold Storage,Regional,1.5286471101000947,Maize,Silt loam,49.73256394195327,1.0414049115329598
2340,Ship,Cold Storage,Regional,2.5055501509379012,Maize,Clay loam,45.33467753017196,6.756743883731462
2341,Truck,Dry Storage,Regional,3.689051759730264,Beans,Sandy clay,94.82929871412637,8.827179229547674
2342,Ship,Dry Storage,Regional,4.1295832345778365,Rice,Silty clay,70.01967563709253,7.050462886222631
2343,Rail,Cold Storage,Local,3.1230024095525692,Beans,Sandy loam,37.328269779855816,4.264604363952498
2344,Rail,Cold Storage,Local,3.3593375777590224,Rice,Clay loam,43.51253135500247,9.624784264326413
2345,Truck,Dry Storage,Global,1.8024654844986108, Millet,Sandy loam,99.91782416599739,9.04168679130137
2346,Rail,Dry Storage,Local,2.149321332910598,Rice,Loam,43.69262973765347,4.90559428224566
2347,Truck,Dry Storage,Local,1.6475824402094337,Wheat,Sandy clay,72.7332857947575,6.159956433500471
2348,Rail,Dry Storage,Local,1.9971814000184454,Maize,Sandy clay loam,59.40896552969327,9.707672690247167
2349,Truck,Cold Storage,Regional,1.899547120902127, Millet,Sandy loam,91.99193663948847,9.84304325733823
2350,Ship,Dry Storage,Regional,3.0777951455649504,Maize,Loam,82.86180146067295,5.04840948146157
2351,Rail,Dry Storage,Global,3.2507550231629176,Beans,Clay loam,71.78659773832712,8.626150253287797
2352,Rail,Dry Storage,Global,4.779789683286018, Millet,Loam,30.751728725858776,3.717822042585427
2353,Truck,Dry Storage,Global,1.7822825884060922,Wheat,Silty clay loam,91.58566452454218,4.346315856375982
2354,Truck,Cold Storage,Regional,3.5667028406459838,Maize,Loam,61.12672295871014,2.4833969469120363
2355,Rail,Cold Storage,Local,4.2690370759500915,Rice,Loam,95.21043571130036,2.8826613349905728
2356,Truck,Dry Storage,Local,3.24096585513221,Rice,Silt loam,64.68773089979408,6.91185972033423
2357,Rail,Dry Storage,Regional,2.020014610004303,Rice,Sand,78.59571424279079,5.597034562063728
2358,Ship,Cold Storage,Global,2.050200920080001, Millet,Sandy clay loam,34.85048546266495,3.0801867456304257
2359,Truck,Cold Storage,Global,1.1570122122839996,Wheat,Silty clay loam,82.16061574687501,4.626186547254873
2360,Rail,Dry Storage,Global,2.2217769061939268,Wheat,Clayey,53.659722191834604,4.358651138773135
2361,Ship,Dry Storage,Regional,3.9784147160135204,Wheat,Silty clay loam,54.59513100322466,9.886241840818009
2362,Ship,Cold Storage,Global,1.1900710288284415,Maize,Sand,38.305909129657294,8.682092534902413
2363,Rail,Cold Storage,Global,1.8771811300193226, Millet,Silt,40.28000040481416,4.491697000454418
2364,Truck,Cold Storage,Regional,3.8249299941271278,Rice,Sandy loam,43.00313393443471,9.225249210064298
2365,Rail,Cold Storage,Local,4.130606251291507,Maize,Loam,52.974431799999564,4.08371852465354
2366,Ship,Cold Storage,Regional,2.8212736402477137,Wheat,Clay loam,92.43789389429239,7.011113614613735
2367,Rail,Cold Storage,Regional,3.7922973539145954,Rice,Loam,55.77821667610563,9.699849970139013
2368,Truck,Dry Storage,Regional,2.551808674619568, Millet,Clay loam,80.70538945942529,4.51250977589697
2369,Ship,Cold Storage,Regional,1.63965298009651,Beans,Loam,35.792325272290995,7.1189646859444045
2370,Rail,Cold Storage,Local,2.592597974091626,Wheat,Silty clay loam,71.37691594903949,3.663314299563699
2371,Truck,Cold Storage,Global,3.3198712808125714,Wheat,Silt,63.73238618893077,3.3968108403817716
2372,Ship,Cold Storage,Regional,4.792213127411561,Wheat,Sand,98.45705628681532,6.167409997883968
2373,Truck,Dry Storage,Local,1.2750038083547093,Wheat,Sandy clay,89.23454389152741,9.813381382298964
2374,Ship,Dry Storage,Global,3.0295763753798424,Rice,Loamy sand,61.83808407070548,5.078204638481529
2375,Rail,Cold Storage,Global,2.3156791128428975, Millet,Sandy clay loam,84.25999348317372,9.438732732849227
2376,Truck,Dry Storage,Global,3.033246777106778,Maize,Sandy clay,43.512711890564425,9.229271682202855
2377,Ship,Dry Storage,Regional,1.0959017895061267,Rice,Sandy clay loam,69.36354291742447,3.283863511104953
2378,Truck,Dry Storage,Regional,2.2521014188063253, Millet,Sandy loam,35.223333889809574,4.616374663758947
2379,Truck,Dry Storage,Global,4.2794725901080195,Maize,Sand,54.36623225761782,6.789722306447648
2380,Rail,Dry Storage,Global,3.21576693541855,Wheat,Clay loam,45.81035271355192,5.662412959702525
2381,Truck,Dry Storage,Global,2.8023299712644696, Millet,Sandy clay,80.32368707276476,1.8636267687685688
2382,Ship,Cold Storage,Global,2.1421002868613583,Wheat,Silty clay,64.3063483850053,9.943282271144424
2383,Ship,Cold Storage,Global,2.1921700911654236, Millet,Silty clay,82.57493351936074,7.77388601090152
2384,Ship,Cold Storage,Global,2.532405734362338,Beans,Sandy clay,66.07068063420118,4.939246344022406
2385,Ship,Cold Storage,Local,4.342282839858242,Wheat,Sandy clay loam,36.0539109506147,6.5635169469966215
2386,Rail,Cold Storage,Global,4.8688528272330736,Wheat,Sandy clay,81.47573548127687,1.788155355396071
2387,Truck,Dry Storage,Regional,2.754621525401498,Wheat,Clay loam,88.3260484791464,5.45771488320649
2388,Rail,Cold Storage,Regional,2.5734113549910473,Rice,Sand,93.24718581389547,9.37749174235739
2389,Truck,Cold Storage,Regional,4.386203103279451,Maize,Sandy loam,70.03943617146957,9.069408622494805
2390,Truck,Dry Storage,Global,2.7076212825452144,Wheat,Loamy sand,82.75097512996466,4.03642760934831
2391,Truck,Dry Storage,Regional,3.208072689182605,Wheat,Sand,82.64310358178389,5.78231077439205
2392,Rail,Cold Storage,Local,1.9237666583949777,Rice,Silt loam,40.9024831859261,7.276451716788821
2393,Truck,Dry Storage,Global,3.974010143116301,Rice,Sandy loam,41.495448122169954,4.0600834021711485
2394,Rail,Dry Storage,Regional,3.1279532730831274,Beans,Sandy clay,34.96198540663883,1.5839129628454462
2395,Ship,Dry Storage,Local,4.236138200961367, Millet,Clay loam,52.3939544598211,5.548974910460243
2396,Ship,Dry Storage,Local,4.122930920114679,Wheat,Silt,63.145601141874515,6.414721622410028
2397,Truck,Cold Storage,Regional,1.8600190730801143, Millet,Sandy clay,99.85284969279519,1.0525744010935922
2398,Rail,Dry Storage,Local,3.8625422022310496,Rice,Silty clay loam,60.16953394477187,1.8601783618467755
2399,Ship,Cold Storage,Regional,4.200217631805486,Rice,Silty clay loam,80.83698119551596,2.8656157923473704
2400,Rail,Cold Storage,Local,2.3844289631295803,Beans,Silty clay,78.53779183907741,4.132470582918407
2401,Rail,Dry Storage,Global,1.6904364516090982,Maize,Silt,44.31373651754057,5.869461005475223
2402,Truck,Dry Storage,Global,1.0105286223183527,Rice,Loamy sand,34.09550060146055,3.6445862688369877
2403,Ship,Dry Storage,Global,2.8036146123725927,Wheat,Silty clay loam,68.22047260735113,3.4856543296585336
2404,Truck,Cold Storage,Global,2.4097309261553663,Beans,Loamy sand,79.02139146201333,8.824144094317736
2405,Truck,Dry Storage,Global,3.2196393353016357,Maize,Sandy loam,99.87762531303792,2.3054557672128366
2406,Ship,Dry Storage,Regional,1.752164370355143,Beans,Silt,55.10277365968195,5.459141198551242
2407,Ship,Dry Storage,Global,4.438662190665901,Rice,Loamy sand,92.74551934567677,9.575422452425224
2408,Rail,Dry Storage,Global,2.0310208625124386,Maize,Silt loam,56.73527191084305,6.625119242044413
2409,Ship,Dry Storage,Global,1.9057184203506, Millet,Loamy sand,78.25881959013589,7.454849319049947
2410,Rail,Cold Storage,Global,2.922856225937424,Maize,Clayey,71.87770513619364,4.881132922515464
2411,Rail,Dry Storage,Local,2.995404094977097,Wheat,Loam,33.70851553118178,1.1793895040774762
2412,Rail,Dry Storage,Global,1.8603409151403714, Millet,Silty clay,35.48718988791809,6.815173315304849
2413,Ship,Dry Storage,Global,2.087442906903663, Millet,Silty clay,31.45348628071227,6.687318532853117
2414,Truck,Cold Storage,Regional,1.6788209566209797,Wheat,Sandy loam,55.958385921579264,1.993848728169998
2415,Rail,Dry Storage,Local,3.873840713292667, Millet,Silt loam,82.20607341362074,5.159437422621683
2416,Truck,Cold Storage,Regional,4.080356125016328,Rice,Silt,42.092877579350585,9.237960501990854
2417,Truck,Cold Storage,Global,2.8493139898371305,Maize,Sandy clay loam,72.4097077868727,2.845763487747776
2418,Ship,Dry Storage,Regional,3.85634809074007,Maize,Sandy clay,50.21794460217545,5.149888791706993
2419,Truck,Dry Storage,Regional,3.943741567749782,Wheat,Clay loam,85.78948367853505,5.1499286668046835
2420,Truck,Dry Storage,Global,1.5531021107112344,Rice,Silty clay loam,85.88773043020936,8.296853213328745
2421,Ship,Cold Storage,Local,4.864712099338147, Millet,Loam,84.27901604764965,8.421182832965002
2422,Rail,Cold Storage,Local,4.2841277883857245,Maize,Loam,66.73834596609638,7.833424776970527
2423,Truck,Cold Storage,Regional,1.817933844783294,Maize,Sandy clay loam,49.91966970558962,4.289087432694464
2424,Ship,Cold Storage,Global,1.744660142984281,Maize,Clayey,86.66108307150442,1.648332325166681
2425,Truck,Cold Storage,Regional,1.502644582318331,Maize,Sandy clay,43.027039335746906,4.145346795016128
2426,Truck,Cold Storage,Regional,1.5535142501676735,Beans,Sandy clay,50.283172142005924,7.118120811442057
2427,Rail,Dry Storage,Regional,3.9926471961147847,Wheat,Silty clay,42.876339431243515,7.324719170401687
2428,Truck,Dry Storage,Global,2.878617027806494, Millet,Silty clay loam,77.19471122713534,9.685001885290472
2429,Ship,Cold Storage,Global,4.131736690959469, Millet,Silty clay,78.03652196810727,5.082771082993377
2430,Truck,Dry Storage,Local,3.9850195774008217,Wheat,Loamy sand,75.6756994950727,6.6919202464626135
2431,Rail,Dry Storage,Global,3.4184508540208864,Rice,Silty clay,59.09210268052675,5.852717836502785
2432,Rail,Cold Storage,Regional,3.745466426314718,Wheat,Silt,37.011970504100326,2.3555670410191363
2433,Ship,Cold Storage,Regional,1.0734228975165672,Maize,Sandy clay,93.78187091605147,5.150822249189225
2434,Rail,Dry Storage,Local,2.247110587220088,Maize,Sandy clay,65.54116748085667,5.903516392200948
2435,Truck,Cold Storage,Global,3.551288717037641,Wheat,Clay loam,58.488053643776404,9.556746454380328
2436,Rail,Cold Storage,Regional,1.0373798139449768,Wheat,Silt loam,71.21774252738052,4.2988514896806045
2437,Ship,Dry Storage,Local,1.1319077747303736, Millet,Silt loam,43.49533050733741,9.8208919279718
