,Sensor_Type,Satellite_Imagery_Index,IoT_Device_Type,Crop_Type,Crop_Rotation_Practice,Average_Temperature_Celsius,Rainfall_mm,Soil_PH,Yield_Monitoring
1494,Nutrient,LAI,Soil Sensor,Soybean,No,20.473447999979705,136.60989006996363,7.064705597879645,2.7468508536064467
1495,Temperature,LAI,Drone,Corn,Yes,19.707447424091008,190.02528150536523,6.959725005881633,7.205402406942614
1496,Temperature,EVI,Soil Sensor,Cotton,No,17.078116525137176,55.247281027423035,6.647286391956428,9.12679051255711
1497,Temperature,LAI,Soil Sensor,Soybean,Yes,27.829101291127444,165.38468053121565,7.309107819487757,2.473352363245771
1498,Nutrient,LAI,Weather Station,Soybean,Yes,13.31755849325071,158.40909170669408,6.741626492161284,1.7768644613754805
1499,Moisture,LAI,Drone,Corn,No,12.990172790413922,194.59301380824306,6.136009222989998,7.64397014986308
1500,Nutrient,EVI,Drone,Corn,Yes,21.538190706455026,189.60668334988154,4.947825450352627,3.458816485056839
1501,Nutrient,NDVI,Drone,Soybean,No,23.14988459969884,164.33488430662894,6.975552576474476,6.614762874555964
1502,Moisture,NDVI,Soil Sensor,Corn,Yes,13.892385086491304,128.06131470238978,5.893751471353098,7.261825041929626
1503,Moisture,EVI,Drone,Soybean,No,17.814348845092482,80.64013298502798,5.179166736030037,3.897196872236396
1504,Moisture,NDVI,Weather Station,Corn,Yes,28.931276859574876,131.78535774883616,7.207785102967101,8.33630137683206
1505,Temperature,LAI,Drone,Cotton,No,14.93234845381348,164.80279908794807,6.786854401412113,5.9499008390279515
1506,Moisture,NDVI,Weather Station,Corn,Yes,23.367214042347882,184.35038189568397,7.7493582524988,8.820994671566226
1507,Nutrient,LAI,Drone,Cotton,No,24.802987873951814,168.45680138158235,4.661766560075511,7.869641973030527
1508,Moisture,NDVI,Drone,Corn,Yes,18.96257398930319,79.2900402786581,6.596757138545973,8.817180688337084
1509,Nutrient,EVI,Weather Station,Corn,No,28.75051973519166,139.9529471342089,4.976957872352704,1.1814524390610468
1510,Temperature,NDVI,Drone,Soybean,Yes,24.73313470437581,99.82601892970355,7.614331941206567,3.1915563466473524
1511,Nutrient,NDVI,Drone,Corn,No,19.158491597217957,51.38085010859645,4.397997657026463,1.8100714640134477
1512,Nutrient,NDVI,Drone,Corn,Yes,21.38670403552188,80.03314036829991,6.624647225779508,4.978747154704143
1513,Moisture,EVI,Soil Sensor,Cotton,No,23.852268868502016,66.98309749001739,7.16434288611212,9.009641094537864
1514,Moisture,NDVI,Weather Station,Corn,No,21.843803608584366,176.40786853092027,5.419671361458828,5.207862360401823
1515,Nutrient,EVI,Drone,Soybean,No,27.573951676521517,88.7759378221718,7.816552317535237,8.647417401223546
1516,Moisture,LAI,Weather Station,Cotton,No,17.137773245608024,92.70469533313332,7.402922738344149,3.944604142173861
1517,Temperature,NDVI,Weather Station,Soybean,Yes,15.997714801116098,193.99048576983265,5.1784731987396135,4.056130655247272
1518,Temperature,EVI,Weather Station,Soybean,Yes,14.276777789905285,106.86300845732782,4.030164370863995,9.060055572941899
1519,Moisture,EVI,Drone,Soybean,Yes,10.755659361291903,51.43784602165918,5.186628704472243,4.832354318605314
1520,Temperature,NDVI,Drone,Soybean,No,10.860279287601106,92.57692225192048,5.12524188188297,8.107889390151996
1521,Moisture,LAI,Weather Station,Cotton,No,27.401103862185657,67.89493709027187,7.559858430003636,3.1297919309371123
1522,Nutrient,EVI,Soil Sensor,Corn,No,23.567862928118146,65.42128426037809,7.86848471301899,9.53920746709872
1523,Nutrient,NDVI,Weather Station,Soybean,No,23.210648308729724,61.623093520362424,4.281759943881042,6.17120421877514
1524,Temperature,LAI,Soil Sensor,Cotton,No,22.29285637869772,138.98892052630657,5.885179314133267,7.833912117205617
1525,Moisture,EVI,Weather Station,Soybean,Yes,26.9843828938821,78.4021585444788,6.193327994119183,1.8056412981539696
1526,Moisture,EVI,Weather Station,Corn,Yes,19.60533851331255,104.18641910615156,4.371646645318814,5.433978032474759
1527,Temperature,LAI,Weather Station,Cotton,Yes,27.408216571166008,179.3026574195025,5.50999083655009,9.10934647960621
1528,Nutrient,LAI,Drone,Cotton,No,17.188900523644783,113.65072096944135,5.268329669571802,8.89334766138974
1529,Temperature,NDVI,Soil Sensor,Corn,No,28.53415008678181,187.35370250774565,6.144225417308349,1.421325615108048
1530,Nutrient,NDVI,Soil Sensor,Cotton,No,23.9731396016248,124.69070800934094,6.644763598927752,3.7332862221605203
1531,Moisture,EVI,Weather Station,Corn,No,15.143542720488545,109.82549222596336,6.813940441986267,4.989880058311721
1532,Nutrient,LAI,Drone,Cotton,No,21.281698433772505,162.55833906360525,4.547020094453551,2.550383329202094
1533,Temperature,LAI,Drone,Cotton,No,20.66061122976511,60.97626481520032,7.251790807778486,7.569984798909733
1534,Moisture,LAI,Soil Sensor,Corn,No,12.757976434606679,63.42175744736261,6.714168119163036,2.660607960388404
1535,Temperature,EVI,Drone,Corn,Yes,21.824858115012283,147.79605708844412,7.556299666986878,4.119757249328975
1536,Temperature,LAI,Soil Sensor,Cotton,Yes,16.295712474339158,123.04110698588724,5.797344237741736,6.969525731720364
1537,Nutrient,LAI,Soil Sensor,Cotton,No,11.046975336192048,168.56228754788154,7.575559050888766,5.33880410072032
1538,Temperature,EVI,Soil Sensor,Corn,No,28.973123154131297,187.44062560152972,7.463096489424302,7.647139347714044
1539,Nutrient,NDVI,Drone,Corn,No,22.829807381285754,108.25503165073212,5.753637329437078,9.650871111005737
1540,Moisture,NDVI,Soil Sensor,Cotton,Yes,27.53837863741694,139.46150398769694,5.5245732611719145,2.0489201894367772
1541,Nutrient,EVI,Soil Sensor,Cotton,Yes,23.521120100265062,125.10449416929649,7.731248059881027,7.386109447582548
1542,Moisture,LAI,Weather Station,Cotton,No,17.13967384280226,197.24159834636492,6.860658938153751,3.0730974006890306
1543,Nutrient,EVI,Soil Sensor,Corn,Yes,20.253761446576227,174.66266110348926,7.712981385752302,4.730290546668123
1544,Temperature,NDVI,Soil Sensor,Cotton,Yes,23.51493520694354,186.76065624160304,7.187899115583252,1.2957645321562583
1545,Nutrient,NDVI,Weather Station,Soybean,Yes,29.20504650402875,88.15101313664063,6.437189757165657,2.2231664406342904
1546,Nutrient,EVI,Weather Station,Corn,No,15.07338918243393,165.87896347438914,4.463411108015058,3.877995601440097
1547,Moisture,EVI,Drone,Cotton,Yes,27.499541172482353,89.82098374964734,5.165922690316394,4.0778722475918645
1548,Temperature,NDVI,Soil Sensor,Corn,Yes,28.48155610588539,81.31138001425848,7.875369628393566,9.096266948158862
1549,Nutrient,EVI,Drone,Soybean,No,23.40831029317913,191.63992394833264,5.277688394856818,7.676316183398636
1550,Temperature,NDVI,Drone,Corn,No,28.625332548026755,52.895662507679994,4.373019479141483,9.74964671368337
1551,Nutrient,EVI,Weather Station,Cotton,Yes,17.95757174954737,194.80830554951444,6.830213423677279,6.3916435930171644
1552,Nutrient,EVI,Drone,Soybean,No,29.060323520808854,72.38928454832093,6.936017018174737,3.175423588821862
1553,Temperature,EVI,Soil Sensor,Soybean,Yes,24.055657543319498,172.9157122689902,5.1418308811486035,3.948895269294786
1554,Nutrient,NDVI,Weather Station,Cotton,Yes,10.840115348376237,91.38838296021547,5.190687917385215,3.878523309627704
1555,Temperature,EVI,Soil Sensor,Cotton,No,28.137456636381057,102.60534911460911,5.875571942035135,3.9384489489692642
1556,Nutrient,NDVI,Soil Sensor,Cotton,No,19.689456180663854,82.51365669829775,4.087155799049022,7.056677558006341
1557,Moisture,NDVI,Weather Station,Corn,Yes,19.206539695556657,137.82710637216195,7.157292041444654,5.777271352813746
1558,Temperature,EVI,Soil Sensor,Corn,No,21.329332119592685,102.21433212618112,5.268355149096502,4.468817602779799
1559,Nutrient,EVI,Weather Station,Corn,No,12.987690935424558,148.60895592419948,7.41505240800791,2.3418079185584495
1560,Nutrient,NDVI,Soil Sensor,Cotton,Yes,19.38332097134797,52.3470976913099,7.210521686400135,1.1992524664793132
1561,Moisture,NDVI,Weather Station,Cotton,Yes,26.622544334354913,59.656232527255945,6.645608132475132,2.9695120982892336
1562,Temperature,LAI,Drone,Corn,Yes,10.309649182750306,64.94917290968729,5.299499468397155,1.9672426357181314
1563,Nutrient,NDVI,Soil Sensor,Soybean,Yes,15.458343206487426,112.84905279653466,6.06526624664468,8.069005277670154
1564,Moisture,LAI,Weather Station,Corn,Yes,10.049091728876885,172.2194258989964,5.7793170303918355,2.0124816203249685
1565,Nutrient,LAI,Soil Sensor,Soybean,Yes,18.31422618299697,183.22668655675741,5.355527544994697,7.518054135761526
1566,Temperature,LAI,Soil Sensor,Cotton,No,24.566310209874693,86.72161100913512,7.392545157212712,4.470928207984744
1567,Nutrient,EVI,Soil Sensor,Cotton,No,25.97543658229257,136.15545863585209,5.934028298310661,1.6604055076939837
1568,Nutrient,EVI,Weather Station,Corn,Yes,28.903795222540133,165.25474890389006,7.330892391188586,8.314570444884271
1569,Nutrient,NDVI,Drone,Corn,No,22.170092259415732,93.32441448794131,4.420873896567297,6.21667513212952
1570,Nutrient,LAI,Drone,Cotton,No,15.092537333057908,111.35116051044099,4.564099154401343,3.1218536157721575
1571,Moisture,EVI,Drone,Corn,Yes,28.48295898273398,128.59613040285709,7.909281220451907,9.052130568994011
1572,Moisture,EVI,Weather Station,Cotton,No,25.50631507760752,70.23122696120716,6.351073850424358,1.407324824834963
1573,Temperature,EVI,Drone,Cotton,No,21.48856966006289,53.89734405886705,6.039078693996196,2.816376473779866
1574,Moisture,EVI,Weather Station,Soybean,Yes,23.912804314378718,72.92087139774249,6.092624252576447,7.768422350252749
1575,Moisture,EVI,Soil Sensor,Corn,No,28.486327100148582,144.02804318803,4.861075096131439,7.384401372789003
1576,Temperature,LAI,Soil Sensor,Cotton,No,24.24788056945843,61.04273923005225,6.8748157980078926,3.6034452435203024
1577,Moisture,LAI,Drone,Corn,Yes,17.367490151694682,78.45445472751925,4.3391224949190175,1.5582238781750481
1578,Moisture,LAI,Weather Station,Soybean,No,24.260564045781933,100.67808285429555,6.293294852412092,8.722702650024495
1579,Temperature,LAI,Soil Sensor,Soybean,No,10.805563254707756,61.68050964595495,6.283075186343606,3.8232787426291233
1580,Temperature,NDVI,Weather Station,Corn,No,17.728311236611624,78.75489067424516,7.656753696534044,2.761420734354387
1581,Temperature,LAI,Weather Station,Corn,Yes,18.126460636911585,186.69046834752666,6.104731240419442,5.644556401248794
1582,Nutrient,EVI,Soil Sensor,Cotton,Yes,13.336764688416693,52.89486983404771,4.548250783896718,9.192044793542026
1583,Nutrient,LAI,Weather Station,Soybean,No,10.461709611035403,148.0147886261543,6.29101303699265,1.3919192005903782
1584,Temperature,NDVI,Soil Sensor,Soybean,No,12.667624732754856,107.66133963727773,4.3653105774613294,7.8922367922779895
1585,Temperature,EVI,Soil Sensor,Soybean,Yes,23.092429915941104,150.89731091485567,4.815175341199687,6.152259051448381
1586,Temperature,LAI,Soil Sensor,Corn,Yes,26.04577632727375,138.3037580545107,4.1244343367496645,4.829042048966352
1587,Nutrient,LAI,Weather Station,Cotton,No,29.764069854539482,83.52481315319665,6.053174329837994,7.69672399694554
1588,Nutrient,LAI,Soil Sensor,Corn,Yes,16.927270062169885,177.08142313600828,4.3381304611742895,9.69241981997469
1589,Moisture,EVI,Weather Station,Corn,No,21.987584445222033,123.7910573914035,5.877577514125316,3.062855900464219
1590,Moisture,EVI,Soil Sensor,Corn,No,28.74289933630244,173.38040283702077,7.731780141296577,2.2928262856490766
1591,Temperature,NDVI,Soil Sensor,Cotton,Yes,13.340835626763052,110.90188042823289,6.879045652077329,9.215935707004274
1592,Nutrient,EVI,Drone,Corn,Yes,24.352911726854853,197.70283308728585,4.309646696901172,7.020577697115733
1593,Nutrient,EVI,Drone,Soybean,No,25.099574662983265,165.57340377519444,4.896839248835373,4.941874194057694
1594,Nutrient,LAI,Drone,Soybean,No,11.779510717386767,194.892530766886,6.694649679573737,6.159336132378548
1595,Temperature,EVI,Weather Station,Soybean,Yes,27.224987703661302,127.14897183647882,7.578807444096735,7.710525146586196
1596,Moisture,LAI,Weather Station,Cotton,No,26.262100942216875,121.05366984360508,4.1316743470558155,7.957287088351455
1597,Temperature,LAI,Soil Sensor,Corn,Yes,10.668060131548689,163.31807139878867,7.249804526882376,9.279047627370682
1598,Moisture,EVI,Soil Sensor,Cotton,Yes,11.82168829760103,182.04368945201452,6.247255521353235,4.841585100060604
1599,Moisture,NDVI,Soil Sensor,Corn,Yes,10.982537877837046,194.6218693798337,6.18436530118557,3.640698190174555
1600,Temperature,NDVI,Soil Sensor,Soybean,Yes,16.694870635987243,98.68278590487496,7.831252731013432,6.756978401108577
1601,Moisture,EVI,Weather Station,Corn,Yes,20.185779813598522,169.80568607639583,6.990578450387092,4.741551093515773
1602,Moisture,NDVI,Soil Sensor,Corn,No,20.646954559092578,81.5968396453305,7.400475472224448,6.351386085540801
1603,Nutrient,LAI,Soil Sensor,Corn,Yes,15.353335195388853,131.8361520118168,5.415982278178667,4.779872186103551
1604,Moisture,LAI,Drone,Cotton,Yes,28.231937731205484,76.97722226137988,6.217456163313639,2.3769620801035702
1605,Temperature,EVI,Soil Sensor,Corn,Yes,17.365255797438266,102.10960426255083,6.461622709711083,5.224840764930626
1606,Temperature,NDVI,Soil Sensor,Corn,Yes,10.91100311930705,189.70375508096888,5.286335761449861,7.218260397469296
1607,Moisture,NDVI,Soil Sensor,Corn,Yes,16.004542230827727,71.91360496596292,6.280992499789598,8.19355426900885
1608,Nutrient,LAI,Weather Station,Cotton,Yes,20.622188450883108,144.86013427027947,4.946621517918855,5.439936491168922
1609,Nutrient,EVI,Drone,Cotton,Yes,18.16443645176464,138.9431409391105,4.573502684272958,2.487141011893608
1610,Moisture,NDVI,Soil Sensor,Cotton,No,15.476850381985184,68.11075290634797,5.4958810371093305,4.732189386844884
1611,Moisture,EVI,Soil Sensor,Corn,No,12.626464995286348,98.89685656532183,6.957158514985748,8.076645359575284
1612,Temperature,NDVI,Drone,Soybean,No,26.383290001924596,134.44722567728985,7.664748592295551,4.7157334355536555
1613,Moisture,LAI,Soil Sensor,Soybean,No,29.922904842483838,78.07679134827353,5.83085620599293,7.268777142438001
1614,Nutrient,LAI,Weather Station,Soybean,Yes,16.59084267047764,170.0935484619223,6.571294753101727,5.564923135102808
1615,Moisture,EVI,Soil Sensor,Corn,No,17.632420883532077,195.82347643021248,4.412148523900402,3.1710081259845704
1616,Temperature,LAI,Weather Station,Soybean,Yes,22.360750493539143,82.21390999437081,7.617855034209315,8.165354572207669
1617,Temperature,NDVI,Weather Station,Soybean,No,24.368829494710827,78.03679471858639,6.274416854279737,1.7579210866361832
1618,Temperature,LAI,Soil Sensor,Soybean,No,17.840590696071825,118.2402607696167,7.121352990500628,5.724012544796356
1619,Temperature,EVI,Drone,Corn,Yes,28.098590339636303,162.16479157100483,7.177764803685575,2.8800193081906444
1620,Temperature,EVI,Weather Station,Soybean,Yes,21.200079784578367,92.24009153528772,5.025922105472423,1.603590656872381
1621,Moisture,EVI,Drone,Soybean,No,19.00780152811862,52.98198630459206,6.1166978127273985,5.52640543374924
1622,Moisture,NDVI,Soil Sensor,Corn,No,22.933455063198103,131.1830942049341,7.841919006243909,5.496059403414312
1623,Moisture,NDVI,Weather Station,Cotton,No,29.056076964983465,193.49008516509613,4.358538179283311,7.3621081150814875
1624,Moisture,NDVI,Soil Sensor,Soybean,No,25.89104588843411,108.69152831104184,6.732199592118254,7.702756237467144
1625,Temperature,NDVI,Drone,Cotton,Yes,10.800262610702486,113.02018312746506,7.8490563121406876,7.550123398236071
1626,Nutrient,NDVI,Soil Sensor,Soybean,No,16.646198214799192,195.33525756710569,5.202308432216089,4.686028596250795
1627,Moisture,LAI,Soil Sensor,Corn,No,19.410893699024456,154.19114174400926,7.445791685617392,6.685208085039063
1628,Nutrient,NDVI,Weather Station,Cotton,No,16.290351444182107,157.87578842631876,7.7346301816330865,6.192507183795643
1629,Moisture,NDVI,Soil Sensor,Cotton,No,24.003751216609132,134.40530080566015,6.9883448375793,4.794055805052277
1630,Moisture,LAI,Soil Sensor,Cotton,No,26.525382997251622,196.19138162948624,4.925313249227833,6.374914247673939
1631,Nutrient,NDVI,Soil Sensor,Cotton,Yes,24.62690190370543,153.32997266383342,5.3360028753063755,9.525230890356363
1632,Temperature,EVI,Weather Station,Soybean,Yes,29.786665736565507,184.2549127407754,4.1432371776709225,2.7360436931323964
1633,Moisture,NDVI,Drone,Soybean,Yes,15.450952957860583,154.9068298599832,7.325812936981421,9.151948862069737
1634,Moisture,NDVI,Drone,Cotton,Yes,27.49978990048843,160.2673737260594,7.398444746044319,1.4810996258487852
1635,Moisture,EVI,Soil Sensor,Soybean,Yes,25.33245330348972,93.56163832133697,6.53084123986477,3.775502916114946
1636,Nutrient,EVI,Weather Station,Cotton,No,17.243575151162922,95.52180470207284,5.410111405055405,3.5933072375037542
1637,Temperature,EVI,Soil Sensor,Cotton,Yes,24.682490873139372,167.44769743640438,4.307244110559682,6.6372859709281515
1638,Nutrient,EVI,Drone,Corn,Yes,12.081519128364938,94.50594337548495,7.012230439659637,2.181024565995613
1639,Nutrient,NDVI,Weather Station,Cotton,No,25.78666964681105,134.41551062022972,6.906104774439692,8.941128506557783
1640,Temperature,EVI,Drone,Soybean,Yes,20.646612051742053,87.4028466360053,7.650410086955604,8.456962676185372
1641,Nutrient,EVI,Drone,Cotton,Yes,15.845803454185063,172.5475071213604,6.922128084021448,6.8685923771675
1642,Temperature,LAI,Weather Station,Corn,Yes,23.115546035683604,66.5752026841535,7.314779768976008,5.12572448612978
1643,Moisture,EVI,Weather Station,Soybean,Yes,22.83239997428818,174.41699596424968,6.983818471615998,9.396604379278706
1644,Temperature,EVI,Soil Sensor,Corn,No,14.189724454391994,140.40947007614028,6.522748753249266,8.476718992485004
1645,Moisture,LAI,Soil Sensor,Corn,No,10.607948296230523,78.03643022406159,5.707865576764037,5.493836332731204
1646,Nutrient,LAI,Drone,Cotton,Yes,18.672451738033477,131.30530782591774,7.608469234569111,7.316860190088801
1647,Nutrient,NDVI,Weather Station,Corn,No,21.390237386888423,92.37482552710107,6.603874287629879,6.102369569617161
1648,Moisture,LAI,Weather Station,Corn,Yes,27.532105567411968,98.5201002095745,5.593421287863636,6.291480145494381
1649,Nutrient,NDVI,Soil Sensor,Soybean,No,28.56433591295189,102.72920623953205,4.3338771807278285,3.9787846249372416
1650,Temperature,LAI,Drone,Corn,No,20.57610436313533,59.497887045848145,5.162819423617528,5.158761441624071
1651,Moisture,LAI,Drone,Cotton,No,25.076069675370896,197.8942526602126,6.174906939320659,1.7030928771076979
1652,Nutrient,NDVI,Soil Sensor,Cotton,No,18.786065446559938,54.73019421968361,5.102541480064778,4.216138224981332
1653,Moisture,LAI,Weather Station,Cotton,No,24.92164313145786,149.37453097764177,4.8849413916716085,7.262456638259367
1654,Temperature,NDVI,Soil Sensor,Corn,No,14.096030498783339,105.68414716361458,6.109574056351389,9.578944274555678
1655,Temperature,LAI,Soil Sensor,Soybean,No,17.42129469607063,146.90154364200484,4.679281383582938,9.667577014867183
1656,Nutrient,EVI,Soil Sensor,Cotton,No,22.684559976272297,103.43723796313756,7.201640253300414,6.001505822124025
1657,Temperature,LAI,Soil Sensor,Corn,No,10.363159312141576,151.0625969388288,5.9374726053706315,6.459600266286238
1658,Moisture,NDVI,Weather Station,Cotton,No,24.44922620677908,159.3853264202541,6.2954510958506,2.6714906695087075
1659,Temperature,LAI,Soil Sensor,Cotton,No,26.710710025363337,153.58289605994673,4.589533070389394,7.257772972841776
1660,Moisture,NDVI,Weather Station,Soybean,Yes,17.982833221879027,67.09429720372285,5.2983053425174695,1.6359291340694762
1661,Moisture,NDVI,Soil Sensor,Cotton,No,18.958848343543288,148.53398519820269,5.640358733044612,3.5621711721950007
1662,Temperature,EVI,Drone,Soybean,Yes,27.02564424433062,91.99813241811461,7.232851322066011,7.01527012556898
1663,Nutrient,EVI,Weather Station,Corn,No,25.513092706520666,54.320205585400025,7.080638092344611,3.7927911838914037
1664,Temperature,NDVI,Drone,Cotton,Yes,15.7629897806675,112.22460078334309,4.8919098991507255,1.4486218670300888
1665,Moisture,LAI,Soil Sensor,Corn,Yes,16.47952213123078,115.03146542057016,6.4647163264280305,8.486833684158675
1666,Moisture,NDVI,Soil Sensor,Corn,Yes,23.577564647811933,120.07612000286697,4.97382543108799,3.7929700642110675
1667,Temperature,NDVI,Soil Sensor,Corn,No,21.263961848963223,155.72362480860744,7.952988622760982,1.567947023728106
1668,Nutrient,LAI,Weather Station,Cotton,No,13.24459142192994,96.32657137136887,7.808495512523482,1.6730934805257867
1669,Nutrient,LAI,Drone,Soybean,No,16.19859818458333,97.2920769655884,6.253058882082482,3.2658291890987825
1670,Moisture,LAI,Weather Station,Cotton,No,27.999665537573083,59.08283843618909,6.795610287576572,2.6021435249937364
1671,Moisture,LAI,Weather Station,Corn,Yes,23.763488734445268,153.0231823988444,7.20572152883458,7.968701060021358
1672,Nutrient,NDVI,Soil Sensor,Soybean,No,29.71948635371039,135.1739137099376,6.883993680179616,3.89515642000331
1673,Temperature,NDVI,Drone,Corn,No,25.340250599615388,102.41376690406821,6.799314764329683,8.242262065358492
1674,Moisture,EVI,Soil Sensor,Soybean,No,28.839488642871803,155.77834683760318,7.834216031798112,2.5646139804083754
1675,Moisture,NDVI,Weather Station,Cotton,No,14.323771477409508,130.60366238403157,6.385824425229133,5.435912615896754
1676,Nutrient,LAI,Soil Sensor,Soybean,No,25.429697496338513,120.38674188058096,6.545210687276223,7.192334201978159
1677,Temperature,EVI,Drone,Cotton,No,10.404350402955949,126.69868154916897,7.397075001752725,6.867917684792694
1678,Nutrient,LAI,Soil Sensor,Corn,No,23.415200434230677,145.45221879005848,6.679563471433627,6.410164689372419
1679,Temperature,NDVI,Drone,Soybean,No,19.385645562404825,149.00039068618992,6.93173048807009,9.323394417380529
1680,Temperature,EVI,Drone,Corn,Yes,16.93520143840137,93.34367287110757,4.93667474478657,3.0567263293606994
1681,Temperature,LAI,Soil Sensor,Soybean,Yes,27.24808704586178,71.111504508673,5.485067696460284,5.4434728401589485
1682,Moisture,EVI,Weather Station,Cotton,No,27.085353853150615,73.49512717857782,4.589205382847572,8.955932950651679
1683,Nutrient,EVI,Soil Sensor,Soybean,No,10.446034097972872,145.90863288545023,6.023061769339222,1.7010438903564133
1684,Nutrient,NDVI,Weather Station,Soybean,No,22.19010244898862,180.9309928650689,5.822909602720985,1.5029944142776772
1685,Temperature,LAI,Weather Station,Cotton,No,17.35664448641913,111.42444175183277,7.988651257117827,3.099720588024623
1686,Moisture,EVI,Soil Sensor,Cotton,Yes,18.313220030008985,75.42802404941935,6.44483461126217,6.697190975842166
1687,Moisture,EVI,Weather Station,Cotton,Yes,26.640814784375518,163.4903747440782,7.145779292777693,3.338916638048262
1688,Nutrient,LAI,Weather Station,Soybean,No,16.196795430553564,174.87342116291728,5.3360586830306165,2.712158954279191
1689,Moisture,EVI,Soil Sensor,Corn,Yes,28.8609762127524,182.08736646814498,7.326181325371186,5.1292208382246285
1690,Moisture,EVI,Soil Sensor,Soybean,Yes,13.592676527442816,141.02471433705998,6.460339865950734,6.522382618924703
1691,Temperature,EVI,Soil Sensor,Soybean,No,23.254448467363556,179.1092839082127,6.787969326393753,3.2370193631506634
1692,Moisture,LAI,Weather Station,Corn,No,23.442101340275293,52.31224376726115,5.1777231117978175,3.7062206805136784
1693,Temperature,LAI,Drone,Cotton,No,15.043903228558364,66.08537026542852,6.194553566782309,6.522033743303625
1694,Nutrient,LAI,Weather Station,Soybean,Yes,16.495012179344037,63.886410057814814,6.536147893654435,9.511645797905075
1695,Moisture,LAI,Drone,Corn,Yes,26.695969851598807,156.89070263820994,6.356378703266325,7.072675546942794
1696,Nutrient,NDVI,Soil Sensor,Cotton,No,25.23610509909905,60.437267531536854,7.660774845698266,8.04613729226104
1697,Nutrient,EVI,Drone,Cotton,No,16.581917606295193,124.45465586994605,7.5930906579702135,4.3012908527992195
1698,Moisture,LAI,Soil Sensor,Soybean,Yes,20.679130938698677,120.90603479544336,7.883936231507482,3.4502892344601945
1699,Moisture,EVI,Soil Sensor,Cotton,Yes,11.233605925061909,96.60552853373613,6.669712024027957,5.088409688823603
1700,Nutrient,EVI,Drone,Cotton,No,14.174917647972585,180.56077549131498,7.8876565205027385,8.264195458405062
1701,Moisture,NDVI,Soil Sensor,Corn,Yes,19.71641117720798,75.5649802819994,7.329912000127635,5.106696776115003
1702,Temperature,LAI,Drone,Corn,No,11.719474705584233,102.86941765988598,5.083328561359837,8.620528679108748
1703,Temperature,LAI,Soil Sensor,Cotton,No,26.86664709783875,166.12572500343936,5.709742678205188,9.898947826256144
1704,Moisture,EVI,Weather Station,Corn,Yes,24.360124202152956,54.563347158992634,4.953569768756039,1.648239991573027
1705,Nutrient,LAI,Weather Station,Cotton,Yes,28.872673412969895,150.94256003695529,4.016788643322261,1.4086914047533332
1706,Moisture,EVI,Soil Sensor,Soybean,Yes,23.869338119280542,172.45965895423558,4.752195012587634,2.3463073262202565
1707,Moisture,EVI,Soil Sensor,Corn,No,28.80802744524371,189.84017582572508,4.016242345147503,4.459327081609116
1708,Nutrient,NDVI,Drone,Cotton,No,21.0902511138193,181.44449607372275,6.87935384540196,2.1793798823088917
1709,Nutrient,NDVI,Weather Station,Cotton,No,22.004372221239386,97.90761752505279,5.702137190884798,8.835980298568803
1710,Temperature,NDVI,Drone,Corn,No,29.539421092525217,137.95462119844288,5.250298908311433,1.208316259243574
1711,Nutrient,EVI,Soil Sensor,Corn,No,22.842582937285208,61.59402397256988,7.046883564380751,3.842134447022403
1712,Temperature,LAI,Soil Sensor,Soybean,No,10.615731377214932,88.6805005322013,7.329947098478581,2.6622516654478483
1713,Nutrient,NDVI,Drone,Cotton,Yes,24.476055532610467,64.13335681212611,7.90119815459952,9.38385397141779
1714,Moisture,LAI,Soil Sensor,Soybean,No,28.10937384274831,97.27809352309458,6.568054338700964,7.025329044010252
1715,Temperature,NDVI,Weather Station,Soybean,No,25.911604995886535,181.27808201880936,5.846115834160207,9.20827230806237
1716,Temperature,NDVI,Drone,Soybean,No,21.676665452508452,102.07502595114389,5.221057206429744,9.75095839279354
1717,Temperature,EVI,Weather Station,Corn,No,23.426070261870326,134.28471545021398,4.889272836856906,5.473884193096323
1718,Moisture,NDVI,Weather Station,Soybean,Yes,29.803835785033435,115.00712721724112,4.851703801930405,3.1088719724322362
1719,Moisture,NDVI,Weather Station,Corn,No,11.813241770186767,118.83747864481029,5.636757498879195,2.7435590757693036
1720,Moisture,EVI,Drone,Corn,Yes,23.34489657266479,195.43580777548374,7.967145421151719,3.0062697551725646
1721,Moisture,LAI,Soil Sensor,Soybean,Yes,15.667953891411877,94.4231702395787,4.003414789749613,7.377339768598026
1722,Moisture,NDVI,Weather Station,Soybean,No,22.801807931723403,144.0986704284757,4.788823588924004,1.3640115531070065
1723,Temperature,EVI,Weather Station,Cotton,No,22.152471517678777,113.00940043691705,4.753571929614296,1.462249657294434
1724,Moisture,NDVI,Weather Station,Soybean,Yes,13.069136642163242,59.17192715715293,6.86847794212917,6.47328648144835
1725,Temperature,EVI,Soil Sensor,Cotton,Yes,14.134932914804782,123.3996247436354,5.409938910392247,6.778514320636659
1726,Moisture,LAI,Soil Sensor,Soybean,No,22.43259156086427,172.00149935676626,5.829043218367282,6.98736631890214
1727,Nutrient,LAI,Drone,Soybean,Yes,12.564598946075483,64.81294530225325,4.59449652187962,4.346924541297321
1728,Temperature,EVI,Soil Sensor,Soybean,No,15.303617502606457,60.43877710944635,5.619988155507791,8.253503998427378
1729,Nutrient,EVI,Drone,Soybean,No,26.70491095476005,73.04472805899,4.412799247623344,5.802621289539558
