,Climate_Type,Soil_Type,Irrigation_Method,Crop_Type,Pest_Control_Method,Average_Temperature_Celsius,Rainfall_mm,Soil_PH,Crop_Yield_Tons_per_Hectare
2062,Temperate,Clayey,Sprinkler,Rice,Organic,25.814962371549523,191.3219904599293,4.4389497888498,7.03862230663268
2063,Temperate,Sandy,Flood,Rice,Chemical,11.50955828848058,115.39017363366924,5.403401383073947,7.525837999626084
2064,Temperate,Loamy,Drip,Rice,Chemical,11.372019697902914,197.8107175220947,4.334409124097656,7.788224660472245
2065,Temperate,Sandy,Drip,Maize,Organic,20.747676848787364,58.525859161972946,7.383606669748452,1.3314924236327779
2066,Arctic,Loamy,Drip,Wheat,Organic,13.202564803692805,157.67446642113367,7.456282012581875,4.54384360341607
2067,Tropical,Sandy,Drip,Rice,Chemical,10.15460534680698,137.15243543724043,7.022282812398097,7.965622718047811
2068,Tropical,Loamy,Flood,Wheat,Chemical,18.462268619915726,125.08095156981882,4.96991852558247,9.143668916201165
2069,Temperate,Clayey,Sprinkler,Rice,Chemical,12.744344632201319,195.6271102227514,6.092988300959919,6.419801109995049
2070,Tropical,Clayey,Drip,Maize,Chemical,13.210308305613825,69.4475600736693,4.736754102093485,1.4707616815871711
2071,Tropical,Sandy,Flood,Wheat,Organic,11.538212774706693,184.399842752137,5.125113800292443,4.569812252696181
2072,Temperate,Loamy,Sprinkler,Maize,Chemical,14.101875074472199,153.68606167049154,6.064021168695165,1.6680440428160919
2073,Temperate,Loamy,Drip,Rice,Organic,24.309683595487787,88.8494109949449,6.940055233843191,7.736840764161261
2074,Tropical,Sandy,Sprinkler,Maize,Organic,26.178546144355828,185.250371844844,4.378617521574556,1.571549223534987
2075,Arctic,Loamy,Drip,Maize,Organic,19.050672880586013,114.39423767915198,5.186786790512345,2.671579600616595
2076,Temperate,Sandy,Sprinkler,Rice,Chemical,20.131076317628356,172.13409921096064,7.706485394287689,4.752625815682968
2077,Arctic,Loamy,Sprinkler,Rice,Organic,10.653100691884053,108.32547755710999,5.716493271127552,5.163835304033848
2078,Tropical,Sandy,Drip,Wheat,Chemical,11.386325227426337,177.63962411498613,7.755478695637258,4.658335302835111
2079,Temperate,Loamy,Flood,Rice,Organic,15.151354512990338,145.4943677667573,7.965602166208543,5.170569819454
2080,Arctic,Sandy,Sprinkler,Wheat,Chemical,20.877968414262952,71.15699503755907,6.106639304445664,7.419152368181798
2081,Temperate,Loamy,Drip,Maize,Organic,24.791022974699857,147.44947452042913,5.152176039139402,4.323419406599873
2082,Tropical,Clayey,Sprinkler,Maize,Organic,22.100061226760662,78.7017144052809,7.163107234290316,5.929754132355573
2083,Arctic,Loamy,Sprinkler,Wheat,Chemical,17.842557099735764,111.7883941841244,4.63724294210006,3.73032331775859
2084,Tropical,Sandy,Flood,Rice,Chemical,12.366481460062763,75.54433763780506,5.008187438688282,4.182647455814344
2085,Tropical,Clayey,Sprinkler,Rice,Organic,25.61546469774379,53.302417350067785,7.139519637997129,6.524190631378727
2086,Temperate,Loamy,Sprinkler,Maize,Organic,17.275721031981142,81.78298091749363,5.73458369892812,5.41445186473318
2087,Arctic,Clayey,Drip,Wheat,Chemical,24.72108028965579,130.45580355861887,4.806151747950667,7.50732665373353
2088,Tropical,Loamy,Drip,Maize,Organic,20.259576838286836,122.2341451666019,6.604502979809298,6.0448472924657475
2089,Tropical,Clayey,Flood,Maize,Chemical,24.773241071236505,125.22456433040955,6.9310474455267315,8.232166768454857
2090,Arctic,Sandy,Sprinkler,Rice,Chemical,28.145791229051436,87.1530317669902,4.500284957802276,4.990673916952449
2091,Tropical,Loamy,Sprinkler,Wheat,Organic,28.42059032107604,152.77418009212792,5.107921039899736,5.419302578801213
2092,Tropical,Loamy,Sprinkler,Maize,Chemical,20.70213560001207,155.63949302305187,4.885107021488933,7.029742140108456
2093,Arctic,Sandy,Flood,Rice,Organic,20.230167295312775,103.69517383394984,5.519418515049809,2.99119549970844
2094,Arctic,Clayey,Sprinkler,Maize,Chemical,15.313569310056746,182.17551327112614,7.053779582304258,4.473365832381347
2095,Arctic,Sandy,Drip,Maize,Chemical,28.715996630585828,146.60348249533217,6.8548324090972965,6.62357119610537
2096,Arctic,Sandy,Flood,Rice,Organic,19.15838334399242,156.95589128879476,6.650095641534816,1.2598864233916274
2097,Temperate,Clayey,Drip,Rice,Chemical,12.551824785747543,91.60098769084091,4.025142183474365,4.932742902705475
2098,Arctic,Sandy,Drip,Wheat,Organic,18.654098292530996,50.091745273338056,4.568573253521558,6.389649426755051
2099,Temperate,Loamy,Flood,Maize,Chemical,12.541065004760078,179.80634181531644,4.893190196408267,9.70637978780378
2100,Temperate,Loamy,Drip,Wheat,Chemical,20.050633685141502,173.3636576869713,5.087823384155398,8.89314905455904
2101,Temperate,Loamy,Sprinkler,Rice,Chemical,21.225510297124245,68.47878320642454,4.5857061665956,3.526677576483923
2102,Tropical,Sandy,Flood,Rice,Chemical,16.755115229871706,106.11577024344598,5.641262205895559,5.564890936260323
2103,Temperate,Loamy,Drip,Maize,Organic,11.433012284629694,149.2008962582874,4.300722340056104,1.5077293539408219
2104,Temperate,Loamy,Sprinkler,Wheat,Chemical,28.87007071266478,147.81662858280924,7.0000887615511225,3.166789733360264
2105,Tropical,Loamy,Sprinkler,Wheat,Chemical,25.46706226966859,179.05255022128347,7.15088314918442,7.973702812612811
2106,Tropical,Loamy,Drip,Maize,Chemical,26.777621610102422,71.04022424531428,6.297066758403592,2.109826110478101
2107,Tropical,Loamy,Sprinkler,Maize,Organic,17.33736788572459,114.49096216776782,4.358819508167871,3.3192147235056093
2108,Arctic,Loamy,Flood,Wheat,Organic,25.21662060038901,64.58366268896371,7.560332678187033,9.49638251562227
2109,Tropical,Sandy,Drip,Rice,Organic,19.707457903383883,108.43928726579422,7.8625433148324575,8.414702204432121
2110,Tropical,Loamy,Sprinkler,Rice,Organic,14.021669768120919,52.266116838155654,4.809454241287158,8.03644941384021
2111,Temperate,Loamy,Sprinkler,Maize,Chemical,12.488467538144265,184.74095976651904,6.818559277762879,8.781017412719411
2112,Tropical,Clayey,Drip,Wheat,Chemical,16.901017386441136,129.05659952430216,7.367754522569943,7.746451179241186
2113,Arctic,Sandy,Drip,Wheat,Chemical,12.751042229502794,177.47033912035306,6.159374090170809,2.0852759450641143
2114,Tropical,Sandy,Drip,Wheat,Organic,29.96537952408137,58.985705150504565,5.2932923981069955,5.649051938367082
2115,Arctic,Sandy,Drip,Rice,Organic,10.983779804640442,84.11871657093809,5.914234860321411,4.998195287220899
2116,Tropical,Sandy,Flood,Rice,Chemical,18.822871987381532,88.9069992831771,6.049075003137808,3.800364204433421
2117,Tropical,Loamy,Drip,Wheat,Chemical,19.041870447807682,108.00372419581821,5.602548176752112,8.50636368747645
2118,Tropical,Loamy,Flood,Wheat,Chemical,16.01263857163351,170.42995585963192,7.719369974534825,5.1772528213681035
2119,Tropical,Clayey,Flood,Maize,Organic,21.427031314138908,107.98368105972389,6.975532443770009,1.5426784122179473
2120,Arctic,Clayey,Drip,Maize,Chemical,12.999540483030893,80.69802944694905,4.9652065690198555,3.4746902534824144
2121,Arctic,Sandy,Flood,Wheat,Chemical,25.678247611744673,59.74853905081527,6.342228749279474,3.057589522265006
2122,Temperate,Clayey,Drip,Wheat,Organic,16.648954364952765,61.92376225290312,6.75475660372467,8.987309963301552
2123,Arctic,Clayey,Drip,Rice,Organic,21.826851795972836,164.0070808941466,4.560625686808521,6.8269429057509985
2124,Tropical,Sandy,Sprinkler,Wheat,Chemical,24.312784721339185,116.72044865549495,5.433702969520596,6.043386392938676
2125,Temperate,Sandy,Drip,Maize,Organic,27.780842353803223,158.92716830000228,7.622193126415664,5.5598431751083455
2126,Temperate,Clayey,Sprinkler,Rice,Chemical,26.715748729044,152.34306826455463,6.268692400740806,6.851017247873189
2127,Temperate,Loamy,Flood,Maize,Chemical,22.16618056207119,70.30436926403867,4.867990984241267,7.793879920994123
2128,Tropical,Clayey,Sprinkler,Maize,Chemical,17.76786360767774,71.43319012884008,4.491139192476603,5.989462352483589
2129,Arctic,Clayey,Flood,Rice,Chemical,20.064093401499278,163.3013023151201,6.072907573899511,9.444568736373494
2130,Tropical,Loamy,Drip,Maize,Organic,25.37469586757605,158.19024402281258,6.190742892116576,9.79150753585346
2131,Temperate,Loamy,Flood,Wheat,Organic,27.55091085118946,106.70461503114655,5.337657805418449,9.958080849479407
2132,Tropical,Sandy,Flood,Maize,Organic,12.075638563533438,61.61333949992601,6.521664113676474,7.024519990797803
2133,Tropical,Sandy,Drip,Rice,Chemical,17.69712524986107,51.81470325476783,4.2747387448775545,9.393584200802906
2134,Arctic,Clayey,Flood,Rice,Chemical,25.52233196827001,93.22354241926172,4.5805587730645625,4.640317257771592
2135,Arctic,Loamy,Drip,Rice,Chemical,18.63303525187922,51.38334103808404,6.185095284045037,8.736331521226468
2136,Temperate,Sandy,Sprinkler,Maize,Organic,16.644555281325676,84.51089316555552,4.247262775377816,9.182568688657128
2137,Tropical,Clayey,Drip,Wheat,Organic,18.22645393646539,112.92511103170078,7.523635059964402,9.13726425099048
2138,Tropical,Loamy,Drip,Rice,Chemical,22.056894935727016,68.21236479679312,4.568585481826068,8.477616546175433
2139,Arctic,Clayey,Flood,Wheat,Organic,29.99610288267603,65.64166367473194,6.695679496338146,4.659392454771254
2140,Tropical,Sandy,Sprinkler,Rice,Organic,19.859848582090635,184.4656153578105,5.564813766857701,2.4301673378266093
2141,Tropical,Sandy,Drip,Wheat,Organic,14.169889499085212,137.8205043534334,5.599150990168994,4.005607207100013
2142,Tropical,Loamy,Sprinkler,Wheat,Organic,13.256931505581894,190.16835301441722,7.059558114444576,7.905597123682837
2143,Arctic,Clayey,Sprinkler,Wheat,Chemical,10.846994949528286,101.87392456785187,5.997848536691656,3.0959696019697773
2144,Temperate,Loamy,Flood,Rice,Organic,21.176344698366428,151.57174059937446,6.902621854575465,5.304448583433752
2145,Temperate,Sandy,Drip,Maize,Chemical,20.891441829776685,80.70375119326856,6.0207649150110765,6.0885956618620485
2146,Tropical,Sandy,Flood,Maize,Organic,14.104678535606183,142.75104759199118,6.371621365621054,6.434727061940878
2147,Temperate,Clayey,Drip,Maize,Chemical,23.90658812905134,69.43785950149766,7.042858511478657,9.421529935409188
2148,Arctic,Clayey,Sprinkler,Wheat,Chemical,24.822140832593615,50.31209587644286,6.429234971685101,6.953437183728858
2149,Arctic,Clayey,Drip,Rice,Organic,15.181964107642225,189.72977021143686,6.462460437555155,8.076689344695719
2150,Temperate,Loamy,Drip,Wheat,Chemical,16.88199528059473,133.2341564262814,7.156878365710378,6.236905131024701
2151,Temperate,Clayey,Sprinkler,Rice,Chemical,29.809433446945132,189.04109941730593,7.796347263277493,8.50222286975767
2152,Tropical,Clayey,Sprinkler,Wheat,Organic,17.485289357014686,100.0747285553108,5.506864615741347,3.3729725176278653
2153,Temperate,Sandy,Drip,Rice,Chemical,25.216033435122036,99.16791037426353,6.308468628903805,2.888899045019103
2154,Tropical,Sandy,Flood,Rice,Organic,19.0545085325988,110.09825026595476,4.345092630934182,9.336880438821726
2155,Tropical,Clayey,Drip,Rice,Chemical,25.86689655721952,155.90614759372522,5.435215522275468,7.241327887216406
2156,Arctic,Clayey,Sprinkler,Wheat,Organic,25.380464775652957,134.87129512792615,5.648196903557544,7.04373019352399
2157,Arctic,Sandy,Flood,Maize,Organic,23.35512050397071,188.8032360648677,7.340949267296204,5.20565714765605
2158,Arctic,Clayey,Sprinkler,Wheat,Organic,27.095566925911584,53.8161351698659,6.053569608502707,4.390275333641594
2159,Arctic,Loamy,Sprinkler,Wheat,Organic,28.784369897553702,156.22939069588045,6.924265493193831,6.001220750307749
2160,Temperate,Loamy,Flood,Rice,Organic,21.599666409041678,99.54915340498314,4.076029600102686,2.0850971447950037
2161,Arctic,Loamy,Sprinkler,Rice,Chemical,14.749378144454914,77.03504777276918,5.857970678513262,5.09241304974797
2162,Temperate,Clayey,Sprinkler,Maize,Chemical,17.9725792328815,126.55934337801484,7.605270660654337,5.098309340189328
2163,Arctic,Sandy,Sprinkler,Maize,Organic,25.166114270265865,125.7595676269994,4.89725563722314,5.845028616498387
2164,Temperate,Clayey,Sprinkler,Rice,Chemical,23.01766970247739,70.55165430326426,4.126088741228452,6.712170529304821
2165,Tropical,Clayey,Sprinkler,Maize,Chemical,13.555966771304975,80.28440841993347,5.733634934853906,9.615865293868259
2166,Temperate,Sandy,Sprinkler,Maize,Chemical,11.024790822928495,111.22469973523323,6.817727282590381,6.869522143825812
2167,Temperate,Sandy,Sprinkler,Rice,Organic,23.659231870841296,111.3217118588473,5.817854027365878,8.953526367580704
2168,Arctic,Sandy,Sprinkler,Wheat,Organic,15.021580480586907,97.6337209429527,5.839913254045063,6.006734753222474
2169,Temperate,Loamy,Sprinkler,Maize,Chemical,19.993404874581067,72.28177272649714,6.6792201649532785,6.642350943647408
2170,Tropical,Clayey,Drip,Rice,Organic,24.934935450251885,50.65605186514693,5.017555233132196,1.6285325779861264
2171,Tropical,Sandy,Drip,Maize,Organic,21.253335613126662,195.53525936420309,7.00755916656791,2.1993735059597403
2172,Arctic,Clayey,Sprinkler,Maize,Chemical,11.666051662235928,191.52488445558905,4.612454123622934,6.217033916777856
2173,Tropical,Loamy,Drip,Rice,Organic,13.711604735671107,122.54755687642027,5.58300242114395,4.561415829622263
2174,Temperate,Loamy,Flood,Maize,Organic,14.386563680618384,199.25776299125087,6.624032433883672,8.189294678789516
2175,Tropical,Sandy,Drip,Maize,Organic,15.157285072896897,151.0481496173365,7.313476028920791,5.888600873867584
2176,Arctic,Sandy,Sprinkler,Maize,Organic,21.308067839010086,60.32863064113123,7.166124284660221,8.940619350562041
2177,Temperate,Clayey,Sprinkler,Wheat,Organic,20.07931559650787,67.6577298623941,6.886742397230791,9.750985106160622
2178,Arctic,Sandy,Drip,Wheat,Chemical,14.06320076728418,187.41662658044567,5.436385534145565,2.328716666093365
2179,Temperate,Clayey,Sprinkler,Maize,Organic,11.351096869113741,144.50783032244425,4.489217265174895,4.553449764900639
2180,Tropical,Sandy,Flood,Rice,Organic,13.428644089494362,176.47754399860267,4.867336870771963,6.984829227142278
2181,Arctic,Clayey,Flood,Maize,Chemical,29.687626252372066,184.74044744507663,7.45933525830594,3.7493987986031474
2182,Arctic,Clayey,Sprinkler,Maize,Chemical,19.370938995829444,117.19130169235791,7.429325480530638,3.4032910394934563
2183,Temperate,Clayey,Flood,Wheat,Organic,27.34691009404225,57.278892736503956,7.806243410156063,8.32364704565953
2184,Arctic,Clayey,Flood,Wheat,Chemical,26.975049333376866,78.2420523345983,4.303954607582167,9.823406221528685
2185,Temperate,Loamy,Drip,Wheat,Organic,20.230391149257475,59.98579209536526,6.147236341109824,7.964229981227332
2186,Temperate,Clayey,Flood,Maize,Chemical,24.13375416921087,78.3109768547761,6.594732179616934,5.7130896052370215
2187,Temperate,Sandy,Drip,Maize,Organic,13.855040208254245,111.57993896838153,6.842629508267427,4.982601087507833
2188,Temperate,Loamy,Sprinkler,Rice,Chemical,23.767934098538166,67.72952157724782,6.575452940041721,5.856829484773284
2189,Tropical,Loamy,Drip,Maize,Organic,15.44769158526579,75.0099871708015,7.080045559609128,5.165557319689623
2190,Temperate,Clayey,Sprinkler,Maize,Chemical,26.641241935083016,116.87326731075188,5.437886305157367,5.525992511071013
2191,Arctic,Loamy,Sprinkler,Wheat,Organic,11.674482662178198,101.02564255827343,4.717731088541928,2.831077454763049
2192,Tropical,Clayey,Sprinkler,Wheat,Organic,25.462773457705552,120.14871862820614,4.818333488601754,9.133677543783948
2193,Arctic,Sandy,Sprinkler,Wheat,Organic,11.998738131372392,114.3758041638593,4.047914757880657,7.790815013709413
2194,Tropical,Clayey,Sprinkler,Wheat,Chemical,27.62378473788618,146.67170389698254,5.40128748842489,7.128796804238981
2195,Temperate,Loamy,Drip,Wheat,Chemical,16.084090362700074,190.57843233137817,4.36697620351991,9.549324738770258
2196,Tropical,Sandy,Sprinkler,Rice,Organic,23.087867296611496,66.17965076663637,5.285954771160764,3.559548987215542
2197,Tropical,Clayey,Flood,Rice,Organic,19.750045572405597,64.88902239637923,6.512840308664991,1.730434698042528
2198,Arctic,Sandy,Flood,Rice,Organic,17.32606290524678,177.9209166636353,7.57791222234728,8.435247943197986
2199,Arctic,Sandy,Sprinkler,Wheat,Organic,22.90883666366993,125.95950569786886,7.358421803962066,9.985752672843294
2200,Temperate,Loamy,Flood,Wheat,Chemical,28.95045961102476,164.96075353526635,5.0106968478303076,6.205891942181794
2201,Tropical,Sandy,Drip,Wheat,Chemical,10.825394947492438,82.31328554109221,4.536332568792188,1.5292844912141368
2202,Tropical,Loamy,Drip,Rice,Chemical,28.377057117662087,174.32938597513277,4.772289095186926,8.024212361394472
2203,Tropical,Sandy,Sprinkler,Wheat,Organic,22.18163310042027,188.57699362890438,7.883946607614428,1.6637414396125738
2204,Temperate,Clayey,Sprinkler,Rice,Organic,26.146286015381047,145.32245233197324,6.197897918741964,5.860125876333531
2205,Temperate,Sandy,Sprinkler,Wheat,Chemical,17.677499068685552,65.88185322107033,4.730008892002299,3.4977922678947437
2206,Temperate,Clayey,Flood,Maize,Chemical,19.436859496752277,184.29422212345082,7.3629846187472605,9.23524102533156
2207,Temperate,Clayey,Flood,Rice,Chemical,27.37701503602328,168.8731591055107,5.58076497725022,5.061980919335365
2208,Temperate,Sandy,Drip,Maize,Chemical,18.296959396196463,162.6316664771735,7.59688860789891,9.086170136306981
2209,Arctic,Clayey,Flood,Rice,Organic,20.693191334981698,55.509228335887336,5.042708507337946,3.691729767291108
2210,Tropical,Sandy,Drip,Wheat,Organic,10.403898461686659,169.84437878854567,5.572887035216945,4.486263254392162
2211,Tropical,Sandy,Flood,Wheat,Organic,13.171960116760847,70.69265157025356,6.019791051160338,9.524072694223724
2212,Tropical,Clayey,Drip,Maize,Chemical,22.833730159495996,83.35792642953325,7.570461336356127,2.811830058384718
2213,Tropical,Clayey,Sprinkler,Wheat,Organic,24.33953802127754,136.57022523038864,7.475029726420223,6.206510364860306
2214,Tropical,Loamy,Flood,Rice,Chemical,21.65201873568999,89.74711593753246,6.297420281215512,4.496592957041003
2215,Tropical,Clayey,Drip,Wheat,Chemical,12.866200725512213,149.20223094678795,4.887102039123563,7.9675019656185455
2216,Tropical,Loamy,Flood,Wheat,Chemical,18.908108571556696,141.21056715486225,5.6134278869515,2.1636673405422164
2217,Tropical,Clayey,Sprinkler,Rice,Chemical,17.101895327263797,66.2224397019894,7.902532261462022,4.9349347210420165
2218,Arctic,Sandy,Drip,Maize,Chemical,19.913226880701767,148.40218693872595,6.431092895509608,7.290393641607368
2219,Tropical,Clayey,Flood,Maize,Organic,27.406580691081885,188.5932364737395,7.124391020496787,4.663146115055438
2220,Arctic,Sandy,Flood,Wheat,Organic,25.517228773173038,74.16648577787497,5.799458781445679,1.5267856534783903
2221,Temperate,Sandy,Sprinkler,Rice,Organic,11.679790027783179,139.5593031414331,6.1280291018672255,7.346010352018095
2222,Tropical,Sandy,Sprinkler,Maize,Chemical,27.806183955491285,101.27980579050411,5.715816448930177,5.528784949164848
2223,Temperate,Loamy,Drip,Maize,Organic,19.43534302299647,118.9417507660406,6.811683992247872,1.1017781801209048
2224,Temperate,Clayey,Flood,Wheat,Chemical,24.877242897719967,93.05002686184548,7.40588405554751,6.513903057055358
2225,Temperate,Sandy,Flood,Rice,Organic,12.800784625287044,103.11959545215429,6.029454172898254,9.278929202759079
2226,Arctic,Sandy,Sprinkler,Maize,Chemical,23.414390514140962,54.33677348998359,5.923469834544903,1.9992335339052008
2227,Temperate,Loamy,Sprinkler,Wheat,Chemical,14.726520352189159,197.2327606875831,5.361145868393588,6.316041115082521
2228,Temperate,Clayey,Drip,Wheat,Organic,18.76761794281863,143.71998831091224,4.708386777176335,7.558019935863673
2229,Temperate,Clayey,Flood,Wheat,Chemical,10.337257401642088,125.1058385740828,7.756990891500435,1.636963031262749
2230,Tropical,Loamy,Flood,Wheat,Organic,13.032212758609521,107.55730242504902,5.26431887471802,1.2035391234776767
2231,Tropical,Loamy,Drip,Maize,Organic,11.841609862472396,130.90618382360412,7.202765854297142,5.177762799804525
2232,Arctic,Clayey,Drip,Rice,Organic,14.794883458765169,107.0158998073706,6.861388085149897,8.120680185109274
2233,Arctic,Loamy,Sprinkler,Wheat,Chemical,12.000361800486445,103.986189124051,7.163670401112516,2.4464746908939548
2234,Tropical,Clayey,Sprinkler,Wheat,Chemical,23.838200532391237,119.59198125830197,7.74707253348841,8.529735449934307
2235,Arctic,Clayey,Drip,Maize,Chemical,10.580798044184387,91.39745505067862,6.493483040883589,6.9091952988123655
2236,Tropical,Sandy,Drip,Wheat,Chemical,22.35481001249996,77.00748499501782,7.591801373528178,3.9895595900963707
2237,Temperate,Sandy,Flood,Wheat,Organic,12.814156616511486,133.49088472704403,4.670789291649175,5.642432186432045
2238,Temperate,Clayey,Drip,Rice,Chemical,28.903229143557937,176.41481542254516,6.50685030382715,9.690174817540646
2239,Arctic,Clayey,Drip,Wheat,Organic,28.661881462197087,72.92422665888384,7.089102451658451,2.947932735691049
2240,Tropical,Clayey,Flood,Maize,Organic,14.510062050419252,54.910151090632795,5.086564522976696,5.495818579696362
2241,Tropical,Clayey,Drip,Rice,Chemical,22.28842596446059,87.02176177310542,6.96301520516786,6.620379004968586
2242,Arctic,Clayey,Sprinkler,Maize,Chemical,10.56010638944917,196.9580965180716,7.113907316464948,2.242131449280996
2243,Tropical,Clayey,Sprinkler,Rice,Organic,28.63577086102348,174.3137110615009,7.324751824065779,1.3916987976097868
2244,Temperate,Loamy,Flood,Rice,Chemical,20.459746163834193,139.37990802928948,5.251531650383731,1.1211395763832415
2245,Arctic,Clayey,Drip,Wheat,Organic,10.86446302835558,189.3873372864704,6.726426360673237,3.9222357094001463
2246,Arctic,Loamy,Sprinkler,Wheat,Chemical,16.849999860162747,116.7918675255867,5.217013133639048,1.6655256503637883
2247,Tropical,Loamy,Sprinkler,Wheat,Chemical,11.536989237224685,197.4920903862761,6.956161549993821,8.233929572870032
2248,Arctic,Clayey,Sprinkler,Maize,Organic,17.858888787467198,94.4453067678926,5.851894660582849,9.975875744455713
2249,Tropical,Clayey,Sprinkler,Wheat,Organic,23.398526843226463,86.04586242739086,6.39017749810888,1.5517343956101763
2250,Tropical,Loamy,Drip,Wheat,Organic,19.397798160828792,145.70723017205165,5.6633599257222755,4.894536483400956
2251,Tropical,Loamy,Drip,Rice,Chemical,17.674443494389088,106.72309519255406,4.647931707719297,1.231589106843173
2252,Tropical,Clayey,Drip,Wheat,Chemical,12.383140910809296,143.95483129643867,4.712118118421454,2.205918016815369
2253,Tropical,Clayey,Drip,Wheat,Chemical,14.898780913873127,95.74932774540287,4.3102756290485384,3.9063030481960666
2254,Arctic,Loamy,Sprinkler,Wheat,Organic,12.002865754767022,142.68773852569865,6.472290718886647,4.543283917518849
2255,Temperate,Loamy,Flood,Wheat,Organic,26.149974633133215,91.36193908775546,7.394553591812237,9.458046517857762
2256,Temperate,Loamy,Flood,Rice,Chemical,12.70479655969445,57.64581032283349,4.083347305048324,4.562531278812063
2257,Arctic,Sandy,Sprinkler,Wheat,Organic,21.90746733097787,186.8203852884775,4.264958008353414,5.46649893151662
2258,Arctic,Loamy,Sprinkler,Rice,Chemical,16.854808271776918,182.48078028101932,5.829867969211641,3.2102503144647976
2259,Temperate,Sandy,Flood,Maize,Organic,14.51956769310367,195.6197223909008,6.950882944672758,1.0011262488091794
2260,Temperate,Clayey,Flood,Wheat,Chemical,22.789368789842076,157.4790764332107,4.630830578847805,9.094010110598216
2261,Temperate,Clayey,Sprinkler,Wheat,Chemical,19.140046187538815,152.40817666029545,5.086605278196775,1.7354328133267434
2262,Temperate,Loamy,Sprinkler,Wheat,Chemical,18.002909345691183,133.8504605112246,4.928024805127229,9.678239569326061
2263,Temperate,Clayey,Drip,Rice,Organic,21.857040097844433,68.8913624528784,5.5962048746846165,2.1775969369023422
2264,Tropical,Clayey,Drip,Wheat,Organic,19.825352569800014,78.3852966423905,4.899994708070285,6.443906326753963
2265,Arctic,Clayey,Flood,Wheat,Chemical,16.069684171031216,93.42045330088044,5.410394714179012,9.994695290709732
2266,Tropical,Clayey,Sprinkler,Maize,Chemical,21.181225755305032,183.52345438600915,6.914170394647776,2.2461813646270827
2267,Temperate,Sandy,Flood,Rice,Chemical,23.38997153101389,75.94542869046127,6.4440369938167565,4.815487764458418
2268,Temperate,Sandy,Drip,Rice,Chemical,10.533863171737085,188.4309761731836,4.324726821566772,8.023813020743289
2269,Temperate,Loamy,Drip,Maize,Chemical,19.31743457815351,128.41785995771258,6.550982664982871,1.2897113486497145
2270,Tropical,Loamy,Flood,Rice,Chemical,11.153665691670875,157.33544532096084,5.908308686236854,7.2080447602604005
2271,Tropical,Loamy,Drip,Wheat,Organic,13.728108281362221,66.53667300208498,7.738262298828555,1.7233600410171954
2272,Temperate,Clayey,Sprinkler,Wheat,Organic,21.21017468155946,90.35503231638663,5.157217268416213,3.1286812804590376
2273,Tropical,Clayey,Flood,Maize,Organic,27.323778305311613,193.77779122721395,6.90466567879664,2.4406854624402436
2274,Tropical,Sandy,Sprinkler,Rice,Organic,27.656113583769695,89.92249203945971,6.92344329217828,9.166027884822427
2275,Temperate,Sandy,Sprinkler,Rice,Chemical,11.398880202772625,94.47825805867191,4.886003124036749,2.6241104510351274
2276,Tropical,Loamy,Drip,Rice,Chemical,18.38210172573413,79.63960772616193,7.612894499883744,1.3639068596364148
2277,Arctic,Sandy,Sprinkler,Maize,Chemical,21.660129660091023,69.36104979602443,5.964732801718412,6.288631106029859
2278,Arctic,Sandy,Flood,Wheat,Organic,12.941398091006867,84.98864621809969,6.71553346755721,4.115628328687318
2279,Arctic,Sandy,Sprinkler,Maize,Organic,25.308644334895433,146.34903379261976,4.583422235534018,4.651355985772298
2280,Arctic,Sandy,Sprinkler,Wheat,Chemical,24.884705168744777,118.30516002553453,5.031215667967877,2.071564703762923
2281,Temperate,Sandy,Sprinkler,Maize,Organic,28.066820274135893,133.0633754506848,6.344428471748891,7.734110422898751
2282,Temperate,Loamy,Sprinkler,Wheat,Organic,10.16972024166886,68.35472431490365,5.276109073493398,6.4139828467916615
2283,Temperate,Loamy,Sprinkler,Rice,Chemical,14.333684879780053,170.317467074435,5.998771674283894,4.27795340273452
2284,Arctic,Sandy,Drip,Rice,Chemical,26.543734284906435,167.6142050869772,5.496020797493157,2.5441744938682236
2285,Arctic,Loamy,Flood,Rice,Chemical,23.411601016538707,53.23848667140131,6.562215186576192,6.341065652535043
2286,Tropical,Clayey,Drip,Maize,Organic,27.887797073969814,107.52726417654574,5.9485814511232356,8.007375515566396
2287,Tropical,Sandy,Flood,Maize,Chemical,11.14359309060533,60.31559029567217,4.018439743892673,3.811575554804754
2288,Arctic,Clayey,Flood,Maize,Chemical,21.939279314328857,168.8158669122437,6.598723351781536,1.2327434518473739
2289,Arctic,Loamy,Flood,Rice,Chemical,21.380931497873483,160.59045246885566,5.688486228200727,2.929095862776856
2290,Arctic,Loamy,Flood,Wheat,Organic,10.713488327210648,185.2982141439734,5.366793361960891,7.141580370035463
2291,Arctic,Clayey,Flood,Rice,Organic,20.27044153824967,85.4605938429672,4.376587009132894,9.901867397112305
2292,Tropical,Loamy,Sprinkler,Rice,Chemical,22.190406226198483,118.44438246916984,4.881478762265965,1.1203861546789886
2293,Arctic,Sandy,Drip,Wheat,Chemical,13.825863484042145,77.67318157465967,4.895089166323414,3.755382059188907
2294,Tropical,Clayey,Drip,Wheat,Organic,15.466591662493258,105.68524017111793,7.741477997618916,1.5581878340395496
2295,Arctic,Sandy,Sprinkler,Wheat,Organic,22.80694692595474,128.33648773503262,5.730051898986187,3.8471435898672897
